,0BathroomWater,timestamp
2,PRESENT,2022-08-17 09:02:25.714000+02:00
3,NOT_PRESENT,2022-08-17 09:02:27.836000+02:00
4,PRESENT,2022-08-17 09:04:04.409000+02:00
5,NOT_PRESENT,2022-08-17 09:04:22.166000+02:00
6,PRESENT,2022-08-17 09:04:25.841000+02:00
7,NOT_PRESENT,2022-08-17 09:04:27.081000+02:00
8,PRESENT,2022-08-17 09:05:16.246000+02:00
9,NOT_PRESENT,2022-08-17 09:05:24.361000+02:00
10,PRESENT,2022-08-17 09:05:28.497000+02:00
11,NOT_PRESENT,2022-08-17 09:05:29.743000+02:00
12,PRESENT,2022-08-17 09:05:32.319000+02:00
13,NOT_PRESENT,2022-08-17 09:05:35.330000+02:00
14,PRESENT,2022-08-17 09:05:41.012000+02:00
15,NOT_PRESENT,2022-08-17 09:05:42.254000+02:00
16,PRESENT,2022-08-17 09:05:46.518000+02:00
17,NOT_PRESENT,2022-08-17 09:05:47.762000+02:00
18,PRESENT,2022-08-17 09:06:10.435000+02:00
19,NOT_PRESENT,2022-08-17 09:06:12.559000+02:00
20,PRESENT,2022-08-17 09:06:43.151000+02:00
21,NOT_PRESENT,2022-08-17 09:06:44.391000+02:00
22,PRESENT,2022-08-17 09:07:18.200000+02:00
23,NOT_PRESENT,2022-08-17 09:07:19.443000+02:00
24,PRESENT,2022-08-17 09:07:52.987000+02:00
25,NOT_PRESENT,2022-08-17 09:07:54.227000+02:00
0,PRESENT,2022-08-26 07:39:22.448000+02:00
1,NOT_PRESENT,2022-08-26 07:39:23.665000+02:00
2,PRESENT,2022-08-26 07:39:36.038000+02:00
3,NOT_PRESENT,2022-08-26 07:39:37.268000+02:00
4,PRESENT,2022-08-26 07:43:03.051000+02:00
5,NOT_PRESENT,2022-08-26 07:43:05.179000+02:00
6,PRESENT,2022-08-26 07:43:09.441000+02:00
7,NOT_PRESENT,2022-08-26 07:43:26.005000+02:00
8,PRESENT,2022-08-26 07:43:34.977000+02:00
9,NOT_PRESENT,2022-08-26 07:43:36.221000+02:00
10,PRESENT,2022-08-26 07:43:39.571000+02:00
11,NOT_PRESENT,2022-08-26 07:43:41.707000+02:00
12,PRESENT,2022-08-26 07:44:06.633000+02:00
13,NOT_PRESENT,2022-08-26 07:44:07.884000+02:00
14,PRESENT,2022-08-26 07:45:50.050000+02:00
15,NOT_PRESENT,2022-08-26 07:45:51.932000+02:00
0,PRESENT,2022-08-30 14:38:14.658000+02:00
1,NOT_PRESENT,2022-08-30 14:38:15.883000+02:00
