,KitchenSinkWater,timestamp
85,NOT_PRESENT,2022-05-10 17:11:02.958000+02:00
86,PRESENT,2022-05-10 17:23:07.066000+02:00
87,NOT_PRESENT,2022-05-10 17:23:14.723000+02:00
88,PRESENT,2022-05-10 17:24:29.962000+02:00
89,NOT_PRESENT,2022-05-10 17:24:41.835000+02:00
90,PRESENT,2022-05-10 17:25:35.494000+02:00
91,NOT_PRESENT,2022-05-10 17:52:53.292000+02:00
92,PRESENT,2022-05-10 18:05:46.584000+02:00
93,NOT_PRESENT,2022-05-10 18:06:00.901000+02:00
94,PRESENT,2022-05-10 18:06:23.661000+02:00
95,NOT_PRESENT,2022-05-10 18:07:00.214000+02:00
96,PRESENT,2022-05-10 18:34:07.753000+02:00
97,NOT_PRESENT,2022-05-10 18:45:11.064000+02:00
98,PRESENT,2022-05-10 18:45:32.136000+02:00
99,NOT_PRESENT,2022-05-10 18:47:12.296000+02:00
100,PRESENT,2022-05-10 18:47:17.821000+02:00
101,NOT_PRESENT,2022-05-10 18:47:26.678000+02:00
102,PRESENT,2022-05-10 18:48:16.741000+02:00
103,NOT_PRESENT,2022-05-10 18:48:19.947000+02:00
104,PRESENT,2022-05-10 18:57:14.977000+02:00
105,NOT_PRESENT,2022-05-10 18:57:27.163000+02:00
106,PRESENT,2022-05-10 18:59:05.733000+02:00
107,NOT_PRESENT,2022-05-10 18:59:27.340000+02:00
108,PRESENT,2022-05-10 19:12:33.315000+02:00
109,NOT_PRESENT,2022-05-10 19:24:53.256000+02:00
0,PRESENT,2022-05-11 08:43:28.868000+02:00
1,NOT_PRESENT,2022-05-11 08:43:34.416000+02:00
2,PRESENT,2022-05-11 08:44:28.809000+02:00
3,NOT_PRESENT,2022-05-11 08:50:11.945000+02:00
4,PRESENT,2022-05-11 08:50:43.051000+02:00
5,NOT_PRESENT,2022-05-11 08:51:47.209000+02:00
6,PRESENT,2022-05-11 08:52:56.664000+02:00
7,NOT_PRESENT,2022-05-11 08:54:41.532000+02:00
8,PRESENT,2022-05-11 09:03:24.041000+02:00
9,NOT_PRESENT,2022-05-11 09:03:27.253000+02:00
10,PRESENT,2022-05-11 09:08:46.181000+02:00
11,NOT_PRESENT,2022-05-11 09:19:14.647000+02:00
12,PRESENT,2022-05-11 09:35:31.390000+02:00
13,NOT_PRESENT,2022-05-11 09:39:54.413000+02:00
14,PRESENT,2022-05-11 11:10:05.467000+02:00
15,NOT_PRESENT,2022-05-11 11:18:22.042000+02:00
16,PRESENT,2022-05-11 11:18:45.989000+02:00
17,NOT_PRESENT,2022-05-11 11:19:12.640000+02:00
18,PRESENT,2022-05-11 11:19:28.623000+02:00
19,NOT_PRESENT,2022-05-11 11:26:25.608000+02:00
20,PRESENT,2022-05-11 11:26:44.242000+02:00
21,NOT_PRESENT,2022-05-11 11:26:47.459000+02:00
22,PRESENT,2022-05-11 11:27:00.653000+02:00
23,NOT_PRESENT,2022-05-11 11:27:08.913000+02:00
24,PRESENT,2022-05-11 11:27:16.968000+02:00
25,NOT_PRESENT,2022-05-11 11:27:54.221000+02:00
26,PRESENT,2022-05-11 12:11:58.255000+02:00
27,NOT_PRESENT,2022-05-11 12:12:34.207000+02:00
28,PRESENT,2022-05-11 12:14:52.424000+02:00
29,NOT_PRESENT,2022-05-11 12:54:24.571000+02:00
30,PRESENT,2022-05-11 12:55:34.432000+02:00
31,NOT_PRESENT,2022-05-11 13:24:46.179000+02:00
32,PRESENT,2022-05-11 13:47:49.647000+02:00
33,NOT_PRESENT,2022-05-11 13:57:37.945000+02:00
34,PRESENT,2022-05-11 14:16:44.377000+02:00
35,NOT_PRESENT,2022-05-11 14:18:20.570000+02:00
36,PRESENT,2022-05-11 14:18:23.958000+02:00
37,NOT_PRESENT,2022-05-11 14:19:25.032000+02:00
38,PRESENT,2022-05-11 14:19:38.052000+02:00
39,NOT_PRESENT,2022-05-11 15:10:25.491000+02:00
40,PRESENT,2022-05-11 16:01:24.410000+02:00
41,NOT_PRESENT,2022-05-11 16:49:56.268000+02:00
42,PRESENT,2022-05-11 16:50:09.403000+02:00
43,NOT_PRESENT,2022-05-11 18:49:49.778000+02:00
44,PRESENT,2022-05-11 18:50:05.449000+02:00
45,NOT_PRESENT,2022-05-11 18:51:11.692000+02:00
46,PRESENT,2022-05-11 18:51:34.608000+02:00
47,NOT_PRESENT,2022-05-11 19:41:18.248000+02:00
48,PRESENT,2022-05-11 21:06:14.628000+02:00
0,NOT_PRESENT,2022-05-11 21:41:26.037000+02:00
1,PRESENT,2022-05-12 08:43:19.352000+02:00
2,NOT_PRESENT,2022-05-12 10:02:55.291000+02:00
3,PRESENT,2022-05-12 11:44:00.708000+02:00
4,NOT_PRESENT,2022-05-12 14:52:32.728000+02:00
5,PRESENT,2022-05-12 14:56:00.089000+02:00
6,NOT_PRESENT,2022-05-12 15:25:26.766000+02:00
7,PRESENT,2022-05-12 16:21:35.478000+02:00
8,NOT_PRESENT,2022-05-12 18:27:14.585000+02:00
9,PRESENT,2022-05-12 18:27:53.940000+02:00
10,NOT_PRESENT,2022-05-12 18:28:57.432000+02:00
11,PRESENT,2022-05-12 18:29:11.763000+02:00
12,NOT_PRESENT,2022-05-12 19:11:58.484000+02:00
13,PRESENT,2022-05-12 19:12:13.989000+02:00
0,NOT_PRESENT,2022-05-12 21:16:13.830000+02:00
1,PRESENT,2022-05-12 21:24:25.347000+02:00
2,NOT_PRESENT,2022-05-12 22:34:09.940000+02:00
3,PRESENT,2022-05-13 09:06:02.341000+02:00
4,NOT_PRESENT,2022-05-13 09:08:21.864000+02:00
5,PRESENT,2022-05-13 09:09:43.212000+02:00
6,NOT_PRESENT,2022-05-13 09:09:46.629000+02:00
7,PRESENT,2022-05-13 11:24:04.403000+02:00
8,NOT_PRESENT,2022-05-13 11:35:31.556000+02:00
9,PRESENT,2022-05-13 11:47:11.155000+02:00
10,NOT_PRESENT,2022-05-13 11:56:42.068000+02:00
11,PRESENT,2022-05-13 12:16:43.342000+02:00
12,NOT_PRESENT,2022-05-13 13:12:15.825000+02:00
13,PRESENT,2022-05-13 16:15:10.354000+02:00
14,NOT_PRESENT,2022-05-13 16:26:10.699000+02:00
15,PRESENT,2022-05-13 16:30:33.001000+02:00
16,NOT_PRESENT,2022-05-13 16:44:32.636000+02:00
17,PRESENT,2022-05-13 16:48:04.457000+02:00
18,NOT_PRESENT,2022-05-13 17:07:21.204000+02:00
19,PRESENT,2022-05-13 18:16:54.611000+02:00
20,NOT_PRESENT,2022-05-13 19:37:18.959000+02:00
0,PRESENT,2022-05-14 08:48:06.058000+02:00
1,NOT_PRESENT,2022-05-14 09:40:50.675000+02:00
2,PRESENT,2022-05-14 10:06:47.576000+02:00
3,NOT_PRESENT,2022-05-14 11:32:09.994000+02:00
4,PRESENT,2022-05-14 11:37:51.321000+02:00
5,NOT_PRESENT,2022-05-14 13:02:31.072000+02:00
6,PRESENT,2022-05-14 13:06:04.065000+02:00
7,NOT_PRESENT,2022-05-14 19:34:47.130000+02:00
8,PRESENT,2022-05-14 20:31:10.713000+02:00
9,NOT_PRESENT,2022-05-14 20:31:16.146000+02:00
10,PRESENT,2022-05-14 20:43:44.715000+02:00
0,NOT_PRESENT,2022-05-14 21:36:37.866000+02:00
1,PRESENT,2022-05-14 21:44:36.417000+02:00
2,NOT_PRESENT,2022-05-14 21:58:32.085000+02:00
3,PRESENT,2022-05-15 07:44:03.050000+02:00
4,NOT_PRESENT,2022-05-15 08:52:02.672000+02:00
5,PRESENT,2022-05-15 16:30:44.151000+02:00
6,NOT_PRESENT,2022-05-15 17:19:26.697000+02:00
7,PRESENT,2022-05-15 17:32:23.208000+02:00
8,NOT_PRESENT,2022-05-15 18:24:02.140000+02:00
9,PRESENT,2022-05-15 18:40:45.959000+02:00
10,NOT_PRESENT,2022-05-15 19:36:10.425000+02:00
11,PRESENT,2022-05-15 19:37:48.192000+02:00
12,NOT_PRESENT,2022-05-15 19:47:07.584000+02:00
0,PRESENT,2022-05-16 08:08:28.434000+02:00
1,NOT_PRESENT,2022-05-16 08:08:33.994000+02:00
2,PRESENT,2022-05-16 08:37:07.193000+02:00
3,NOT_PRESENT,2022-05-16 08:46:33.831000+02:00
4,PRESENT,2022-05-16 08:51:32.101000+02:00
5,NOT_PRESENT,2022-05-16 08:51:37.644000+02:00
6,PRESENT,2022-05-16 09:48:42.598000+02:00
7,NOT_PRESENT,2022-05-16 09:48:48.110000+02:00
8,PRESENT,2022-05-16 09:49:43.776000+02:00
9,NOT_PRESENT,2022-05-16 09:49:47.204000+02:00
10,PRESENT,2022-05-16 11:57:56.180000+02:00
11,NOT_PRESENT,2022-05-16 11:58:08.797000+02:00
12,PRESENT,2022-05-16 11:58:28.840000+02:00
13,NOT_PRESENT,2022-05-16 11:58:33.645000+02:00
14,PRESENT,2022-05-16 12:00:34.742000+02:00
15,NOT_PRESENT,2022-05-16 12:00:38.773000+02:00
16,PRESENT,2022-05-16 12:02:35.277000+02:00
17,NOT_PRESENT,2022-05-16 12:14:24.807000+02:00
18,PRESENT,2022-05-16 12:28:38.592000+02:00
19,NOT_PRESENT,2022-05-16 12:29:25.995000+02:00
20,PRESENT,2022-05-16 12:31:57.446000+02:00
21,NOT_PRESENT,2022-05-16 12:32:12.139000+02:00
22,PRESENT,2022-05-16 13:41:31.538000+02:00
23,NOT_PRESENT,2022-05-16 13:42:40.752000+02:00
24,PRESENT,2022-05-16 13:44:04.837000+02:00
25,NOT_PRESENT,2022-05-16 13:44:27.896000+02:00
26,PRESENT,2022-05-16 15:21:43.082000+02:00
27,NOT_PRESENT,2022-05-16 15:24:33.586000+02:00
28,PRESENT,2022-05-16 15:25:46.413000+02:00
29,NOT_PRESENT,2022-05-16 15:25:51.926000+02:00
30,PRESENT,2022-05-16 16:25:55.108000+02:00
31,NOT_PRESENT,2022-05-16 16:25:58.571000+02:00
32,PRESENT,2022-05-16 16:35:39.596000+02:00
33,NOT_PRESENT,2022-05-16 16:35:45.285000+02:00
34,PRESENT,2022-05-16 16:37:07.332000+02:00
35,NOT_PRESENT,2022-05-16 16:37:10.757000+02:00
36,PRESENT,2022-05-16 17:01:46.226000+02:00
37,NOT_PRESENT,2022-05-16 17:01:48.991000+02:00
38,PRESENT,2022-05-16 17:04:40.161000+02:00
39,NOT_PRESENT,2022-05-16 17:04:45.173000+02:00
40,PRESENT,2022-05-16 17:08:57.410000+02:00
41,NOT_PRESENT,2022-05-16 17:09:35.968000+02:00
42,PRESENT,2022-05-16 17:10:33.169000+02:00
43,NOT_PRESENT,2022-05-16 17:11:01.240000+02:00
44,PRESENT,2022-05-16 18:43:42.013000+02:00
45,NOT_PRESENT,2022-05-16 18:43:47.474000+02:00
46,PRESENT,2022-05-16 18:45:58.393000+02:00
47,NOT_PRESENT,2022-05-16 18:46:03.832000+02:00
48,PRESENT,2022-05-16 18:54:30.443000+02:00
49,NOT_PRESENT,2022-05-16 18:54:40.277000+02:00
50,PRESENT,2022-05-16 19:09:28.158000+02:00
51,NOT_PRESENT,2022-05-16 19:09:29.778000+02:00
52,PRESENT,2022-05-16 19:17:59.312000+02:00
53,NOT_PRESENT,2022-05-16 19:18:43.080000+02:00
54,PRESENT,2022-05-16 19:21:09.897000+02:00
55,NOT_PRESENT,2022-05-16 19:21:12.198000+02:00
56,PRESENT,2022-05-16 20:53:36.161000+02:00
57,NOT_PRESENT,2022-05-16 20:53:41.719000+02:00
58,PRESENT,2022-05-16 21:09:14.488000+02:00
59,NOT_PRESENT,2022-05-16 21:09:16.676000+02:00
0,PRESENT,2022-05-17 08:36:33.679000+02:00
1,NOT_PRESENT,2022-05-17 08:36:38.707000+02:00
2,PRESENT,2022-05-17 08:58:23.403000+02:00
3,NOT_PRESENT,2022-05-17 08:58:28.987000+02:00
4,PRESENT,2022-05-17 09:04:03.190000+02:00
5,NOT_PRESENT,2022-05-17 09:04:48.027000+02:00
6,PRESENT,2022-05-17 09:07:11.311000+02:00
7,NOT_PRESENT,2022-05-17 09:08:05.676000+02:00
8,PRESENT,2022-05-17 09:20:33.923000+02:00
9,NOT_PRESENT,2022-05-17 09:20:39.324000+02:00
10,PRESENT,2022-05-17 09:47:59.624000+02:00
11,NOT_PRESENT,2022-05-17 09:48:04.906000+02:00
12,PRESENT,2022-05-17 10:45:56.890000+02:00
13,NOT_PRESENT,2022-05-17 10:46:00.306000+02:00
14,PRESENT,2022-05-17 10:48:34.701000+02:00
15,NOT_PRESENT,2022-05-17 10:49:00.197000+02:00
16,PRESENT,2022-05-17 10:51:40.866000+02:00
17,NOT_PRESENT,2022-05-17 10:51:45.693000+02:00
18,PRESENT,2022-05-17 10:57:07.105000+02:00
19,NOT_PRESENT,2022-05-17 10:57:11.890000+02:00
20,PRESENT,2022-05-17 12:09:10.708000+02:00
21,NOT_PRESENT,2022-05-17 12:11:03.578000+02:00
22,PRESENT,2022-05-17 12:12:05.847000+02:00
23,NOT_PRESENT,2022-05-17 12:12:29.680000+02:00
24,PRESENT,2022-05-17 12:23:36.178000+02:00
25,NOT_PRESENT,2022-05-17 12:23:43.583000+02:00
26,PRESENT,2022-05-17 12:35:21.760000+02:00
27,NOT_PRESENT,2022-05-17 12:35:27.006000+02:00
28,PRESENT,2022-05-17 13:42:37.912000+02:00
29,NOT_PRESENT,2022-05-17 13:42:50.177000+02:00
30,PRESENT,2022-05-17 13:47:18.959000+02:00
31,NOT_PRESENT,2022-05-17 13:47:31.405000+02:00
32,PRESENT,2022-05-17 13:47:37.370000+02:00
33,NOT_PRESENT,2022-05-17 13:47:42.560000+02:00
34,PRESENT,2022-05-17 14:30:52.539000+02:00
35,NOT_PRESENT,2022-05-17 14:30:57.963000+02:00
36,PRESENT,2022-05-17 14:35:28.837000+02:00
37,NOT_PRESENT,2022-05-17 14:42:54.649000+02:00
38,PRESENT,2022-05-17 14:58:23.267000+02:00
39,NOT_PRESENT,2022-05-17 14:58:28.466000+02:00
40,PRESENT,2022-05-17 15:12:43.855000+02:00
41,NOT_PRESENT,2022-05-17 15:12:47.273000+02:00
42,PRESENT,2022-05-17 15:16:15.379000+02:00
43,NOT_PRESENT,2022-05-17 15:16:18.577000+02:00
44,PRESENT,2022-05-17 18:10:16.642000+02:00
45,NOT_PRESENT,2022-05-17 18:11:45.305000+02:00
46,PRESENT,2022-05-17 19:15:03.890000+02:00
47,NOT_PRESENT,2022-05-17 19:15:09.515000+02:00
48,PRESENT,2022-05-17 19:16:25.975000+02:00
49,NOT_PRESENT,2022-05-17 19:16:31.111000+02:00
50,PRESENT,2022-05-17 19:27:13.302000+02:00
51,NOT_PRESENT,2022-05-17 19:27:16.715000+02:00
52,PRESENT,2022-05-17 19:28:10.597000+02:00
53,NOT_PRESENT,2022-05-17 19:28:13.801000+02:00
0,PRESENT,2022-05-17 22:13:36.557000+02:00
1,NOT_PRESENT,2022-05-17 22:13:46.319000+02:00
2,PRESENT,2022-05-18 07:31:11.338000+02:00
3,NOT_PRESENT,2022-05-18 07:31:18.613000+02:00
4,PRESENT,2022-05-18 17:26:34.427000+02:00
5,NOT_PRESENT,2022-05-18 17:26:39.919000+02:00
6,PRESENT,2022-05-18 17:54:31.150000+02:00
7,NOT_PRESENT,2022-05-18 17:54:36.640000+02:00
8,PRESENT,2022-05-18 18:38:50.034000+02:00
9,NOT_PRESENT,2022-05-18 18:38:53.443000+02:00
10,PRESENT,2022-05-18 18:58:04.901000+02:00
11,NOT_PRESENT,2022-05-18 18:58:13.246000+02:00
12,PRESENT,2022-05-18 18:59:46.561000+02:00
13,NOT_PRESENT,2022-05-18 18:59:49.974000+02:00
14,PRESENT,2022-05-18 19:00:29.982000+02:00
15,NOT_PRESENT,2022-05-18 19:01:02.064000+02:00
16,PRESENT,2022-05-18 19:01:07.584000+02:00
17,NOT_PRESENT,2022-05-18 19:01:12.384000+02:00
18,PRESENT,2022-05-18 19:01:39.969000+02:00
19,NOT_PRESENT,2022-05-18 19:02:07.659000+02:00
20,PRESENT,2022-05-18 19:04:27.892000+02:00
21,NOT_PRESENT,2022-05-18 19:06:03.212000+02:00
22,PRESENT,2022-05-18 19:35:33.629000+02:00
23,NOT_PRESENT,2022-05-18 19:35:58.943000+02:00
24,PRESENT,2022-05-18 19:36:21.326000+02:00
25,NOT_PRESENT,2022-05-18 19:36:29.264000+02:00
26,PRESENT,2022-05-18 19:36:59.806000+02:00
27,NOT_PRESENT,2022-05-18 19:37:02.994000+02:00
28,PRESENT,2022-05-18 19:40:30.027000+02:00
29,NOT_PRESENT,2022-05-18 19:40:35.121000+02:00
30,PRESENT,2022-05-18 19:42:35.850000+02:00
31,NOT_PRESENT,2022-05-18 19:42:56.716000+02:00
32,PRESENT,2022-05-18 19:55:26.592000+02:00
33,NOT_PRESENT,2022-05-18 19:55:31.797000+02:00
0,PRESENT,2022-05-19 07:50:55.188000+02:00
1,NOT_PRESENT,2022-05-19 07:51:04.681000+02:00
2,PRESENT,2022-05-19 07:51:16.321000+02:00
3,NOT_PRESENT,2022-05-19 07:51:22.031000+02:00
4,PRESENT,2022-05-19 08:43:30.798000+02:00
5,NOT_PRESENT,2022-05-19 08:43:36.277000+02:00
6,PRESENT,2022-05-19 08:48:20.637000+02:00
7,NOT_PRESENT,2022-05-19 08:48:24.040000+02:00
8,PRESENT,2022-05-19 11:30:40.297000+02:00
9,NOT_PRESENT,2022-05-19 11:31:17.498000+02:00
10,PRESENT,2022-05-19 11:33:14.363000+02:00
11,NOT_PRESENT,2022-05-19 11:33:17.784000+02:00
12,PRESENT,2022-05-19 11:56:35.700000+02:00
13,NOT_PRESENT,2022-05-19 11:56:40.716000+02:00
14,PRESENT,2022-05-19 16:58:24.209000+02:00
15,NOT_PRESENT,2022-05-19 16:58:31.949000+02:00
16,PRESENT,2022-05-19 17:02:46.259000+02:00
17,NOT_PRESENT,2022-05-19 17:02:51.802000+02:00
18,PRESENT,2022-05-19 17:16:39.709000+02:00
19,NOT_PRESENT,2022-05-19 17:17:22.561000+02:00
20,PRESENT,2022-05-19 18:21:00.299000+02:00
21,NOT_PRESENT,2022-05-19 18:21:09.032000+02:00
22,PRESENT,2022-05-19 18:44:26.146000+02:00
23,NOT_PRESENT,2022-05-19 18:44:31.506000+02:00
24,PRESENT,2022-05-19 18:44:48.688000+02:00
25,NOT_PRESENT,2022-05-19 18:44:51.885000+02:00
26,PRESENT,2022-05-19 18:46:03.744000+02:00
27,NOT_PRESENT,2022-05-19 18:46:12.835000+02:00
28,PRESENT,2022-05-19 18:49:49.636000+02:00
29,NOT_PRESENT,2022-05-19 18:49:57.690000+02:00
0,PRESENT,2022-05-19 22:01:48.715000+02:00
1,NOT_PRESENT,2022-05-19 22:01:53.733000+02:00
2,PRESENT,2022-05-20 08:37:13.708000+02:00
3,NOT_PRESENT,2022-05-20 08:37:18.705000+02:00
4,PRESENT,2022-05-20 11:56:22.253000+02:00
5,NOT_PRESENT,2022-05-20 11:56:39.810000+02:00
6,PRESENT,2022-05-20 12:03:45.833000+02:00
7,NOT_PRESENT,2022-05-20 13:55:08.451000+02:00
8,PRESENT,2022-05-20 13:57:05.896000+02:00
9,NOT_PRESENT,2022-05-20 13:57:09.929000+02:00
10,PRESENT,2022-05-20 14:01:44.092000+02:00
11,NOT_PRESENT,2022-05-20 14:01:47.493000+02:00
12,PRESENT,2022-05-20 14:03:15.726000+02:00
13,NOT_PRESENT,2022-05-20 14:03:21.167000+02:00
14,PRESENT,2022-05-20 14:42:32.776000+02:00
15,NOT_PRESENT,2022-05-20 14:42:38.460000+02:00
16,PRESENT,2022-05-20 14:43:15.211000+02:00
17,NOT_PRESENT,2022-05-20 14:43:18.628000+02:00
18,PRESENT,2022-05-20 17:00:41.476000+02:00
19,NOT_PRESENT,2022-05-20 17:00:46.990000+02:00
20,PRESENT,2022-05-20 17:02:07.313000+02:00
21,NOT_PRESENT,2022-05-20 17:02:12.880000+02:00
22,PRESENT,2022-05-20 17:02:22.643000+02:00
23,NOT_PRESENT,2022-05-20 17:02:25.792000+02:00
24,PRESENT,2022-05-20 17:08:04.799000+02:00
25,NOT_PRESENT,2022-05-20 17:08:10.509000+02:00
26,PRESENT,2022-05-20 17:15:22.086000+02:00
27,NOT_PRESENT,2022-05-20 17:15:31.378000+02:00
28,PRESENT,2022-05-20 17:16:08.048000+02:00
29,NOT_PRESENT,2022-05-20 17:16:13.189000+02:00
30,PRESENT,2022-05-20 17:36:43.535000+02:00
31,NOT_PRESENT,2022-05-20 17:36:46.358000+02:00
32,PRESENT,2022-05-20 17:37:27.479000+02:00
33,NOT_PRESENT,2022-05-20 17:37:32.929000+02:00
34,PRESENT,2022-05-20 18:19:47.949000+02:00
35,NOT_PRESENT,2022-05-20 18:19:50.131000+02:00
36,PRESENT,2022-05-20 18:21:32.125000+02:00
37,NOT_PRESENT,2022-05-20 18:21:35.546000+02:00
38,PRESENT,2022-05-20 18:21:59.312000+02:00
39,NOT_PRESENT,2022-05-20 18:22:04.375000+02:00
40,PRESENT,2022-05-20 18:30:50.144000+02:00
41,NOT_PRESENT,2022-05-20 18:30:53.559000+02:00
42,PRESENT,2022-05-20 18:31:11.725000+02:00
43,NOT_PRESENT,2022-05-20 18:31:16.704000+02:00
44,PRESENT,2022-05-20 18:47:28.772000+02:00
45,NOT_PRESENT,2022-05-20 18:47:32.179000+02:00
46,PRESENT,2022-05-20 18:48:43.396000+02:00
47,NOT_PRESENT,2022-05-20 18:48:46.822000+02:00
48,PRESENT,2022-05-20 18:49:16.936000+02:00
49,NOT_PRESENT,2022-05-20 18:49:26.273000+02:00
50,PRESENT,2022-05-20 18:55:46.563000+02:00
51,NOT_PRESENT,2022-05-20 18:55:51.836000+02:00
52,PRESENT,2022-05-20 19:05:20.953000+02:00
53,NOT_PRESENT,2022-05-20 19:06:06.264000+02:00
54,PRESENT,2022-05-20 19:07:54.178000+02:00
55,NOT_PRESENT,2022-05-20 19:07:57.378000+02:00
56,PRESENT,2022-05-20 19:08:20.546000+02:00
57,NOT_PRESENT,2022-05-20 19:08:23.742000+02:00
58,PRESENT,2022-05-20 19:17:48.207000+02:00
59,NOT_PRESENT,2022-05-20 19:17:51.628000+02:00
60,PRESENT,2022-05-20 19:52:34.226000+02:00
61,NOT_PRESENT,2022-05-20 19:52:37.650000+02:00
62,PRESENT,2022-05-20 19:54:28.991000+02:00
63,NOT_PRESENT,2022-05-20 19:54:32.407000+02:00
64,PRESENT,2022-05-20 19:57:15.233000+02:00
65,NOT_PRESENT,2022-05-20 19:57:18.648000+02:00
66,PRESENT,2022-05-20 19:59:25.906000+02:00
67,NOT_PRESENT,2022-05-20 19:59:32.969000+02:00
68,PRESENT,2022-05-20 20:01:55.957000+02:00
69,NOT_PRESENT,2022-05-20 20:01:59.149000+02:00
70,PRESENT,2022-05-20 20:02:06.671000+02:00
71,NOT_PRESENT,2022-05-20 20:02:11.634000+02:00
0,PRESENT,2022-05-20 21:48:54.580000+02:00
1,NOT_PRESENT,2022-05-20 21:49:13.316000+02:00
2,PRESENT,2022-05-20 21:51:23.588000+02:00
3,NOT_PRESENT,2022-05-20 21:51:31.004000+02:00
4,PRESENT,2022-05-20 21:52:24.835000+02:00
5,NOT_PRESENT,2022-05-20 21:52:32.725000+02:00
6,PRESENT,2022-05-20 21:52:55.006000+02:00
7,NOT_PRESENT,2022-05-20 21:52:58.211000+02:00
8,PRESENT,2022-05-20 22:01:24.353000+02:00
9,NOT_PRESENT,2022-05-20 22:01:30.016000+02:00
10,PRESENT,2022-05-20 22:06:50.121000+02:00
11,NOT_PRESENT,2022-05-20 22:06:55.007000+02:00
12,PRESENT,2022-05-20 22:10:18.030000+02:00
13,NOT_PRESENT,2022-05-20 22:10:23.682000+02:00
14,NOT_PRESENT,2022-05-21 01:45:02.999000+02:00
15,PRESENT,2022-05-21 08:15:24.639000+02:00
16,NOT_PRESENT,2022-05-21 08:15:32.335000+02:00
17,PRESENT,2022-05-21 08:17:44.878000+02:00
18,NOT_PRESENT,2022-05-21 08:18:10.629000+02:00
19,PRESENT,2022-05-21 08:19:20.490000+02:00
20,NOT_PRESENT,2022-05-21 08:19:26.026000+02:00
21,PRESENT,2022-05-21 08:19:33.729000+02:00
22,NOT_PRESENT,2022-05-21 08:19:38.823000+02:00
23,PRESENT,2022-05-21 08:20:13.133000+02:00
24,NOT_PRESENT,2022-05-21 08:20:18.132000+02:00
25,PRESENT,2022-05-21 08:20:24.156000+02:00
26,NOT_PRESENT,2022-05-21 08:20:28.598000+02:00
27,PRESENT,2022-05-21 08:21:55.587000+02:00
28,NOT_PRESENT,2022-05-21 08:21:57.556000+02:00
29,PRESENT,2022-05-21 08:22:52.383000+02:00
30,NOT_PRESENT,2022-05-21 08:23:00.704000+02:00
31,PRESENT,2022-05-21 08:23:11.570000+02:00
32,NOT_PRESENT,2022-05-21 08:23:24.665000+02:00
33,PRESENT,2022-05-21 08:25:22.676000+02:00
34,NOT_PRESENT,2022-05-21 08:25:27.695000+02:00
35,PRESENT,2022-05-21 08:45:33.989000+02:00
36,NOT_PRESENT,2022-05-21 08:45:36.174000+02:00
37,PRESENT,2022-05-21 09:07:55.041000+02:00
38,NOT_PRESENT,2022-05-21 09:08:03.373000+02:00
39,PRESENT,2022-05-21 09:09:08.608000+02:00
40,NOT_PRESENT,2022-05-21 09:09:14.161000+02:00
41,PRESENT,2022-05-21 09:24:26.991000+02:00
42,NOT_PRESENT,2022-05-21 09:24:32.583000+02:00
43,PRESENT,2022-05-21 09:24:49.636000+02:00
44,NOT_PRESENT,2022-05-21 09:24:52.001000+02:00
45,PRESENT,2022-05-21 09:35:32.441000+02:00
46,NOT_PRESENT,2022-05-21 09:36:03.832000+02:00
47,PRESENT,2022-05-21 09:36:30.801000+02:00
48,NOT_PRESENT,2022-05-21 09:36:35.807000+02:00
49,PRESENT,2022-05-21 09:36:45.753000+02:00
50,NOT_PRESENT,2022-05-21 09:36:51.694000+02:00
51,PRESENT,2022-05-21 09:37:03.823000+02:00
52,NOT_PRESENT,2022-05-21 09:37:09.933000+02:00
53,PRESENT,2022-05-21 10:56:24.789000+02:00
54,NOT_PRESENT,2022-05-21 10:56:32.592000+02:00
55,PRESENT,2022-05-21 10:57:27.453000+02:00
56,NOT_PRESENT,2022-05-21 10:57:30.443000+02:00
57,PRESENT,2022-05-21 11:11:43.385000+02:00
58,NOT_PRESENT,2022-05-21 11:11:48.774000+02:00
59,PRESENT,2022-05-21 11:14:16.546000+02:00
60,NOT_PRESENT,2022-05-21 11:14:18.206000+02:00
61,PRESENT,2022-05-21 11:16:58.840000+02:00
62,NOT_PRESENT,2022-05-21 11:27:11.344000+02:00
63,PRESENT,2022-05-21 11:34:11.719000+02:00
64,NOT_PRESENT,2022-05-21 11:34:18.811000+02:00
65,PRESENT,2022-05-21 11:36:53.256000+02:00
66,NOT_PRESENT,2022-05-21 11:37:17.067000+02:00
67,PRESENT,2022-05-21 11:39:30.316000+02:00
68,NOT_PRESENT,2022-05-21 11:39:53.106000+02:00
69,PRESENT,2022-05-21 11:40:02.394000+02:00
70,NOT_PRESENT,2022-05-21 11:40:03.991000+02:00
71,PRESENT,2022-05-21 11:44:00.251000+02:00
72,NOT_PRESENT,2022-05-21 11:44:01.844000+02:00
73,PRESENT,2022-05-21 11:54:51.448000+02:00
74,NOT_PRESENT,2022-05-21 11:54:58.632000+02:00
75,PRESENT,2022-05-21 11:55:50.881000+02:00
76,NOT_PRESENT,2022-05-21 11:55:53.243000+02:00
77,PRESENT,2022-05-21 12:09:27.149000+02:00
78,NOT_PRESENT,2022-05-21 12:09:41.690000+02:00
79,PRESENT,2022-05-21 12:10:18.860000+02:00
80,NOT_PRESENT,2022-05-21 12:10:23.869000+02:00
81,PRESENT,2022-05-21 12:11:43.435000+02:00
82,NOT_PRESENT,2022-05-21 12:11:46.170000+02:00
