,0BTFloor,timestamp
0,19.5,2022-01-07 20:59:00.423000+01:00
1,19.6,2022-01-07 21:14:00.626000+01:00
2,19.7,2022-01-07 21:29:00.685000+01:00
3,19.75,2022-01-07 21:44:01.910000+01:00
4,19.8,2022-01-07 21:59:02.496000+01:00
5,19.75,2022-01-07 22:14:03.292000+01:00
6,19.7,2022-01-07 22:29:04.042000+01:00
7,19.7,2022-01-07 22:44:04.800000+01:00
8,19.65,2022-01-07 22:59:05.641000+01:00
9,19.65,2022-01-07 23:14:06.588000+01:00
10,19.6,2022-01-07 23:29:06.802000+01:00
11,19.65,2022-01-07 23:44:06.589000+01:00
12,19.7,2022-01-07 23:59:06.467000+01:00
13,19.65,2022-01-08 00:14:06.580000+01:00
14,19.5,2022-01-08 00:29:06.727000+01:00
15,19.5,2022-01-08 00:44:07.082000+01:00
16,19.45,2022-01-08 00:59:07.556000+01:00
17,19.5,2022-01-08 01:14:07.951000+01:00
18,19.45,2022-01-08 01:29:08.405000+01:00
19,19.4,2022-01-08 01:44:09.507000+01:00
20,19.35,2022-01-08 01:59:10.870000+01:00
21,19.3,2022-01-08 02:14:12.435000+01:00
22,19.3,2022-01-08 02:29:13.809000+01:00
23,19.25,2022-01-08 02:44:15.023000+01:00
24,19.2,2022-01-08 02:59:16.599000+01:00
25,19.1,2022-01-08 03:14:18.263000+01:00
26,19.1,2022-01-08 03:29:20.235000+01:00
27,19.05,2022-01-08 03:44:22.342000+01:00
28,19.0,2022-01-08 03:59:24.641000+01:00
29,19.0,2022-01-08 04:14:26.936000+01:00
30,18.9,2022-01-08 04:29:29.124000+01:00
31,18.9,2022-01-08 04:44:31.594000+01:00
32,18.85,2022-01-08 04:59:34.479000+01:00
33,18.8,2022-01-08 05:14:37.562000+01:00
34,18.8,2022-01-08 05:29:40.197000+01:00
35,18.7,2022-01-08 05:44:43.208000+01:00
36,18.7,2022-01-08 05:59:46.431000+01:00
37,18.6,2022-01-08 06:14:49.803000+01:00
38,18.7,2022-01-08 06:29:53.298000+01:00
39,18.55,2022-01-08 06:44:56.849000+01:00
40,18.45,2022-01-08 07:00:00.534000+01:00
41,18.45,2022-01-08 07:15:04.530000+01:00
42,18.4,2022-01-08 07:30:08.484000+01:00
43,18.35,2022-01-08 07:45:12.725000+01:00
44,18.35,2022-01-08 08:00:17.181000+01:00
45,18.25,2022-01-08 08:15:21.773000+01:00
46,18.2,2022-01-08 08:30:26.435000+01:00
47,18.15,2022-01-08 08:45:31.414000+01:00
48,18.15,2022-01-08 09:00:36.327000+01:00
49,18.1,2022-01-08 09:15:41.272000+01:00
50,18.05,2022-01-08 09:30:46.523000+01:00
51,18.05,2022-01-08 09:45:51.862000+01:00
52,18.0,2022-01-08 10:00:57.355000+01:00
53,17.95,2022-01-08 10:16:03.145000+01:00
54,17.95,2022-01-08 10:31:09.139000+01:00
55,17.9,2022-01-08 10:46:15.121000+01:00
56,17.9,2022-01-08 11:01:21.133000+01:00
57,17.85,2022-01-08 11:16:27.335000+01:00
58,17.8,2022-01-08 11:31:33.425000+01:00
59,17.75,2022-01-08 11:46:39.653000+01:00
60,17.7,2022-01-08 12:01:45.902000+01:00
61,17.65,2022-01-08 12:16:52.310000+01:00
62,17.65,2022-01-08 12:31:58.912000+01:00
63,17.65,2022-01-08 12:47:05.499000+01:00
64,17.55,2022-01-08 13:02:12.176000+01:00
65,17.55,2022-01-08 13:17:19.003000+01:00
66,17.5,2022-01-08 13:32:25.755000+01:00
67,17.45,2022-01-08 13:47:32.890000+01:00
68,17.45,2022-01-08 14:02:40.061000+01:00
69,17.45,2022-01-08 14:17:47.397000+01:00
70,17.35,2022-01-08 14:32:54.663000+01:00
71,17.35,2022-01-08 14:48:02.051000+01:00
72,17.3,2022-01-08 15:03:09.715000+01:00
73,17.25,2022-01-08 15:18:17.354000+01:00
74,17.25,2022-01-08 15:33:25.249000+01:00
75,17.2,2022-01-08 15:48:33.002000+01:00
76,17.2,2022-01-08 16:03:40.953000+01:00
77,17.15,2022-01-08 16:18:49.143000+01:00
78,17.15,2022-01-08 16:33:57.323000+01:00
79,17.1,2022-01-08 16:49:05.677000+01:00
80,17.0,2022-01-08 17:04:14.165000+01:00
81,17.0,2022-01-08 17:19:22.668000+01:00
82,17.0,2022-01-08 17:34:31.398000+01:00
83,16.95,2022-01-08 17:49:40.171000+01:00
84,16.85,2022-01-08 18:04:48.941000+01:00
85,16.85,2022-01-08 18:19:57.935000+01:00
86,16.85,2022-01-08 18:35:07.134000+01:00
87,16.9,2022-01-08 18:50:16.301000+01:00
88,16.85,2022-01-08 19:05:25.181000+01:00
89,16.95,2022-01-08 19:20:34.255000+01:00
90,16.95,2022-01-08 19:35:42.906000+01:00
91,16.95,2022-01-08 19:50:51.334000+01:00
92,17.0,2022-01-08 20:05:59.653000+01:00
93,17.1,2022-01-08 20:21:07.900000+01:00
94,17.15,2022-01-08 20:36:15.924000+01:00
95,17.25,2022-01-08 20:51:23.824000+01:00
96,17.25,2022-01-08 21:06:31.525000+01:00
97,17.2,2022-01-08 21:21:39.507000+01:00
98,17.2,2022-01-08 21:36:47.519000+01:00
99,17.25,2022-01-08 21:51:54.906000+01:00
100,17.15,2022-01-08 22:07:02.630000+01:00
101,17.1,2022-01-08 22:22:10.517000+01:00
102,17.1,2022-01-08 22:37:18.929000+01:00
103,17.05,2022-01-08 22:52:27.078000+01:00
104,17.1,2022-01-08 23:07:35.081000+01:00
105,17.1,2022-01-08 23:22:42.882000+01:00
106,17.1,2022-01-08 23:37:50.696000+01:00
107,17.2,2022-01-08 23:52:58.211000+01:00
108,17.35,2022-01-09 00:08:05.649000+01:00
109,17.35,2022-01-09 00:23:12.725000+01:00
110,17.45,2022-01-09 00:38:19.634000+01:00
111,17.5,2022-01-09 00:53:26.191000+01:00
112,17.55,2022-01-09 01:08:32.740000+01:00
113,17.65,2022-01-09 01:23:39.028000+01:00
114,17.75,2022-01-09 01:38:45.081000+01:00
115,17.85,2022-01-09 01:53:51.021000+01:00
116,17.9,2022-01-09 02:08:56.719000+01:00
117,17.95,2022-01-09 02:24:02.224000+01:00
118,18.0,2022-01-09 02:39:07.350000+01:00
119,18.1,2022-01-09 02:54:12.276000+01:00
120,18.2,2022-01-09 03:09:17.372000+01:00
121,18.3,2022-01-09 03:24:22.091000+01:00
122,18.35,2022-01-09 03:39:26.264000+01:00
123,18.4,2022-01-09 03:54:30.371000+01:00
124,18.5,2022-01-09 04:09:33.384000+01:00
125,18.55,2022-01-09 04:24:36.877000+01:00
126,18.7,2022-01-09 04:39:40.193000+01:00
127,18.8,2022-01-09 04:54:43.060000+01:00
128,18.85,2022-01-09 05:09:45.728000+01:00
129,18.9,2022-01-09 05:24:48.369000+01:00
130,18.95,2022-01-09 05:39:51.235000+01:00
131,19.0,2022-01-09 05:54:53.680000+01:00
132,19.1,2022-01-09 06:09:55.657000+01:00
133,19.2,2022-01-09 06:24:57.400000+01:00
134,19.25,2022-01-09 06:39:59.123000+01:00
135,19.3,2022-01-09 06:55:00.468000+01:00
136,19.4,2022-01-09 07:10:01.499000+01:00
137,19.45,2022-01-09 07:25:02.611000+01:00
138,19.55,2022-01-09 07:40:03.238000+01:00
139,19.6,2022-01-09 07:55:03.842000+01:00
140,19.65,2022-01-09 08:10:04.039000+01:00
141,19.7,2022-01-09 08:25:04.116000+01:00
142,19.8,2022-01-09 08:40:04.075000+01:00
143,19.8,2022-01-09 08:55:03.999000+01:00
144,19.7,2022-01-09 09:10:04.265000+01:00
145,19.7,2022-01-09 09:25:04.401000+01:00
146,19.6,2022-01-09 09:40:04.750000+01:00
147,19.5,2022-01-09 09:55:05.420000+01:00
148,19.55,2022-01-09 10:10:06.112000+01:00
149,19.55,2022-01-09 10:25:06.864000+01:00
150,19.55,2022-01-09 10:40:07.888000+01:00
151,19.5,2022-01-09 10:55:08.719000+01:00
152,19.5,2022-01-09 11:10:09.802000+01:00
153,19.5,2022-01-09 11:25:11.046000+01:00
154,19.5,2022-01-09 11:40:12.160000+01:00
155,19.35,2022-01-09 11:55:13.471000+01:00
156,19.45,2022-01-09 12:10:14.517000+01:00
157,19.35,2022-01-09 12:25:15.393000+01:00
158,19.35,2022-01-09 12:40:16.615000+01:00
159,19.25,2022-01-09 12:55:18.038000+01:00
160,19.25,2022-01-09 13:10:19.569000+01:00
161,19.2,2022-01-09 13:25:21.264000+01:00
162,19.1,2022-01-09 13:40:23.144000+01:00
163,19.1,2022-01-09 13:55:25.134000+01:00
164,19.05,2022-01-09 14:10:27.309000+01:00
165,18.95,2022-01-09 14:25:29.289000+01:00
166,19.0,2022-01-09 14:40:31.537000+01:00
167,18.95,2022-01-09 14:55:33.681000+01:00
168,18.9,2022-01-09 15:10:35.919000+01:00
169,18.9,2022-01-09 15:25:38.516000+01:00
170,18.85,2022-01-09 15:40:41.314000+01:00
171,18.75,2022-01-09 15:55:44.300000+01:00
172,18.7,2022-01-09 16:10:47.470000+01:00
173,18.7,2022-01-09 16:25:50.643000+01:00
174,18.65,2022-01-09 16:40:54.128000+01:00
175,18.55,2022-01-09 16:55:57.589000+01:00
176,18.45,2022-01-09 17:11:01.376000+01:00
177,18.45,2022-01-09 17:26:05.527000+01:00
178,18.45,2022-01-09 17:41:10.264000+01:00
179,18.4,2022-01-09 17:56:15.319000+01:00
180,18.4,2022-01-09 18:11:20.629000+01:00
181,18.35,2022-01-09 18:26:26.067000+01:00
182,18.25,2022-01-09 18:41:31.601000+01:00
183,18.25,2022-01-09 18:56:36.375000+01:00
184,18.2,2022-01-09 19:11:41.285000+01:00
185,18.15,2022-01-09 19:26:46.319000+01:00
186,18.05,2022-01-09 19:41:51.446000+01:00
187,18.05,2022-01-09 19:56:56.895000+01:00
188,18.0,2022-01-09 20:12:02.326000+01:00
189,17.95,2022-01-09 20:27:07.819000+01:00
190,17.95,2022-01-09 20:42:13.501000+01:00
191,17.95,2022-01-09 20:57:19.162000+01:00
192,17.95,2022-01-09 21:12:24.972000+01:00
193,17.9,2022-01-09 21:27:31.082000+01:00
194,17.85,2022-01-09 21:42:37.293000+01:00
195,17.8,2022-01-09 21:57:43.646000+01:00
196,17.75,2022-01-09 22:12:49.941000+01:00
197,17.7,2022-01-09 22:27:56.426000+01:00
198,17.7,2022-01-09 22:43:03.341000+01:00
199,17.65,2022-01-09 22:58:10.574000+01:00
200,17.6,2022-01-09 23:13:17.304000+01:00
201,17.65,2022-01-09 23:28:24.272000+01:00
202,17.75,2022-01-09 23:43:31.362000+01:00
203,17.75,2022-01-09 23:58:37.894000+01:00
204,17.8,2022-01-10 00:13:44.282000+01:00
205,17.8,2022-01-10 00:28:51.038000+01:00
206,17.7,2022-01-10 00:43:57.865000+01:00
207,17.65,2022-01-10 00:59:04.155000+01:00
208,17.6,2022-01-10 01:14:11.074000+01:00
209,17.6,2022-01-10 01:29:18.450000+01:00
210,17.5,2022-01-10 01:44:26.068000+01:00
211,17.45,2022-01-10 01:59:33.309000+01:00
212,17.45,2022-01-10 02:14:40.659000+01:00
213,17.4,2022-01-10 02:29:48.454000+01:00
214,17.4,2022-01-10 02:44:56.408000+01:00
215,17.3,2022-01-10 03:00:04.442000+01:00
216,17.25,2022-01-10 03:15:12.188000+01:00
217,17.3,2022-01-10 03:30:19.888000+01:00
218,17.2,2022-01-10 03:45:27.890000+01:00
219,17.2,2022-01-10 04:00:35.924000+01:00
220,17.1,2022-01-10 04:15:44.199000+01:00
221,17.15,2022-01-10 04:30:52.234000+01:00
222,17.1,2022-01-10 04:46:00.941000+01:00
223,17.1,2022-01-10 05:01:09.615000+01:00
224,17.3,2022-01-10 05:16:18.035000+01:00
225,17.15,2022-01-10 05:31:26.364000+01:00
226,17.3,2022-01-10 05:46:34.639000+01:00
227,17.3,2022-01-10 06:01:42.254000+01:00
228,17.4,2022-01-10 06:16:49.973000+01:00
229,17.45,2022-01-10 06:31:57.404000+01:00
230,17.45,2022-01-10 06:47:04.644000+01:00
231,17.55,2022-01-10 07:02:11.818000+01:00
232,17.6,2022-01-10 07:17:18.676000+01:00
233,17.75,2022-01-10 07:32:25.529000+01:00
234,17.75,2022-01-10 07:47:32.117000+01:00
235,17.85,2022-01-10 08:02:38.415000+01:00
236,17.95,2022-01-10 08:17:44.587000+01:00
237,17.95,2022-01-10 08:32:50.347000+01:00
238,18.05,2022-01-10 08:47:55.895000+01:00
239,18.1,2022-01-10 09:03:01.035000+01:00
240,18.25,2022-01-10 09:18:06.365000+01:00
241,18.3,2022-01-10 09:33:10.980000+01:00
242,18.4,2022-01-10 09:48:15.495000+01:00
243,18.45,2022-01-10 10:03:19.590000+01:00
244,18.5,2022-01-10 10:18:23.610000+01:00
245,18.6,2022-01-10 10:33:27.281000+01:00
246,18.7,2022-01-10 10:48:30.898000+01:00
247,18.8,2022-01-10 11:03:33.956000+01:00
248,18.85,2022-01-10 11:18:36.990000+01:00
249,18.9,2022-01-10 11:33:40.058000+01:00
250,18.95,2022-01-10 11:48:42.406000+01:00
251,19.1,2022-01-10 12:03:44.433000+01:00
252,19.2,2022-01-10 12:18:46.229000+01:00
253,19.25,2022-01-10 12:33:47.707000+01:00
254,19.35,2022-01-10 12:48:49.175000+01:00
255,19.35,2022-01-10 13:03:50.352000+01:00
256,19.3,2022-01-10 13:18:51.852000+01:00
257,19.3,2022-01-10 13:33:53.786000+01:00
258,19.3,2022-01-10 13:48:55.144000+01:00
259,19.3,2022-01-10 14:03:56.497000+01:00
260,19.3,2022-01-10 14:18:57.981000+01:00
261,19.25,2022-01-10 14:33:59.476000+01:00
262,19.2,2022-01-10 14:49:00.737000+01:00
263,19.2,2022-01-10 15:04:02.156000+01:00
264,19.15,2022-01-10 15:19:03.996000+01:00
265,19.15,2022-01-10 15:34:06.162000+01:00
266,19.1,2022-01-10 15:49:08.341000+01:00
267,19.1,2022-01-10 16:04:10.305000+01:00
268,19.0,2022-01-10 16:19:12.303000+01:00
269,19.0,2022-01-10 16:34:14.585000+01:00
270,19.0,2022-01-10 16:49:17.148000+01:00
271,18.9,2022-01-10 17:04:20.058000+01:00
272,18.85,2022-01-10 17:19:23.007000+01:00
273,18.85,2022-01-10 17:34:26.517000+01:00
274,18.75,2022-01-10 17:49:29.953000+01:00
275,18.8,2022-01-10 18:04:33.019000+01:00
276,18.7,2022-01-10 18:19:36.438000+01:00
277,18.6,2022-01-10 18:34:40.005000+01:00
278,18.6,2022-01-10 18:49:43.928000+01:00
279,18.5,2022-01-10 19:04:47.853000+01:00
280,18.45,2022-01-10 19:19:51.659000+01:00
281,18.45,2022-01-10 19:34:55.656000+01:00
282,18.4,2022-01-10 19:49:59.700000+01:00
283,18.4,2022-01-10 20:05:04.071000+01:00
284,18.35,2022-01-10 20:20:08.504000+01:00
285,18.35,2022-01-10 20:35:12.902000+01:00
286,18.25,2022-01-10 20:50:17.479000+01:00
287,18.25,2022-01-10 21:05:22.392000+01:00
288,18.2,2022-01-10 21:20:27.343000+01:00
289,18.1,2022-01-10 21:35:32.440000+01:00
290,18.15,2022-01-10 21:50:37.559000+01:00
291,18.1,2022-01-10 22:05:42.590000+01:00
292,18.05,2022-01-10 22:20:47.683000+01:00
293,18.05,2022-01-10 22:35:52.915000+01:00
294,18.0,2022-01-10 22:50:58.310000+01:00
295,17.95,2022-01-10 23:06:03.879000+01:00
296,17.95,2022-01-10 23:21:09.581000+01:00
297,17.9,2022-01-10 23:36:15.322000+01:00
298,17.85,2022-01-10 23:51:21.418000+01:00
299,17.85,2022-01-11 00:06:27.337000+01:00
300,17.85,2022-01-11 00:21:33.660000+01:00
301,17.8,2022-01-11 00:36:40.129000+01:00
302,17.8,2022-01-11 00:51:46.588000+01:00
303,17.7,2022-01-11 01:06:53.067000+01:00
304,17.7,2022-01-11 01:21:59.533000+01:00
305,17.65,2022-01-11 01:37:05.880000+01:00
306,17.65,2022-01-11 01:52:12.542000+01:00
307,17.65,2022-01-11 02:07:19.484000+01:00
308,17.6,2022-01-11 02:22:26.680000+01:00
309,17.55,2022-01-11 02:37:33.614000+01:00
310,17.5,2022-01-11 02:52:40.613000+01:00
311,17.45,2022-01-11 03:07:47.660000+01:00
312,17.5,2022-01-11 03:22:54.897000+01:00
313,17.5,2022-01-11 03:38:02.133000+01:00
314,17.45,2022-01-11 03:53:09.517000+01:00
315,17.45,2022-01-11 04:08:17.140000+01:00
316,17.45,2022-01-11 04:23:24.617000+01:00
317,17.45,2022-01-11 04:38:32.342000+01:00
318,17.45,2022-01-11 04:53:40.643000+01:00
319,17.4,2022-01-11 05:08:49.130000+01:00
320,17.35,2022-01-11 05:23:57.355000+01:00
321,17.35,2022-01-11 05:39:04.963000+01:00
322,17.3,2022-01-11 05:54:12.536000+01:00
323,17.3,2022-01-11 06:09:20.650000+01:00
324,17.3,2022-01-11 06:24:28.451000+01:00
325,17.25,2022-01-11 06:39:36.435000+01:00
326,17.2,2022-01-11 06:54:44.575000+01:00
327,17.25,2022-01-11 07:09:52.709000+01:00
328,17.2,2022-01-11 07:25:00.575000+01:00
329,17.2,2022-01-11 07:40:08.804000+01:00
330,17.25,2022-01-11 07:55:17.328000+01:00
331,17.15,2022-01-11 08:10:25.348000+01:00
332,17.2,2022-01-11 08:25:33.372000+01:00
333,17.2,2022-01-11 08:40:41.429000+01:00
334,17.25,2022-01-11 08:55:49.552000+01:00
335,17.2,2022-01-11 09:10:57.440000+01:00
336,17.2,2022-01-11 09:26:05.356000+01:00
337,17.2,2022-01-11 09:41:13.446000+01:00
338,17.25,2022-01-11 09:56:21.641000+01:00
339,17.25,2022-01-11 10:11:30.212000+01:00
340,17.3,2022-01-11 10:26:38.546000+01:00
341,17.2,2022-01-11 10:41:46.803000+01:00
342,17.2,2022-01-11 10:56:54.994000+01:00
343,17.15,2022-01-11 11:12:03.411000+01:00
344,17.15,2022-01-11 11:27:11.955000+01:00
345,17.15,2022-01-11 11:42:20.297000+01:00
346,17.2,2022-01-11 11:57:28.555000+01:00
347,17.2,2022-01-11 12:12:36.835000+01:00
348,17.15,2022-01-11 12:27:45.297000+01:00
349,17.15,2022-01-11 12:42:53.667000+01:00
350,17.2,2022-01-11 12:58:02.268000+01:00
351,17.0,2022-01-11 13:13:10.915000+01:00
352,17.1,2022-01-11 13:28:19.398000+01:00
353,17.0,2022-01-11 13:43:27.810000+01:00
354,17.05,2022-01-11 13:58:36.347000+01:00
355,17.15,2022-01-11 14:13:44.811000+01:00
356,17.1,2022-01-11 14:28:53.179000+01:00
357,17.05,2022-01-11 14:44:01.636000+01:00
358,17.05,2022-01-11 14:59:10.223000+01:00
359,17.05,2022-01-11 15:14:19.112000+01:00
360,17.0,2022-01-11 15:29:28.079000+01:00
361,17.0,2022-01-11 15:44:36.623000+01:00
362,17.0,2022-01-11 15:59:45.456000+01:00
363,17.15,2022-01-11 16:14:54.085000+01:00
364,17.0,2022-01-11 16:30:03.136000+01:00
365,16.95,2022-01-11 16:45:12.443000+01:00
366,16.95,2022-01-11 17:00:21.561000+01:00
367,16.95,2022-01-11 17:15:30.817000+01:00
368,16.9,2022-01-11 17:30:39.930000+01:00
369,16.9,2022-01-11 17:45:49.257000+01:00
370,16.95,2022-01-11 18:00:58.182000+01:00
371,17.1,2022-01-11 18:16:06.838000+01:00
372,17.25,2022-01-11 18:31:14.877000+01:00
373,17.2,2022-01-11 18:46:22.914000+01:00
374,17.3,2022-01-11 19:01:30.770000+01:00
375,17.3,2022-01-11 19:16:38.664000+01:00
376,17.35,2022-01-11 19:31:46.406000+01:00
377,17.45,2022-01-11 19:46:53.861000+01:00
378,17.45,2022-01-11 20:02:01.576000+01:00
379,17.45,2022-01-11 20:17:08.891000+01:00
380,17.55,2022-01-11 20:32:16.417000+01:00
381,17.65,2022-01-11 20:47:23.514000+01:00
382,17.7,2022-01-11 21:02:30.493000+01:00
383,17.75,2022-01-11 21:17:36.888000+01:00
384,17.85,2022-01-11 21:32:42.874000+01:00
385,17.95,2022-01-11 21:47:48.671000+01:00
386,17.95,2022-01-11 22:02:54.051000+01:00
387,18.05,2022-01-11 22:17:59.360000+01:00
388,18.1,2022-01-11 22:33:04.262000+01:00
389,18.2,2022-01-11 22:48:08.951000+01:00
390,18.35,2022-01-11 23:03:13.436000+01:00
391,18.35,2022-01-11 23:18:17.996000+01:00
392,18.45,2022-01-11 23:33:21.974000+01:00
393,18.5,2022-01-11 23:48:25.695000+01:00
394,18.65,2022-01-12 00:03:29.276000+01:00
395,18.7,2022-01-12 00:18:32.675000+01:00
396,18.8,2022-01-12 00:33:35.515000+01:00
397,18.9,2022-01-12 00:48:38.164000+01:00
398,18.95,2022-01-12 01:03:40.455000+01:00
399,19.05,2022-01-12 01:18:42.546000+01:00
400,19.15,2022-01-12 01:33:44.462000+01:00
401,19.25,2022-01-12 01:48:46.007000+01:00
402,19.3,2022-01-12 02:03:47.435000+01:00
403,19.4,2022-01-12 02:18:48.461000+01:00
404,19.45,2022-01-12 02:33:49.195000+01:00
405,19.55,2022-01-12 02:48:50.461000+01:00
406,19.65,2022-01-12 03:03:51.950000+01:00
407,19.7,2022-01-12 03:18:53.142000+01:00
408,19.85,2022-01-12 03:33:54.055000+01:00
409,19.9,2022-01-12 03:48:54.004000+01:00
410,20.0,2022-01-12 04:03:53.361000+01:00
411,20.05,2022-01-12 04:18:52.453000+01:00
412,20.1,2022-01-12 04:33:51.325000+01:00
413,20.2,2022-01-12 04:48:50.018000+01:00
414,20.3,2022-01-12 05:03:48.472000+01:00
415,20.4,2022-01-12 05:18:46.314000+01:00
416,20.4,2022-01-12 05:33:44.008000+01:00
417,20.5,2022-01-12 05:48:41.506000+01:00
418,20.55,2022-01-12 06:03:38.874000+01:00
419,20.65,2022-01-12 06:18:36.308000+01:00
420,20.75,2022-01-12 06:33:33.649000+01:00
421,20.8,2022-01-12 06:48:30.548000+01:00
422,20.85,2022-01-12 07:03:27.040000+01:00
423,20.95,2022-01-12 07:18:23.704000+01:00
424,21.0,2022-01-12 07:33:19.907000+01:00
425,21.1,2022-01-12 07:48:15.976000+01:00
426,21.1,2022-01-12 08:03:11.962000+01:00
427,21.1,2022-01-12 08:18:08.109000+01:00
428,21.1,2022-01-12 08:33:03.929000+01:00
429,21.1,2022-01-12 08:47:59.793000+01:00
430,21.15,2022-01-12 09:02:55.740000+01:00
431,21.15,2022-01-12 09:17:52.617000+01:00
432,21.25,2022-01-12 09:32:48.813000+01:00
433,21.3,2022-01-12 09:47:43.669000+01:00
434,21.4,2022-01-12 10:02:39.744000+01:00
435,21.45,2022-01-12 10:17:34.868000+01:00
436,21.5,2022-01-12 10:32:30.019000+01:00
437,21.55,2022-01-12 10:47:24.810000+01:00
438,21.6,2022-01-12 11:02:18.575000+01:00
439,21.8,2022-01-12 11:17:11.612000+01:00
440,21.75,2022-01-12 11:32:04.057000+01:00
441,21.85,2022-01-12 11:46:57.068000+01:00
442,21.85,2022-01-12 12:01:51.044000+01:00
443,21.9,2022-01-12 12:16:45.066000+01:00
444,21.85,2022-01-12 12:31:38.841000+01:00
445,21.85,2022-01-12 12:46:32.501000+01:00
446,21.85,2022-01-12 13:01:26.277000+01:00
447,21.75,2022-01-12 13:16:20.637000+01:00
448,21.65,2022-01-12 13:31:15.905000+01:00
449,21.6,2022-01-12 13:46:09.847000+01:00
450,21.55,2022-01-12 14:01:04.654000+01:00
451,21.45,2022-01-12 14:15:59.490000+01:00
452,21.45,2022-01-12 14:30:55.297000+01:00
453,21.45,2022-01-12 14:45:50.501000+01:00
454,21.45,2022-01-12 15:00:45.649000+01:00
455,21.4,2022-01-12 15:15:40.688000+01:00
456,21.35,2022-01-12 15:30:36.116000+01:00
457,21.45,2022-01-12 15:45:31.560000+01:00
458,21.4,2022-01-12 16:00:26.958000+01:00
459,21.55,2022-01-12 16:15:22.177000+01:00
460,21.5,2022-01-12 16:30:16.604000+01:00
461,21.55,2022-01-12 16:45:12.169000+01:00
462,21.6,2022-01-12 17:00:06.423000+01:00
463,21.55,2022-01-12 17:15:01.227000+01:00
464,21.5,2022-01-12 17:29:56.165000+01:00
465,21.55,2022-01-12 17:44:51.845000+01:00
466,21.55,2022-01-12 17:59:46.816000+01:00
467,21.5,2022-01-12 18:14:41.843000+01:00
468,21.45,2022-01-12 18:29:36.349000+01:00
469,21.45,2022-01-12 18:44:30.060000+01:00
470,21.45,2022-01-12 18:59:23.685000+01:00
471,21.4,2022-01-12 19:14:17.361000+01:00
472,21.4,2022-01-12 19:29:11.157000+01:00
473,21.4,2022-01-12 19:44:04.636000+01:00
474,21.3,2022-01-12 19:58:59.730000+01:00
475,21.35,2022-01-12 20:13:54.919000+01:00
476,21.2,2022-01-12 20:28:50.275000+01:00
477,21.25,2022-01-12 20:43:45.783000+01:00
478,21.2,2022-01-12 20:58:41.498000+01:00
479,21.15,2022-01-12 21:13:37.236000+01:00
480,21.15,2022-01-12 21:28:33.503000+01:00
481,21.15,2022-01-12 21:43:29.864000+01:00
482,21.1,2022-01-12 21:58:26.212000+01:00
483,21.05,2022-01-12 22:13:22.384000+01:00
484,21.0,2022-01-12 22:28:18.853000+01:00
485,21.0,2022-01-12 22:43:15.344000+01:00
486,21.0,2022-01-12 22:58:12.312000+01:00
487,20.95,2022-01-12 23:13:09.115000+01:00
488,20.9,2022-01-12 23:28:06.219000+01:00
489,20.9,2022-01-12 23:43:03.446000+01:00
490,20.85,2022-01-12 23:58:00.765000+01:00
491,20.85,2022-01-13 00:12:58.098000+01:00
492,20.8,2022-01-13 00:27:55.566000+01:00
493,20.8,2022-01-13 00:42:52.495000+01:00
494,20.75,2022-01-13 00:57:48.348000+01:00
495,20.7,2022-01-13 01:12:44.625000+01:00
496,20.65,2022-01-13 01:27:42.113000+01:00
497,20.65,2022-01-13 01:42:39.438000+01:00
498,20.55,2022-01-13 01:57:37.035000+01:00
499,20.6,2022-01-13 02:12:34.764000+01:00
500,20.5,2022-01-13 02:27:32.539000+01:00
501,20.5,2022-01-13 02:42:30.736000+01:00
502,20.5,2022-01-13 02:57:29.050000+01:00
503,20.45,2022-01-13 03:12:27.245000+01:00
504,20.4,2022-01-13 03:27:25.618000+01:00
505,20.4,2022-01-13 03:42:23.833000+01:00
506,20.4,2022-01-13 03:57:22.315000+01:00
507,20.35,2022-01-13 04:12:21.386000+01:00
508,20.3,2022-01-13 04:27:19.951000+01:00
509,20.3,2022-01-13 04:42:18.568000+01:00
510,20.2,2022-01-13 04:57:17.138000+01:00
511,20.2,2022-01-13 05:12:16.323000+01:00
512,20.2,2022-01-13 05:27:15.544000+01:00
513,20.2,2022-01-13 05:42:15.560000+01:00
514,20.15,2022-01-13 05:57:14.934000+01:00
515,20.1,2022-01-13 06:12:14.249000+01:00
516,20.05,2022-01-13 06:27:13.554000+01:00
517,20.05,2022-01-13 06:42:13.113000+01:00
518,20.05,2022-01-13 06:57:12.884000+01:00
519,20.0,2022-01-13 07:12:13.037000+01:00
520,20.0,2022-01-13 07:27:13.218000+01:00
521,20.0,2022-01-13 07:42:13.330000+01:00
522,19.95,2022-01-13 07:57:13.275000+01:00
523,19.9,2022-01-13 08:12:13.224000+01:00
524,19.9,2022-01-13 08:27:13.095000+01:00
525,19.95,2022-01-13 08:42:13.036000+01:00
526,19.95,2022-01-13 08:57:12.686000+01:00
527,19.95,2022-01-13 09:12:12.407000+01:00
528,19.9,2022-01-13 09:27:12.647000+01:00
529,19.85,2022-01-13 09:42:13.018000+01:00
530,19.85,2022-01-13 09:57:13.840000+01:00
531,19.85,2022-01-13 10:12:14.632000+01:00
532,19.8,2022-01-13 10:27:15.310000+01:00
533,19.8,2022-01-13 10:42:16.006000+01:00
534,19.7,2022-01-13 10:57:16.689000+01:00
535,19.75,2022-01-13 11:12:17.588000+01:00
536,19.7,2022-01-13 11:27:18.900000+01:00
