,2Cooking,timestamp
1345,23.95,2022-01-22 15:30:46.655000+01:00
1346,23.6,2022-01-22 15:46:31.273000+01:00
1347,23.55,2022-01-22 16:02:15.585000+01:00
1348,27.9,2022-01-22 16:17:58.221000+01:00
1349,25.1,2022-01-22 16:33:38.548000+01:00
1350,26.35,2022-01-22 16:49:18.736000+01:00
1351,25.9,2022-01-22 17:04:58.067000+01:00
1352,25.15,2022-01-22 17:20:39.061000+01:00
1353,24.55,2022-01-22 17:36:21.066000+01:00
1354,24.6,2022-01-22 17:52:03.827000+01:00
1355,24.1,2022-01-22 18:07:47.233000+01:00
1356,23.8,2022-01-22 18:23:31.993000+01:00
1357,23.7,2022-01-22 18:39:15.485000+01:00
1358,23.75,2022-01-22 18:54:59.686000+01:00
1359,23.85,2022-01-22 19:10:43.515000+01:00
1360,24.05,2022-01-22 19:26:27.428000+01:00
1361,24.15,2022-01-22 19:42:11.040000+01:00
1362,23.95,2022-01-22 19:57:54.371000+01:00
1363,23.65,2022-01-22 20:13:39.189000+01:00
1364,23.3,2022-01-22 20:29:23.789000+01:00
1365,23.0,2022-01-22 20:45:09.394000+01:00
1366,22.7,2022-01-22 21:00:55.345000+01:00
1367,22.4,2022-01-22 21:16:41.444000+01:00
1368,22.2,2022-01-22 21:32:27.742000+01:00
1369,22.15,2022-01-22 21:48:14.305000+01:00
1370,22.0,2022-01-22 22:04:01.428000+01:00
1371,21.8,2022-01-22 22:19:48.663000+01:00
1372,21.65,2022-01-22 22:35:36.048000+01:00
1373,21.55,2022-01-22 22:51:23.575000+01:00
1374,21.45,2022-01-22 23:07:11.070000+01:00
1375,21.3,2022-01-22 23:22:58.804000+01:00
1376,21.3,2022-01-22 23:38:46.785000+01:00
1377,21.05,2022-01-22 23:54:35.171000+01:00
1378,21.05,2022-01-23 00:10:23.562000+01:00
1379,21.2,2022-01-23 00:26:12.237000+01:00
1380,21.1,2022-01-23 00:42:00.831000+01:00
1381,21.0,2022-01-23 00:57:49.394000+01:00
1382,21.15,2022-01-23 01:13:37.997000+01:00
1383,21.2,2022-01-23 01:29:26.547000+01:00
1384,21.0,2022-01-23 01:45:14.820000+01:00
1385,21.2,2022-01-23 02:01:03.130000+01:00
1386,20.95,2022-01-23 02:16:51.446000+01:00
1387,21.15,2022-01-23 02:32:39.776000+01:00
1388,21.1,2022-01-23 02:48:27.988000+01:00
1389,21.0,2022-01-23 03:04:16.442000+01:00
1390,20.9,2022-01-23 03:20:04.941000+01:00
1391,20.95,2022-01-23 03:35:53.670000+01:00
1392,20.9,2022-01-23 03:51:42.493000+01:00
1393,20.9,2022-01-23 04:07:31.002000+01:00
1394,20.85,2022-01-23 04:23:19.362000+01:00
1395,20.75,2022-01-23 04:39:07.959000+01:00
1396,20.75,2022-01-23 04:54:56.795000+01:00
1397,20.6,2022-01-23 05:10:45.703000+01:00
1398,20.7,2022-01-23 05:26:34.731000+01:00
1399,20.6,2022-01-23 05:42:23.630000+01:00
1400,20.45,2022-01-23 05:58:12.608000+01:00
1401,20.6,2022-01-23 06:14:01.788000+01:00
1402,20.5,2022-01-23 06:29:51.017000+01:00
1403,20.5,2022-01-23 06:45:40.363000+01:00
1404,20.45,2022-01-23 07:01:29.689000+01:00
1405,20.45,2022-01-23 07:17:18.852000+01:00
1406,20.45,2022-01-23 07:33:08.268000+01:00
1407,20.4,2022-01-23 07:48:57.679000+01:00
1408,20.15,2022-01-23 08:04:47.126000+01:00
1409,20.25,2022-01-23 08:20:36.671000+01:00
1410,20.25,2022-01-23 08:36:26.179000+01:00
1411,20.3,2022-01-23 08:52:15.507000+01:00
1412,20.8,2022-01-23 09:08:04.567000+01:00
1413,22.3,2022-01-23 09:23:51.877000+01:00
1414,22.4,2022-01-23 09:39:38.237000+01:00
1415,22.2,2022-01-23 09:55:24.647000+01:00
1416,21.7,2022-01-23 10:11:11.400000+01:00
1417,22.0,2022-01-23 10:26:58.508000+01:00
1418,22.6,2022-01-23 10:42:44.851000+01:00
1419,23.3,2022-01-23 10:58:30.154000+01:00
1420,23.65,2022-01-23 11:14:14.699000+01:00
1421,24.0,2022-01-23 11:29:58.022000+01:00
1422,24.65,2022-01-23 11:45:41.020000+01:00
1423,25.1,2022-01-23 12:01:23.237000+01:00
1424,25.2,2022-01-23 12:17:04.583000+01:00
1425,24.85,2022-01-23 12:32:46.306000+01:00
1426,25.3,2022-01-23 12:48:28.781000+01:00
1427,25.25,2022-01-23 13:04:10.564000+01:00
1428,25.2,2022-01-23 13:19:52.296000+01:00
1429,25.3,2022-01-23 13:35:33.829000+01:00
1430,25.0,2022-01-23 13:51:15.644000+01:00
1431,24.75,2022-01-23 14:06:58.066000+01:00
1432,24.5,2022-01-23 14:22:41.084000+01:00
1433,24.15,2022-01-23 14:38:24.856000+01:00
1434,23.9,2022-01-23 14:54:09.892000+01:00
1435,23.45,2022-01-23 15:09:54.639000+01:00
1436,23.35,2022-01-23 15:25:39.925000+01:00
1437,23.15,2022-01-23 15:41:25.674000+01:00
1438,22.95,2022-01-23 15:57:11.577000+01:00
1439,22.95,2022-01-23 16:12:57.693000+01:00
1440,23.2,2022-01-23 16:28:43.741000+01:00
1441,24.0,2022-01-23 16:44:26.673000+01:00
1442,25.25,2022-01-23 17:00:09.508000+01:00
1443,24.8,2022-01-23 17:15:51.585000+01:00
1444,23.9,2022-01-23 17:31:34.776000+01:00
1445,23.6,2022-01-23 17:47:19.767000+01:00
1446,24.0,2022-01-23 18:03:03.775000+01:00
1447,25.3,2022-01-23 18:18:45.788000+01:00
1448,25.3,2022-01-23 18:34:27.276000+01:00
1449,24.9,2022-01-23 18:50:09.333000+01:00
1450,24.35,2022-01-23 19:05:52.435000+01:00
1451,23.9,2022-01-23 19:21:37.078000+01:00
1452,23.5,2022-01-23 19:37:21.789000+01:00
1453,23.2,2022-01-23 19:53:07.133000+01:00
1454,22.9,2022-01-23 20:08:52.909000+01:00
1455,22.7,2022-01-23 20:24:39.069000+01:00
1456,22.45,2022-01-23 20:40:25.671000+01:00
1457,22.25,2022-01-23 20:56:12.548000+01:00
1458,22.05,2022-01-23 21:11:59.791000+01:00
1459,21.9,2022-01-23 21:27:46.791000+01:00
1460,21.75,2022-01-23 21:43:34.256000+01:00
1461,21.6,2022-01-23 21:59:21.911000+01:00
1462,21.25,2022-01-23 22:15:09.794000+01:00
1463,21.3,2022-01-23 22:30:57.914000+01:00
1464,21.3,2022-01-23 22:46:46.107000+01:00
1465,21.25,2022-01-23 23:02:34.328000+01:00
1466,20.95,2022-01-23 23:18:22.594000+01:00
1467,21.1,2022-01-23 23:34:10.892000+01:00
1468,20.95,2022-01-23 23:49:59.601000+01:00
1469,20.8,2022-01-24 00:05:48.446000+01:00
1470,20.85,2022-01-24 00:21:37.353000+01:00
1471,20.75,2022-01-24 00:37:26.482000+01:00
1472,20.55,2022-01-24 00:53:15.560000+01:00
1473,20.65,2022-01-24 01:09:04.707000+01:00
1474,20.7,2022-01-24 01:24:53.846000+01:00
1475,20.6,2022-01-24 01:40:43.045000+01:00
1476,20.55,2022-01-24 01:56:32.361000+01:00
1477,20.5,2022-01-24 02:12:21.470000+01:00
1478,20.2,2022-01-24 02:28:10.882000+01:00
1479,20.35,2022-01-24 02:44:00.263000+01:00
1480,20.3,2022-01-24 02:59:49.952000+01:00
1481,20.2,2022-01-24 03:15:39.939000+01:00
1482,20.25,2022-01-24 03:31:29.760000+01:00
1483,20.2,2022-01-24 03:47:19.800000+01:00
1484,20.15,2022-01-24 04:03:09.819000+01:00
1485,20.1,2022-01-24 04:19:00.044000+01:00
1486,20.0,2022-01-24 04:34:50.294000+01:00
1487,20.1,2022-01-24 04:50:40.777000+01:00
1488,20.05,2022-01-24 05:06:30.820000+01:00
1489,20.0,2022-01-24 05:22:20.979000+01:00
1490,19.95,2022-01-24 05:38:11.273000+01:00
1491,19.85,2022-01-24 05:54:01.678000+01:00
1492,19.9,2022-01-24 06:09:52.169000+01:00
1493,19.85,2022-01-24 06:25:42.679000+01:00
1494,19.85,2022-01-24 06:41:33.366000+01:00
1495,19.85,2022-01-24 06:57:24.100000+01:00
1496,19.8,2022-01-24 07:13:14.608000+01:00
1497,19.9,2022-01-24 07:29:05.174000+01:00
1498,19.9,2022-01-24 07:44:55.495000+01:00
1499,20.05,2022-01-24 08:00:46.207000+01:00
1500,20.25,2022-01-24 08:16:36.565000+01:00
1501,20.75,2022-01-24 08:32:26.224000+01:00
1502,21.1,2022-01-24 08:48:15.045000+01:00
1503,22.05,2022-01-24 09:04:02.790000+01:00
1504,22.5,2022-01-24 09:19:49.157000+01:00
1505,22.45,2022-01-24 09:35:35.214000+01:00
1506,22.1,2022-01-24 09:51:21.838000+01:00
1507,21.95,2022-01-24 10:07:08.794000+01:00
1508,21.7,2022-01-24 10:22:56.089000+01:00
1509,21.35,2022-01-24 10:38:44.249000+01:00
1510,21.15,2022-01-24 10:54:32.767000+01:00
1511,20.85,2022-01-24 11:10:21.439000+01:00
1512,20.8,2022-01-24 11:26:10.749000+01:00
1513,20.7,2022-01-24 11:42:00.327000+01:00
1514,20.7,2022-01-24 11:57:49.734000+01:00
1515,20.4,2022-01-24 12:13:39.324000+01:00
1516,20.65,2022-01-24 12:29:28.981000+01:00
1517,20.45,2022-01-24 12:45:18.857000+01:00
1518,20.35,2022-01-24 13:01:08.790000+01:00
1519,20.6,2022-01-24 13:16:58.652000+01:00
1520,20.5,2022-01-24 13:32:48.393000+01:00
1521,20.4,2022-01-24 13:48:37.821000+01:00
1522,20.4,2022-01-24 14:04:27.589000+01:00
1523,20.25,2022-01-24 14:20:17.358000+01:00
1524,20.35,2022-01-24 14:36:07.295000+01:00
1525,20.35,2022-01-24 14:51:56.837000+01:00
1526,20.25,2022-01-24 15:07:46.867000+01:00
1527,20.15,2022-01-24 15:23:36.703000+01:00
1528,20.1,2022-01-24 15:39:26.892000+01:00
1529,20.05,2022-01-24 15:55:16.988000+01:00
1530,20.1,2022-01-24 16:11:07.022000+01:00
1531,19.9,2022-01-24 16:26:57.104000+01:00
1532,20.0,2022-01-24 16:42:47.142000+01:00
1533,20.4,2022-01-24 16:58:37.259000+01:00
1534,21.8,2022-01-24 17:14:26.195000+01:00
1535,22.85,2022-01-24 17:30:12.644000+01:00
1536,23.0,2022-01-24 17:45:58.674000+01:00
1537,22.7,2022-01-24 18:01:44.105000+01:00
1538,22.25,2022-01-24 18:17:30.655000+01:00
1539,21.7,2022-01-24 18:33:18.013000+01:00
1540,21.75,2022-01-24 18:49:05.834000+01:00
1541,25.6,2022-01-24 19:04:50.931000+01:00
1542,29.9,2022-01-24 19:20:26.449000+01:00
1543,28.15,2022-01-24 19:35:59.812000+01:00
1544,26.0,2022-01-24 19:51:37.963000+01:00
1545,24.55,2022-01-24 20:07:19.746000+01:00
1546,23.75,2022-01-24 20:23:04.270000+01:00
1547,22.9,2022-01-24 20:38:49.803000+01:00
1548,22.55,2022-01-24 20:54:36.513000+01:00
1549,22.2,2022-01-24 21:10:23.727000+01:00
1550,22.0,2022-01-24 21:26:11.297000+01:00
1551,21.65,2022-01-24 21:41:59.006000+01:00
1552,21.5,2022-01-24 21:57:47.055000+01:00
1553,21.2,2022-01-24 22:13:35.454000+01:00
1554,20.8,2022-01-24 22:29:24.100000+01:00
1555,20.7,2022-01-24 22:45:13.209000+01:00
1556,20.6,2022-01-24 23:01:02.407000+01:00
1557,20.45,2022-01-24 23:16:51.640000+01:00
1558,20.4,2022-01-24 23:32:41.299000+01:00
1559,20.15,2022-01-24 23:48:31.044000+01:00
1560,19.95,2022-01-25 00:04:20.969000+01:00
1561,20.0,2022-01-25 00:20:10.807000+01:00
1562,20.0,2022-01-25 00:36:01.092000+01:00
1563,19.8,2022-01-25 00:51:51.393000+01:00
1564,19.75,2022-01-25 01:07:41.819000+01:00
1565,19.55,2022-01-25 01:23:32.385000+01:00
1566,19.55,2022-01-25 01:39:23.169000+01:00
1567,19.7,2022-01-25 01:55:14.041000+01:00
1568,19.65,2022-01-25 02:11:04.965000+01:00
1569,19.6,2022-01-25 02:26:55.952000+01:00
1570,19.4,2022-01-25 02:42:47.082000+01:00
1571,19.45,2022-01-25 02:58:38.378000+01:00
1572,19.3,2022-01-25 03:14:29.931000+01:00
1573,19.15,2022-01-25 03:30:21.494000+01:00
1574,19.25,2022-01-25 03:46:13.130000+01:00
1575,19.15,2022-01-25 04:02:05.016000+01:00
1576,19.1,2022-01-25 04:17:56.972000+01:00
1577,19.15,2022-01-25 04:33:48.995000+01:00
1578,19.15,2022-01-25 04:49:41.096000+01:00
1579,19.1,2022-01-25 05:05:33.072000+01:00
1580,19.0,2022-01-25 05:21:25.086000+01:00
1581,18.8,2022-01-25 05:37:17.391000+01:00
1582,18.85,2022-01-25 05:53:09.645000+01:00
1583,18.8,2022-01-25 06:09:01.792000+01:00
1584,18.75,2022-01-25 06:24:53.986000+01:00
1585,18.55,2022-01-25 06:40:46.260000+01:00
1586,18.55,2022-01-25 06:56:38.878000+01:00
1587,18.65,2022-01-25 07:12:31.270000+01:00
1588,18.6,2022-01-25 07:28:23.346000+01:00
1589,18.65,2022-01-25 07:44:15.532000+01:00
1590,18.5,2022-01-25 08:00:07.524000+01:00
1591,18.5,2022-01-25 08:15:59.920000+01:00
1592,18.65,2022-01-25 08:31:52.444000+01:00
1593,18.7,2022-01-25 08:47:44.581000+01:00
1594,18.45,2022-01-25 09:03:36.956000+01:00
1595,18.55,2022-01-25 09:19:29.405000+01:00
1596,18.8,2022-01-25 09:35:21.530000+01:00
1597,19.15,2022-01-25 09:51:13.452000+01:00
1598,20.25,2022-01-25 10:07:03.680000+01:00
1599,20.75,2022-01-25 10:22:52.975000+01:00
1600,21.4,2022-01-25 10:38:41.544000+01:00
1601,21.25,2022-01-25 10:54:29.667000+01:00
1602,21.65,2022-01-25 11:10:17.736000+01:00
1603,21.55,2022-01-25 11:26:05.045000+01:00
1604,20.95,2022-01-25 11:41:53.193000+01:00
1605,20.5,2022-01-25 11:57:41.599000+01:00
1606,20.15,2022-01-25 12:13:30.572000+01:00
1607,20.1,2022-01-25 12:29:20.042000+01:00
1608,20.0,2022-01-25 12:45:09.832000+01:00
1609,21.3,2022-01-25 13:00:59.164000+01:00
1610,20.95,2022-01-25 13:16:46.945000+01:00
1611,20.6,2022-01-25 13:32:35.728000+01:00
1612,20.2,2022-01-25 13:48:25.062000+01:00
1613,20.25,2022-01-25 14:04:14.628000+01:00
1614,20.05,2022-01-25 14:20:04.513000+01:00
1615,19.8,2022-01-25 14:35:54.622000+01:00
1616,19.55,2022-01-25 14:51:45.002000+01:00
1617,19.55,2022-01-25 15:07:35.598000+01:00
1618,19.25,2022-01-25 15:23:26.566000+01:00
1619,19.5,2022-01-25 15:39:17.770000+01:00
1620,19.5,2022-01-25 15:55:08.526000+01:00
1621,19.45,2022-01-25 16:10:59.112000+01:00
1622,19.35,2022-01-25 16:26:50.324000+01:00
1623,20.9,2022-01-25 16:42:40.258000+01:00
1624,24.6,2022-01-25 16:58:25.885000+01:00
1625,28.1,2022-01-25 17:14:06.094000+01:00
1626,27.2,2022-01-25 17:29:43.017000+01:00
1627,26.1,2022-01-25 17:45:22.598000+01:00
1628,24.9,2022-01-25 18:01:04.415000+01:00
1629,24.0,2022-01-25 18:16:48.397000+01:00
1630,23.4,2022-01-25 18:32:34.296000+01:00
1631,22.65,2022-01-25 18:48:21.328000+01:00
1632,22.25,2022-01-25 19:04:09.077000+01:00
1633,21.9,2022-01-25 19:19:57.162000+01:00
1634,21.65,2022-01-25 19:35:45.972000+01:00
1635,21.15,2022-01-25 19:51:34.978000+01:00
1636,20.9,2022-01-25 20:07:24.486000+01:00
1637,20.7,2022-01-25 20:23:14.483000+01:00
1638,20.5,2022-01-25 20:39:04.725000+01:00
1639,20.2,2022-01-25 20:54:55.326000+01:00
1640,20.05,2022-01-25 21:10:45.833000+01:00
1641,19.95,2022-01-25 21:26:36.837000+01:00
1642,19.8,2022-01-25 21:42:28.245000+01:00
1643,19.6,2022-01-25 21:58:19.740000+01:00
1644,19.6,2022-01-25 22:14:11.434000+01:00
1645,19.55,2022-01-25 22:30:03.494000+01:00
1646,19.4,2022-01-25 22:45:55.638000+01:00
1647,19.2,2022-01-25 23:01:48.012000+01:00
1648,19.15,2022-01-25 23:17:40.344000+01:00
1649,19.05,2022-01-25 23:33:32.948000+01:00
1650,18.95,2022-01-25 23:49:25.894000+01:00
1651,18.85,2022-01-26 00:05:18.622000+01:00
1652,18.8,2022-01-26 00:21:11.720000+01:00
1653,18.75,2022-01-26 00:37:05.137000+01:00
1654,18.5,2022-01-26 00:52:58.576000+01:00
1655,18.45,2022-01-26 01:08:52.118000+01:00
1656,18.45,2022-01-26 01:24:45.617000+01:00
1657,18.45,2022-01-26 01:40:39.291000+01:00
1658,18.25,2022-01-26 01:56:33.071000+01:00
1659,18.15,2022-01-26 02:12:27.051000+01:00
1660,18.05,2022-01-26 02:28:21.103000+01:00
1661,18.05,2022-01-26 02:44:15.235000+01:00
1662,18.15,2022-01-26 03:00:09.613000+01:00
1663,18.1,2022-01-26 03:16:03.874000+01:00
1664,17.8,2022-01-26 03:31:58.175000+01:00
1665,17.75,2022-01-26 03:47:52.502000+01:00
1666,17.8,2022-01-26 04:03:46.969000+01:00
1667,17.7,2022-01-26 04:19:41.590000+01:00
1668,17.55,2022-01-26 04:35:36.252000+01:00
1669,17.55,2022-01-26 04:51:30.759000+01:00
1670,17.5,2022-01-26 05:07:25.157000+01:00
1671,17.5,2022-01-26 05:23:19.621000+01:00
1672,17.55,2022-01-26 05:39:14.076000+01:00
1673,17.45,2022-01-26 05:55:09.020000+01:00
1674,17.6,2022-01-26 06:11:04.184000+01:00
1675,17.5,2022-01-26 06:26:59.352000+01:00
1676,17.3,2022-01-26 06:42:54.334000+01:00
1677,17.2,2022-01-26 06:58:49.691000+01:00
1678,17.3,2022-01-26 07:14:45.228000+01:00
1679,18.75,2022-01-26 07:30:39.892000+01:00
1680,18.75,2022-01-26 07:46:32.851000+01:00
1681,18.45,2022-01-26 08:02:26.051000+01:00
1682,18.2,2022-01-26 08:18:19.883000+01:00
1683,17.9,2022-01-26 08:34:14.032000+01:00
1684,17.65,2022-01-26 08:50:08.364000+01:00
1685,17.8,2022-01-26 09:06:03.220000+01:00
1686,18.15,2022-01-26 09:21:58.028000+01:00
1687,19.2,2022-01-26 09:37:51.377000+01:00
1688,19.8,2022-01-26 09:53:43.494000+01:00
1689,20.25,2022-01-26 10:09:34.718000+01:00
1690,20.7,2022-01-26 10:25:25.129000+01:00
1691,20.5,2022-01-26 10:41:15.226000+01:00
1692,19.95,2022-01-26 10:57:06.168000+01:00
1693,19.65,2022-01-26 11:12:57.710000+01:00
1694,19.4,2022-01-26 11:28:49.754000+01:00
1695,19.85,2022-01-26 11:44:41.489000+01:00
1696,19.35,2022-01-26 12:00:33.057000+01:00
1697,19.45,2022-01-26 12:16:24.940000+01:00
1698,19.35,2022-01-26 12:32:17.087000+01:00
1699,19.1,2022-01-26 12:48:09.207000+01:00
1700,19.05,2022-01-26 13:04:01.558000+01:00
1701,19.1,2022-01-26 13:19:53.984000+01:00
1702,19.45,2022-01-26 13:35:46.451000+01:00
1703,20.55,2022-01-26 13:51:37.596000+01:00
1704,20.35,2022-01-26 14:07:27.800000+01:00
1705,19.95,2022-01-26 14:23:18.312000+01:00
1706,19.55,2022-01-26 14:39:09.459000+01:00
1707,19.6,2022-01-26 14:55:00.605000+01:00
1708,19.5,2022-01-26 15:10:51.933000+01:00
1709,22.65,2022-01-26 15:26:39.762000+01:00
1710,23.75,2022-01-26 15:42:26.133000+01:00
1711,25.75,2022-01-26 15:58:07.740000+01:00
1712,26.2,2022-01-26 16:13:48.474000+01:00
1713,25.65,2022-01-26 16:29:29.443000+01:00
1714,24.7,2022-01-26 16:45:11.700000+01:00
1715,24.6,2022-01-26 17:00:55.405000+01:00
1716,24.2,2022-01-26 17:16:40.384000+01:00
1717,23.45,2022-01-26 17:32:25.870000+01:00
1718,22.8,2022-01-26 17:48:12.634000+01:00
1719,22.1,2022-01-26 18:04:00.462000+01:00
1720,21.8,2022-01-26 18:19:48.707000+01:00
1721,21.45,2022-01-26 18:35:37.240000+01:00
1722,21.45,2022-01-26 18:51:26.373000+01:00
1723,21.6,2022-01-26 19:07:14.987000+01:00
1724,21.15,2022-01-26 19:23:03.847000+01:00
1725,20.95,2022-01-26 19:38:53.063000+01:00
1726,20.6,2022-01-26 19:54:42.888000+01:00
1727,20.45,2022-01-26 20:10:33.218000+01:00
1728,20.15,2022-01-26 20:26:23.827000+01:00
1729,20.15,2022-01-26 20:42:14.686000+01:00
1730,20.0,2022-01-26 20:58:05.626000+01:00
1731,19.85,2022-01-26 21:13:56.813000+01:00
1732,19.7,2022-01-26 21:29:48.107000+01:00
1733,19.7,2022-01-26 21:45:39.620000+01:00
1734,19.45,2022-01-26 22:01:31.184000+01:00
1735,19.3,2022-01-26 22:17:22.987000+01:00
1736,19.45,2022-01-26 22:33:14.794000+01:00
1737,19.3,2022-01-26 22:49:06.812000+01:00
1738,19.25,2022-01-26 23:04:59.004000+01:00
1739,19.1,2022-01-26 23:20:51.166000+01:00
1740,19.2,2022-01-26 23:36:43.179000+01:00
1741,19.2,2022-01-26 23:52:35.233000+01:00
1742,19.15,2022-01-27 00:08:27.360000+01:00
1743,19.0,2022-01-27 00:24:19.545000+01:00
1744,19.05,2022-01-27 00:40:11.891000+01:00
1745,18.9,2022-01-27 00:56:04.432000+01:00
1746,19.0,2022-01-27 01:11:56.861000+01:00
1747,19.2,2022-01-27 01:27:49.446000+01:00
1748,19.35,2022-01-27 01:43:41.514000+01:00
1749,19.05,2022-01-27 01:59:33.648000+01:00
1750,19.15,2022-01-27 02:15:26.231000+01:00
1751,19.05,2022-01-27 02:31:18.735000+01:00
1752,19.0,2022-01-27 02:47:11.473000+01:00
1753,19.0,2022-01-27 03:03:04.041000+01:00
1754,18.95,2022-01-27 03:18:56.771000+01:00
1755,18.9,2022-01-27 03:34:49.643000+01:00
1756,18.7,2022-01-27 03:50:42.205000+01:00
1757,18.55,2022-01-27 04:06:34.949000+01:00
1758,18.65,2022-01-27 04:22:28.013000+01:00
1759,18.75,2022-01-27 04:38:20.855000+01:00
1760,18.75,2022-01-27 04:54:13.688000+01:00
1761,18.55,2022-01-27 05:10:06.650000+01:00
1762,18.65,2022-01-27 05:25:59.846000+01:00
1763,18.45,2022-01-27 05:41:53.017000+01:00
1764,18.5,2022-01-27 05:57:46.321000+01:00
1765,18.4,2022-01-27 06:13:39.645000+01:00
1766,18.4,2022-01-27 06:29:32.969000+01:00
1767,18.4,2022-01-27 06:45:26.500000+01:00
1768,18.45,2022-01-27 07:01:19.855000+01:00
1769,18.65,2022-01-27 07:17:12.984000+01:00
1770,20.15,2022-01-27 07:33:05.328000+01:00
1771,20.0,2022-01-27 07:48:55.770000+01:00
1772,19.8,2022-01-27 08:04:46.522000+01:00
1773,19.6,2022-01-27 08:20:37.686000+01:00
1774,19.75,2022-01-27 08:36:29.194000+01:00
1775,19.8,2022-01-27 08:52:20.489000+01:00
1776,19.8,2022-01-27 09:08:11.402000+01:00
1777,19.7,2022-01-27 09:24:02.495000+01:00
1778,19.65,2022-01-27 09:39:53.722000+01:00
1779,19.2,2022-01-27 09:55:45.767000+01:00
1780,19.2,2022-01-27 10:11:38.123000+01:00
1781,19.05,2022-01-27 10:27:30.593000+01:00
1782,19.1,2022-01-27 10:43:23.014000+01:00
1783,20.15,2022-01-27 10:59:14.504000+01:00
1784,20.8,2022-01-27 11:15:04.837000+01:00
1785,20.15,2022-01-27 11:30:54.853000+01:00
1786,19.8,2022-01-27 11:46:45.254000+01:00
1787,20.15,2022-01-27 12:02:35.731000+01:00
1788,20.0,2022-01-27 12:18:26.459000+01:00
1789,19.8,2022-01-27 12:34:17.497000+01:00
1790,19.45,2022-01-27 12:50:08.808000+01:00
1791,19.4,2022-01-27 13:06:00.348000+01:00
1792,19.55,2022-01-27 13:21:52.270000+01:00
1793,21.05,2022-01-27 13:37:42.483000+01:00
1794,20.6,2022-01-27 13:53:31.927000+01:00
1795,20.3,2022-01-27 14:09:22.131000+01:00
1796,19.85,2022-01-27 14:25:12.868000+01:00
1797,19.65,2022-01-27 14:41:04.154000+01:00
1798,19.55,2022-01-27 14:56:55.722000+01:00
1799,19.5,2022-01-27 15:12:47.284000+01:00
1800,19.4,2022-01-27 15:28:38.954000+01:00
1801,19.15,2022-01-27 15:44:30.960000+01:00
1802,19.25,2022-01-27 16:00:22.763000+01:00
1803,19.1,2022-01-27 16:16:14.572000+01:00
1804,19.85,2022-01-27 16:32:06.213000+01:00
1805,20.2,2022-01-27 16:47:56.768000+01:00
1806,19.85,2022-01-27 17:03:47.359000+01:00
1807,19.7,2022-01-27 17:19:38.080000+01:00
1808,19.6,2022-01-27 17:35:29.044000+01:00
1809,19.8,2022-01-27 17:51:20.036000+01:00
1810,19.75,2022-01-27 18:07:11.032000+01:00
1811,19.75,2022-01-27 18:23:02.042000+01:00
1812,19.95,2022-01-27 18:38:52.880000+01:00
1813,19.6,2022-01-27 18:54:43.740000+01:00
1814,19.6,2022-01-27 19:10:34.385000+01:00
1815,20.05,2022-01-27 19:26:24.702000+01:00
1816,20.1,2022-01-27 19:42:14.877000+01:00
1817,20.05,2022-01-27 19:58:05.230000+01:00
1818,19.95,2022-01-27 20:13:56.058000+01:00
1819,19.7,2022-01-27 20:29:46.942000+01:00
1820,19.85,2022-01-27 20:45:38.008000+01:00
1821,19.6,2022-01-27 21:01:29.178000+01:00
1822,19.5,2022-01-27 21:17:20.247000+01:00
1823,19.55,2022-01-27 21:33:11.649000+01:00
1824,19.4,2022-01-27 21:49:02.950000+01:00
1825,19.5,2022-01-27 22:04:54.468000+01:00
1826,19.35,2022-01-27 22:20:46.249000+01:00
1827,19.25,2022-01-27 22:36:37.869000+01:00
1828,19.3,2022-01-27 22:52:29.856000+01:00
1829,19.15,2022-01-27 23:08:21.955000+01:00
1830,18.95,2022-01-27 23:24:14.041000+01:00
1831,18.95,2022-01-27 23:40:06.216000+01:00
1832,18.9,2022-01-27 23:55:58.418000+01:00
1833,18.8,2022-01-28 00:11:50.758000+01:00
1834,18.85,2022-01-28 00:27:43.152000+01:00
1835,18.9,2022-01-28 00:43:35.633000+01:00
1836,18.8,2022-01-28 00:59:28.259000+01:00
1837,18.65,2022-01-28 01:15:20.892000+01:00
1838,18.65,2022-01-28 01:31:13.727000+01:00
1839,18.65,2022-01-28 01:47:06.546000+01:00
1840,18.5,2022-01-28 02:02:59.291000+01:00
1841,18.5,2022-01-28 02:18:52.201000+01:00
1842,18.75,2022-01-28 02:34:45.104000+01:00
1843,18.7,2022-01-28 02:50:37.457000+01:00
1844,18.7,2022-01-28 03:06:30.080000+01:00
1845,18.6,2022-01-28 03:22:22.654000+01:00
1846,18.65,2022-01-28 03:38:15.531000+01:00
1847,18.75,2022-01-28 03:54:08.294000+01:00
1848,18.75,2022-01-28 04:10:01.195000+01:00
1849,18.5,2022-01-28 04:25:54.014000+01:00
1850,18.5,2022-01-28 04:41:47.016000+01:00
1851,18.55,2022-01-28 04:57:40.346000+01:00
1852,18.4,2022-01-28 05:13:33.785000+01:00
1853,18.45,2022-01-28 05:29:27.265000+01:00
1854,18.35,2022-01-28 05:45:20.558000+01:00
1855,18.25,2022-01-28 06:01:13.929000+01:00
1856,18.2,2022-01-28 06:17:07.587000+01:00
1857,18.3,2022-01-28 06:33:00.896000+01:00
1858,18.2,2022-01-28 06:48:54.392000+01:00
1859,18.15,2022-01-28 07:04:48.371000+01:00
1860,18.05,2022-01-28 07:20:42.240000+01:00
1861,18.0,2022-01-28 07:36:36.087000+01:00
1862,18.15,2022-01-28 07:52:29.973000+01:00
