,0BDoor,timestamp
79,NOT_PRESENT,2022-01-16 15:57:16.887000+01:00
80,PRESENT,2022-01-16 15:57:48.171000+01:00
81,NOT_PRESENT,2022-01-16 16:34:46.792000+01:00
82,PRESENT,2022-01-16 17:51:38.389000+01:00
83,NOT_PRESENT,2022-01-16 17:51:39.665000+01:00
84,PRESENT,2022-01-16 17:52:10.231000+01:00
85,NOT_PRESENT,2022-01-16 17:52:11.507000+01:00
86,PRESENT,2022-01-17 08:39:50.108000+01:00
87,NOT_PRESENT,2022-01-17 08:50:49.181000+01:00
88,PRESENT,2022-01-17 12:11:16.313000+01:00
89,NOT_PRESENT,2022-01-17 12:19:17.739000+01:00
90,PRESENT,2022-01-17 15:57:24.645000+01:00
91,NOT_PRESENT,2022-01-17 16:05:14.995000+01:00
92,PRESENT,2022-01-17 22:18:20.187000+01:00
93,NOT_PRESENT,2022-01-17 22:21:55.056000+01:00
94,PRESENT,2022-01-18 12:20:43.880000+01:00
95,NOT_PRESENT,2022-01-18 12:20:45.156000+01:00
96,PRESENT,2022-01-19 08:56:53.796000+01:00
97,NOT_PRESENT,2022-01-19 09:17:16.175000+01:00
98,PRESENT,2022-01-19 10:43:38.694000+01:00
99,NOT_PRESENT,2022-01-19 10:52:46.540000+01:00
100,PRESENT,2022-01-19 14:46:48.004000+01:00
101,NOT_PRESENT,2022-01-19 14:52:26.945000+01:00
102,PRESENT,2022-01-20 06:32:51.422000+01:00
103,NOT_PRESENT,2022-01-20 06:32:52.717000+01:00
104,PRESENT,2022-01-20 07:02:44.445000+01:00
105,NOT_PRESENT,2022-01-20 07:15:22.528000+01:00
106,PRESENT,2022-01-20 10:11:30.717000+01:00
107,NOT_PRESENT,2022-01-20 10:11:31.988000+01:00
108,PRESENT,2022-01-20 13:30:43.430000+01:00
109,NOT_PRESENT,2022-01-20 13:46:52.352000+01:00
110,PRESENT,2022-01-20 14:23:20.697000+01:00
111,NOT_PRESENT,2022-01-20 14:23:21.972000+01:00
112,PRESENT,2022-01-21 08:10:45.013000+01:00
113,NOT_PRESENT,2022-01-21 08:24:43.673000+01:00
114,PRESENT,2022-01-21 23:43:47.072000+01:00
115,NOT_PRESENT,2022-01-21 23:43:52.336000+01:00
116,PRESENT,2022-01-21 23:46:14.642000+01:00
117,NOT_PRESENT,2022-01-22 02:17:11.133000+01:00
118,PRESENT,2022-01-22 02:31:06.675000+01:00
119,NOT_PRESENT,2022-01-22 02:31:07.948000+01:00
120,PRESENT,2022-01-22 08:20:13.145000+01:00
121,NOT_PRESENT,2022-01-22 10:59:21.061000+01:00
122,PRESENT,2022-01-22 12:49:34.596000+01:00
123,NOT_PRESENT,2022-01-22 13:43:36.782000+01:00
124,PRESENT,2022-01-22 17:30:40.401000+01:00
125,NOT_PRESENT,2022-01-22 17:30:41.674000+01:00
126,PRESENT,2022-01-22 18:41:48.647000+01:00
127,NOT_PRESENT,2022-01-22 18:41:49.919000+01:00
128,PRESENT,2022-01-23 08:44:13.676000+01:00
129,NOT_PRESENT,2022-01-23 08:44:14.948000+01:00
130,PRESENT,2022-01-23 12:22:46.273000+01:00
131,NOT_PRESENT,2022-01-23 12:22:47.545000+01:00
132,PRESENT,2022-01-23 16:11:09.014000+01:00
133,NOT_PRESENT,2022-01-23 16:11:43.385000+01:00
134,PRESENT,2022-01-23 18:00:03.072000+01:00
135,NOT_PRESENT,2022-01-23 18:26:08.334000+01:00
136,PRESENT,2022-01-23 19:32:11.670000+01:00
137,NOT_PRESENT,2022-01-23 23:26:22.046000+01:00
138,PRESENT,2022-01-23 23:36:06.879000+01:00
139,NOT_PRESENT,2022-01-24 01:27:00.135000+01:00
140,PRESENT,2022-01-24 08:12:22.418000+01:00
141,NOT_PRESENT,2022-01-24 08:29:23.328000+01:00
142,PRESENT,2022-01-24 11:51:07.018000+01:00
143,NOT_PRESENT,2022-01-24 12:04:36.545000+01:00
144,PRESENT,2022-01-24 16:13:31.447000+01:00
145,NOT_PRESENT,2022-01-24 16:13:32.739000+01:00
146,PRESENT,2022-01-24 16:15:39.018000+01:00
147,NOT_PRESENT,2022-01-24 16:15:40.310000+01:00
148,PRESENT,2022-01-24 16:57:16.969000+01:00
149,NOT_PRESENT,2022-01-24 16:57:18.239000+01:00
150,PRESENT,2022-01-24 21:27:47.894000+01:00
151,NOT_PRESENT,2022-01-24 21:27:49.187000+01:00
152,PRESENT,2022-01-25 01:49:51.714000+01:00
153,NOT_PRESENT,2022-01-25 01:50:08.501000+01:00
154,PRESENT,2022-01-25 07:04:05.978000+01:00
155,NOT_PRESENT,2022-01-25 07:41:36.857000+01:00
156,PRESENT,2022-01-25 08:00:09.002000+01:00
157,NOT_PRESENT,2022-01-25 08:00:10.273000+01:00
158,PRESENT,2022-01-25 12:26:18.770000+01:00
159,NOT_PRESENT,2022-01-25 12:27:18.666000+01:00
160,PRESENT,2022-01-25 12:27:50.397000+01:00
161,NOT_PRESENT,2022-01-25 12:27:51.666000+01:00
162,PRESENT,2022-01-25 12:27:53.592000+01:00
163,NOT_PRESENT,2022-01-25 14:01:04.862000+01:00
164,PRESENT,2022-01-25 14:05:27.020000+01:00
165,NOT_PRESENT,2022-01-25 14:21:41.963000+01:00
166,PRESENT,2022-01-25 14:21:44.559000+01:00
167,NOT_PRESENT,2022-01-25 14:21:45.831000+01:00
168,PRESENT,2022-01-25 14:23:16.353000+01:00
169,NOT_PRESENT,2022-01-25 14:40:16.301000+01:00
170,PRESENT,2022-01-25 15:01:56.739000+01:00
171,NOT_PRESENT,2022-01-25 15:02:19.348000+01:00
172,PRESENT,2022-01-25 15:02:40.191000+01:00
173,NOT_PRESENT,2022-01-25 15:06:38.911000+01:00
174,PRESENT,2022-01-25 22:06:56.586000+01:00
175,NOT_PRESENT,2022-01-25 22:06:57.856000+01:00
176,PRESENT,2022-01-26 07:56:36.428000+01:00
177,NOT_PRESENT,2022-01-26 07:56:37.701000+01:00
178,PRESENT,2022-01-26 10:34:10.655000+01:00
179,NOT_PRESENT,2022-01-26 10:34:11.925000+01:00
180,PRESENT,2022-01-26 10:34:49.694000+01:00
181,NOT_PRESENT,2022-01-26 10:41:18.889000+01:00
182,PRESENT,2022-01-26 14:31:13.975000+01:00
183,NOT_PRESENT,2022-01-26 14:31:15.244000+01:00
184,PRESENT,2022-01-26 22:46:57.718000+01:00
185,NOT_PRESENT,2022-01-26 22:47:01.214000+01:00
186,PRESENT,2022-01-27 08:00:43.806000+01:00
187,NOT_PRESENT,2022-01-27 08:05:32.871000+01:00
188,PRESENT,2022-01-27 09:36:12.211000+01:00
189,NOT_PRESENT,2022-01-27 09:36:13.484000+01:00
190,PRESENT,2022-01-27 11:56:49.589000+01:00
191,NOT_PRESENT,2022-01-27 11:56:50.859000+01:00
192,PRESENT,2022-01-27 17:37:56.598000+01:00
193,NOT_PRESENT,2022-01-27 18:11:42.032000+01:00
194,PRESENT,2022-01-28 08:53:22.651000+01:00
195,NOT_PRESENT,2022-01-28 10:29:08.234000+01:00
196,PRESENT,2022-01-28 10:29:11.504000+01:00
197,NOT_PRESENT,2022-01-28 10:48:37.108000+01:00
198,PRESENT,2022-01-28 11:59:02.588000+01:00
199,NOT_PRESENT,2022-01-28 12:46:06.278000+01:00
200,PRESENT,2022-01-28 15:12:37.494000+01:00
201,NOT_PRESENT,2022-01-28 15:41:24.662000+01:00
202,PRESENT,2022-01-28 15:42:53.988000+01:00
203,NOT_PRESENT,2022-01-28 15:56:50.948000+01:00
204,PRESENT,2022-01-29 00:48:36.784000+01:00
205,NOT_PRESENT,2022-01-29 01:19:50.586000+01:00
206,PRESENT,2022-01-29 08:26:24.651000+01:00
207,NOT_PRESENT,2022-01-29 09:51:33.092000+01:00
208,PRESENT,2022-01-29 10:58:59.471000+01:00
209,NOT_PRESENT,2022-01-29 11:02:13.449000+01:00
210,PRESENT,2022-01-29 11:33:24.053000+01:00
211,NOT_PRESENT,2022-01-29 12:59:06.694000+01:00
212,PRESENT,2022-01-29 15:09:59.319000+01:00
213,NOT_PRESENT,2022-01-29 15:10:00.589000+01:00
214,PRESENT,2022-01-29 15:10:30.252000+01:00
215,NOT_PRESENT,2022-01-29 15:17:49.193000+01:00
216,PRESENT,2022-01-29 17:06:41.252000+01:00
217,NOT_PRESENT,2022-01-29 17:06:42.544000+01:00
218,PRESENT,2022-01-29 19:29:34.862000+01:00
219,NOT_PRESENT,2022-01-29 20:09:44.644000+01:00
220,PRESENT,2022-01-29 20:09:47.905000+01:00
221,NOT_PRESENT,2022-01-29 20:09:49.177000+01:00
222,PRESENT,2022-01-29 20:23:36.249000+01:00
223,NOT_PRESENT,2022-01-29 20:23:37.519000+01:00
224,PRESENT,2022-01-30 08:21:16.073000+01:00
225,NOT_PRESENT,2022-01-30 08:31:22.508000+01:00
226,PRESENT,2022-01-30 12:27:12.177000+01:00
227,NOT_PRESENT,2022-01-30 12:27:13.469000+01:00
228,PRESENT,2022-01-30 15:41:33.664000+01:00
229,NOT_PRESENT,2022-01-30 16:28:43.451000+01:00
230,PRESENT,2022-01-30 18:32:43.215000+01:00
231,NOT_PRESENT,2022-01-30 18:44:07.415000+01:00
232,PRESENT,2022-01-30 23:27:02.920000+01:00
233,NOT_PRESENT,2022-01-31 00:09:40.024000+01:00
234,PRESENT,2022-01-31 10:02:38.509000+01:00
235,NOT_PRESENT,2022-01-31 10:02:39.777000+01:00
236,PRESENT,2022-01-31 10:03:15.102000+01:00
237,NOT_PRESENT,2022-01-31 10:11:36.841000+01:00
238,PRESENT,2022-01-31 10:12:06.560000+01:00
239,NOT_PRESENT,2022-01-31 10:20:12.453000+01:00
240,PRESENT,2022-01-31 13:26:09.466000+01:00
241,NOT_PRESENT,2022-01-31 13:48:07.635000+01:00
242,PRESENT,2022-01-31 15:19:01.500000+01:00
243,NOT_PRESENT,2022-01-31 15:31:02.036000+01:00
244,PRESENT,2022-01-31 19:01:03.567000+01:00
245,NOT_PRESENT,2022-01-31 19:59:11.850000+01:00
246,PRESENT,2022-01-31 23:11:40.540000+01:00
247,NOT_PRESENT,2022-02-01 01:18:30.669000+01:00
248,PRESENT,2022-02-01 01:19:56.197000+01:00
249,NOT_PRESENT,2022-02-01 01:41:25.581000+01:00
250,PRESENT,2022-02-01 07:33:45.356000+01:00
251,NOT_PRESENT,2022-02-01 07:33:46.624000+01:00
252,PRESENT,2022-02-01 12:21:05.320000+01:00
253,NOT_PRESENT,2022-02-01 12:28:44.904000+01:00
254,PRESENT,2022-02-01 12:30:30.309000+01:00
255,NOT_PRESENT,2022-02-01 12:39:24.252000+01:00
256,PRESENT,2022-02-01 15:38:58.759000+01:00
257,NOT_PRESENT,2022-02-01 15:39:00.027000+01:00
258,PRESENT,2022-02-01 19:16:03.450000+01:00
259,NOT_PRESENT,2022-02-01 20:02:15.946000+01:00
260,PRESENT,2022-02-01 22:04:04.520000+01:00
261,NOT_PRESENT,2022-02-01 23:16:01.054000+01:00
262,PRESENT,2022-02-02 08:14:57.765000+01:00
263,NOT_PRESENT,2022-02-02 08:14:59.031000+01:00
264,PRESENT,2022-02-02 08:17:20.314000+01:00
265,NOT_PRESENT,2022-02-02 08:26:47.036000+01:00
266,PRESENT,2022-02-02 10:14:28.559000+01:00
267,NOT_PRESENT,2022-02-02 10:35:16.317000+01:00
268,PRESENT,2022-02-02 17:38:19.802000+01:00
269,NOT_PRESENT,2022-02-02 17:38:49.473000+01:00
270,PRESENT,2022-02-02 19:13:15.005000+01:00
271,NOT_PRESENT,2022-02-02 19:13:16.274000+01:00
272,PRESENT,2022-02-02 21:51:45.395000+01:00
273,NOT_PRESENT,2022-02-02 21:51:46.661000+01:00
274,PRESENT,2022-02-03 21:57:35.928000+01:00
275,NOT_PRESENT,2022-02-03 22:38:49.747000+01:00
276,PRESENT,2022-02-03 22:43:14.020000+01:00
277,NOT_PRESENT,2022-02-03 23:20:25.703000+01:00
278,PRESENT,2022-02-03 23:30:35.393000+01:00
279,NOT_PRESENT,2022-02-03 23:30:36.664000+01:00
280,PRESENT,2022-02-03 23:31:02.826000+01:00
281,NOT_PRESENT,2022-02-03 23:31:11.373000+01:00
282,PRESENT,2022-02-03 23:31:48.119000+01:00
283,NOT_PRESENT,2022-02-03 23:31:49.388000+01:00
284,PRESENT,2022-02-03 23:34:37.879000+01:00
285,NOT_PRESENT,2022-02-04 00:07:18.819000+01:00
286,PRESENT,2022-02-04 00:18:31.802000+01:00
287,NOT_PRESENT,2022-02-04 00:23:33.429000+01:00
288,PRESENT,2022-02-04 11:25:12.471000+01:00
289,NOT_PRESENT,2022-02-04 11:25:13.737000+01:00
290,PRESENT,2022-02-04 19:44:19.533000+01:00
291,NOT_PRESENT,2022-02-04 19:44:23.455000+01:00
292,PRESENT,2022-02-04 19:44:32.043000+01:00
293,NOT_PRESENT,2022-02-04 19:52:34.891000+01:00
294,PRESENT,2022-02-05 11:15:04.942000+01:00
295,NOT_PRESENT,2022-02-05 11:15:26.232000+01:00
296,PRESENT,2022-02-05 11:15:36.163000+01:00
297,NOT_PRESENT,2022-02-05 11:19:30.463000+01:00
298,PRESENT,2022-02-05 19:05:06.347000+01:00
299,NOT_PRESENT,2022-02-05 19:05:07.611000+01:00
300,PRESENT,2022-02-05 22:05:57.787000+01:00
301,NOT_PRESENT,2022-02-05 22:16:51.718000+01:00
302,PRESENT,2022-02-05 22:17:24.858000+01:00
303,NOT_PRESENT,2022-02-05 22:17:26.126000+01:00
304,PRESENT,2022-02-05 22:26:36.523000+01:00
305,NOT_PRESENT,2022-02-06 00:58:01.313000+01:00
306,PRESENT,2022-02-06 08:49:58.393000+01:00
307,NOT_PRESENT,2022-02-06 09:12:13.096000+01:00
308,PRESENT,2022-02-06 09:12:25.236000+01:00
309,NOT_PRESENT,2022-02-06 09:18:04.880000+01:00
310,PRESENT,2022-02-06 10:38:50.866000+01:00
311,NOT_PRESENT,2022-02-06 10:38:52.131000+01:00
312,PRESENT,2022-02-06 13:29:17.964000+01:00
313,NOT_PRESENT,2022-02-06 13:30:42.636000+01:00
314,PRESENT,2022-02-06 16:31:50.025000+01:00
315,NOT_PRESENT,2022-02-06 16:46:12.133000+01:00
316,PRESENT,2022-02-06 16:46:52.171000+01:00
317,NOT_PRESENT,2022-02-06 17:29:54.114000+01:00
318,PRESENT,2022-02-06 20:53:18.664000+01:00
319,NOT_PRESENT,2022-02-06 20:53:19.930000+01:00
320,PRESENT,2022-02-06 21:01:41.139000+01:00
321,NOT_PRESENT,2022-02-07 08:35:23.903000+01:00
322,PRESENT,2022-02-07 08:36:48.587000+01:00
323,NOT_PRESENT,2022-02-07 08:36:49.851000+01:00
324,PRESENT,2022-02-07 08:37:17.701000+01:00
325,NOT_PRESENT,2022-02-07 08:44:31.007000+01:00
326,PRESENT,2022-02-07 12:20:48.163000+01:00
327,NOT_PRESENT,2022-02-07 12:20:49.429000+01:00
328,PRESENT,2022-02-07 15:08:21.261000+01:00
329,NOT_PRESENT,2022-02-07 15:08:22.527000+01:00
0,PRESENT,2022-02-07 20:13:10.483000+01:00
1,NOT_PRESENT,2022-02-07 20:45:49.621000+01:00
2,PRESENT,2022-02-07 22:29:07.332000+01:00
3,NOT_PRESENT,2022-02-07 23:43:15.763000+01:00
4,PRESENT,2022-02-08 19:47:34.018000+01:00
5,NOT_PRESENT,2022-02-08 20:04:43.776000+01:00
6,PRESENT,2022-02-08 20:05:21.584000+01:00
7,NOT_PRESENT,2022-02-08 20:11:03.316000+01:00
0,PRESENT,2022-02-09 21:09:58.975000+01:00
1,NOT_PRESENT,2022-02-09 21:35:30.134000+01:00
2,PRESENT,2022-02-10 08:11:08.889000+01:00
3,NOT_PRESENT,2022-02-10 08:11:11.715000+01:00
4,PRESENT,2022-02-10 17:31:06.361000+01:00
5,NOT_PRESENT,2022-02-10 17:47:34.164000+01:00
6,PRESENT,2022-02-10 17:48:40.783000+01:00
7,NOT_PRESENT,2022-02-10 18:05:27.906000+01:00
8,PRESENT,2022-02-10 18:06:26.300000+01:00
9,NOT_PRESENT,2022-02-10 18:38:56.725000+01:00
0,PRESENT,2022-02-12 23:15:30.601000+01:00
1,NOT_PRESENT,2022-02-13 00:56:17.155000+01:00
2,PRESENT,2022-02-13 12:53:07.866000+01:00
3,NOT_PRESENT,2022-02-13 12:53:09.130000+01:00
4,PRESENT,2022-02-13 12:53:11.724000+01:00
5,NOT_PRESENT,2022-02-13 12:53:12.990000+01:00
0,PRESENT,2022-02-16 08:40:31.643000+01:00
1,NOT_PRESENT,2022-02-16 08:45:20.453000+01:00
2,PRESENT,2022-02-16 11:23:55.593000+01:00
3,NOT_PRESENT,2022-02-16 11:23:56.859000+01:00
4,PRESENT,2022-02-16 14:21:56.489000+01:00
5,NOT_PRESENT,2022-02-16 14:21:57.755000+01:00
6,PRESENT,2022-02-16 14:31:55.676000+01:00
7,NOT_PRESENT,2022-02-16 14:35:46.599000+01:00
8,PRESENT,2022-02-16 15:01:49.580000+01:00
9,NOT_PRESENT,2022-02-16 15:01:50.843000+01:00
10,PRESENT,2022-02-16 16:38:35.274000+01:00
11,NOT_PRESENT,2022-02-16 16:38:36.539000+01:00
0,PRESENT,2022-02-16 21:39:25.664000+01:00
1,NOT_PRESENT,2022-02-16 21:39:27.589000+01:00
2,PRESENT,2022-02-17 08:35:27.673000+01:00
3,NOT_PRESENT,2022-02-17 08:40:33.494000+01:00
4,PRESENT,2022-02-17 11:39:05.502000+01:00
5,NOT_PRESENT,2022-02-17 11:39:06.769000+01:00
6,PRESENT,2022-02-17 14:53:39.796000+01:00
7,NOT_PRESENT,2022-02-17 14:53:41.066000+01:00
0,PRESENT,2022-02-17 22:00:07.157000+01:00
1,NOT_PRESENT,2022-02-17 22:00:32.573000+01:00
2,PRESENT,2022-02-17 22:05:46.013000+01:00
3,NOT_PRESENT,2022-02-17 23:00:35.247000+01:00
4,PRESENT,2022-02-17 23:02:39.578000+01:00
5,NOT_PRESENT,2022-02-18 00:33:06.944000+01:00
0,PRESENT,2022-02-20 16:47:03.825000+01:00
1,NOT_PRESENT,2022-02-20 16:54:49.407000+01:00
2,PRESENT,2022-02-20 16:59:57.028000+01:00
3,NOT_PRESENT,2022-02-20 16:59:58.295000+01:00
4,PRESENT,2022-02-20 18:31:52.138000+01:00
5,NOT_PRESENT,2022-02-20 18:34:03.055000+01:00
6,PRESENT,2022-02-20 19:38:17.259000+01:00
0,NOT_PRESENT,2022-02-20 20:30:16.784000+01:00
1,PRESENT,2022-02-20 21:03:05.167000+01:00
2,NOT_PRESENT,2022-02-20 21:07:59.175000+01:00
3,PRESENT,2022-02-20 21:08:32.296000+01:00
4,NOT_PRESENT,2022-02-20 21:08:36.028000+01:00
5,PRESENT,2022-02-21 08:14:10.307000+01:00
6,NOT_PRESENT,2022-02-21 08:14:11.572000+01:00
7,PRESENT,2022-02-21 08:15:16.842000+01:00
8,NOT_PRESENT,2022-02-21 08:28:37.972000+01:00
9,PRESENT,2022-02-21 08:28:41.228000+01:00
10,NOT_PRESENT,2022-02-21 08:28:42.493000+01:00
11,PRESENT,2022-02-21 09:34:29.497000+01:00
12,NOT_PRESENT,2022-02-21 09:34:30.763000+01:00
13,PRESENT,2022-02-21 10:52:15.488000+01:00
14,NOT_PRESENT,2022-02-21 10:58:36.505000+01:00
15,PRESENT,2022-02-21 14:46:33.052000+01:00
16,NOT_PRESENT,2022-02-21 14:47:31.060000+01:00
0,PRESENT,2022-02-22 13:07:59.906000+01:00
1,NOT_PRESENT,2022-02-22 13:08:01.170000+01:00
0,PRESENT,2022-02-22 21:56:34.757000+01:00
1,NOT_PRESENT,2022-02-22 22:34:47.066000+01:00
2,PRESENT,2022-02-22 22:36:16.653000+01:00
3,NOT_PRESENT,2022-02-22 23:25:58.754000+01:00
4,PRESENT,2022-02-23 14:51:24.888000+01:00
5,NOT_PRESENT,2022-02-23 15:01:24.210000+01:00
6,PRESENT,2022-02-23 15:10:50.183000+01:00
7,NOT_PRESENT,2022-02-23 16:44:47.290000+01:00
8,PRESENT,2022-02-23 18:46:39.992000+01:00
9,NOT_PRESENT,2022-02-23 18:46:42.811000+01:00
10,PRESENT,2022-02-23 18:46:46.056000+01:00
11,NOT_PRESENT,2022-02-23 18:46:49.968000+01:00
12,PRESENT,2022-02-23 18:47:01.186000+01:00
13,NOT_PRESENT,2022-02-23 19:50:21.694000+01:00
14,PRESENT,2022-02-23 19:50:35.145000+01:00
15,NOT_PRESENT,2022-02-23 19:50:36.409000+01:00
0,PRESENT,2022-02-26 12:56:00.963000+01:00
1,NOT_PRESENT,2022-02-26 15:09:15.533000+01:00
0,PRESENT,2022-02-26 21:39:51.947000+01:00
1,NOT_PRESENT,2022-02-26 22:13:27.062000+01:00
0,PRESENT,2022-03-01 00:28:36.918000+01:00
1,NOT_PRESENT,2022-03-01 00:28:39.496000+01:00
2,PRESENT,2022-03-01 09:51:13.822000+01:00
3,NOT_PRESENT,2022-03-01 09:51:15.083000+01:00
4,PRESENT,2022-03-01 13:25:25.585000+01:00
5,NOT_PRESENT,2022-03-01 13:25:26.846000+01:00
0,PRESENT,2022-03-01 20:36:28.188000+01:00
1,NOT_PRESENT,2022-03-01 22:00:03.107000+01:00
2,PRESENT,2022-03-02 10:22:02.776000+01:00
3,NOT_PRESENT,2022-03-02 10:22:04.037000+01:00
4,PRESENT,2022-03-02 17:46:11.962000+01:00
5,NOT_PRESENT,2022-03-02 18:59:59.741000+01:00
0,PRESENT,2022-03-03 11:32:37.059000+01:00
1,NOT_PRESENT,2022-03-03 11:32:38.322000+01:00
2,PRESENT,2022-03-03 13:02:13.009000+01:00
3,NOT_PRESENT,2022-03-03 13:02:14.273000+01:00
4,PRESENT,2022-03-03 13:11:18.647000+01:00
5,NOT_PRESENT,2022-03-03 13:11:19.912000+01:00
6,PRESENT,2022-03-03 16:25:42.467000+01:00
7,NOT_PRESENT,2022-03-03 16:25:43.729000+01:00
8,PRESENT,2022-03-03 20:09:15.008000+01:00
0,NOT_PRESENT,2022-03-03 23:31:36.907000+01:00
1,PRESENT,2022-03-04 17:23:15.763000+01:00
2,NOT_PRESENT,2022-03-04 17:23:25.350000+01:00
0,PRESENT,2022-03-04 20:25:24.483000+01:00
1,NOT_PRESENT,2022-03-05 00:39:28.925000+01:00
2,PRESENT,2022-03-05 03:27:13.599000+01:00
3,NOT_PRESENT,2022-03-05 03:57:50.366000+01:00
4,PRESENT,2022-03-05 03:58:18.257000+01:00
5,NOT_PRESENT,2022-03-05 04:13:21.524000+01:00
6,PRESENT,2022-03-05 04:14:33.328000+01:00
7,NOT_PRESENT,2022-03-05 07:20:07.036000+01:00
8,PRESENT,2022-03-05 09:11:46.660000+01:00
9,NOT_PRESENT,2022-03-05 09:12:02.485000+01:00
0,PRESENT,2022-03-05 21:32:02.558000+01:00
1,NOT_PRESENT,2022-03-05 23:56:11.396000+01:00
0,PRESENT,2022-03-06 20:37:23.376000+01:00
1,NOT_PRESENT,2022-03-06 20:37:24.665000+01:00
2,PRESENT,2022-03-06 21:00:13.845000+01:00
