,0BGuestDoor,timestamp
1,NOT_PRESENT,2022-07-17 01:14:48.857000+02:00
2,PRESENT,2022-07-17 01:26:08.204000+02:00
3,NOT_PRESENT,2022-07-17 10:28:46.802000+02:00
4,PRESENT,2022-07-17 16:16:13.558000+02:00
5,NOT_PRESENT,2022-07-17 17:02:22.412000+02:00
6,PRESENT,2022-07-17 17:03:30.074000+02:00
0,NOT_PRESENT,2022-07-18 11:36:37.145000+02:00
0,PRESENT,2022-07-19 16:35:07.413000+02:00
0,NOT_PRESENT,2022-07-21 23:12:40.092000+02:00
1,PRESENT,2022-07-22 09:34:08.250000+02:00
2,NOT_PRESENT,2022-07-22 12:47:06.782000+02:00
3,PRESENT,2022-07-22 13:15:56.858000+02:00
4,NOT_PRESENT,2022-07-22 15:26:53.127000+02:00
5,PRESENT,2022-07-22 15:26:57.857000+02:00
6,NOT_PRESENT,2022-07-22 15:28:04.773000+02:00
7,PRESENT,2022-07-22 15:38:55.102000+02:00
8,NOT_PRESENT,2022-07-22 16:44:16.700000+02:00
9,PRESENT,2022-07-22 16:44:19.874000+02:00
10,NOT_PRESENT,2022-07-22 17:48:46.713000+02:00
0,PRESENT,2022-07-23 01:42:10.754000+02:00
1,NOT_PRESENT,2022-07-23 08:46:40.691000+02:00
2,PRESENT,2022-07-23 10:44:01.727000+02:00
3,NOT_PRESENT,2022-07-23 12:06:28.890000+02:00
4,PRESENT,2022-07-23 12:28:08.136000+02:00
5,NOT_PRESENT,2022-07-23 20:50:38.037000+02:00
6,PRESENT,2022-07-23 20:51:15.403000+02:00
0,NOT_PRESENT,2022-07-26 14:46:15.372000+02:00
1,PRESENT,2022-07-26 17:42:45.386000+02:00
0,NOT_PRESENT,2022-07-26 22:51:40.448000+02:00
0,PRESENT,2022-07-28 01:17:57.262000+02:00
0,NOT_PRESENT,2022-07-31 11:04:22.736000+02:00
0,PRESENT,2022-08-01 09:47:01.581000+02:00
1,NOT_PRESENT,2022-08-01 10:13:56.209000+02:00
2,PRESENT,2022-08-01 10:22:09.521000+02:00
3,NOT_PRESENT,2022-08-01 10:57:53.742000+02:00
4,PRESENT,2022-08-01 10:59:04.361000+02:00
5,NOT_PRESENT,2022-08-01 13:48:22.519000+02:00
6,PRESENT,2022-08-01 13:57:59.691000+02:00
7,NOT_PRESENT,2022-08-01 15:17:02.543000+02:00
0,PRESENT,2022-08-02 18:33:57.633000+02:00
1,NOT_PRESENT,2022-08-02 20:31:57.820000+02:00
0,PRESENT,2022-08-03 15:01:52.455000+02:00
1,NOT_PRESENT,2022-08-03 16:37:49.747000+02:00
2,PRESENT,2022-08-03 16:37:59.807000+02:00
3,NOT_PRESENT,2022-08-03 16:47:45.871000+02:00
0,PRESENT,2022-08-05 08:27:18.527000+02:00
1,NOT_PRESENT,2022-08-05 08:27:21.067000+02:00
2,PRESENT,2022-08-05 08:27:44.856000+02:00
3,NOT_PRESENT,2022-08-05 08:44:54.570000+02:00
0,PRESENT,2022-08-05 23:01:16.890000+02:00
1,NOT_PRESENT,2022-08-06 09:38:56.501000+02:00
0,PRESENT,2022-08-07 20:44:34.771000+02:00
0,NOT_PRESENT,2022-08-08 08:43:37.514000+02:00
1,PRESENT,2022-08-08 08:43:46.684000+02:00
2,NOT_PRESENT,2022-08-08 08:44:37.823000+02:00
0,PRESENT,2022-08-09 08:14:47.626000+02:00
1,NOT_PRESENT,2022-08-09 08:15:06.417000+02:00
2,PRESENT,2022-08-09 08:15:08.349000+02:00
3,NOT_PRESENT,2022-08-09 09:26:29.892000+02:00
4,PRESENT,2022-08-09 09:26:52.933000+02:00
5,NOT_PRESENT,2022-08-09 09:41:05.038000+02:00
6,PRESENT,2022-08-09 16:49:32.728000+02:00
7,NOT_PRESENT,2022-08-09 18:00:09.353000+02:00
0,PRESENT,2022-08-10 12:23:58.995000+02:00
1,NOT_PRESENT,2022-08-10 12:29:45.341000+02:00
2,PRESENT,2022-08-10 12:31:32.484000+02:00
3,NOT_PRESENT,2022-08-10 15:06:48.180000+02:00
0,PRESENT,2022-08-11 08:48:14.831000+02:00
1,NOT_PRESENT,2022-08-11 09:49:31.461000+02:00
2,PRESENT,2022-08-11 09:56:28.533000+02:00
3,NOT_PRESENT,2022-08-11 11:59:31.012000+02:00
4,PRESENT,2022-08-11 17:10:24.161000+02:00
5,NOT_PRESENT,2022-08-11 19:54:37.977000+02:00
6,PRESENT,2022-08-11 19:54:40.375000+02:00
7,NOT_PRESENT,2022-08-11 19:54:41.684000+02:00
0,PRESENT,2022-08-12 09:46:50.519000+02:00
1,NOT_PRESENT,2022-08-12 09:46:52.122000+02:00
0,PRESENT,2022-08-16 20:58:20.112000+02:00
0,NOT_PRESENT,2022-08-17 00:17:38.273000+02:00
1,PRESENT,2022-08-17 12:00:52.102000+02:00
2,NOT_PRESENT,2022-08-17 14:09:56.681000+02:00
3,PRESENT,2022-08-17 14:31:24.368000+02:00
4,NOT_PRESENT,2022-08-17 16:06:47.749000+02:00
0,PRESENT,2022-08-19 09:54:42.302000+02:00
1,NOT_PRESENT,2022-08-19 12:51:39.192000+02:00
0,PRESENT,2022-08-20 16:08:51.298000+02:00
1,NOT_PRESENT,2022-08-20 16:34:19.300000+02:00
0,PRESENT,2022-08-21 11:49:46.834000+02:00
1,NOT_PRESENT,2022-08-21 11:49:48.462000+02:00
0,PRESENT,2022-08-29 12:01:28.954000+02:00
1,NOT_PRESENT,2022-08-29 15:45:28.483000+02:00
0,PRESENT,2022-08-30 09:02:19.539000+02:00
1,NOT_PRESENT,2022-08-30 12:24:42.436000+02:00
