,0BRoom,timestamp
63,21.0,2022-03-02 12:38:55.965000+01:00
64,21.15,2022-03-02 12:54:24.247000+01:00
65,21.3,2022-03-02 13:09:51.775000+01:00
66,21.3,2022-03-02 13:25:18.926000+01:00
67,21.3,2022-03-02 13:40:46.042000+01:00
68,21.3,2022-03-02 13:56:13.334000+01:00
69,21.55,2022-03-02 14:11:40.428000+01:00
70,21.45,2022-03-02 14:27:07.509000+01:00
71,21.35,2022-03-02 14:42:34.390000+01:00
72,21.5,2022-03-02 14:58:01.282000+01:00
73,21.6,2022-03-02 15:13:28.281000+01:00
74,21.4,2022-03-02 15:28:55.437000+01:00
75,21.5,2022-03-02 15:44:22.654000+01:00
76,21.45,2022-03-02 15:59:49.975000+01:00
77,21.45,2022-03-02 16:15:17.208000+01:00
78,21.35,2022-03-02 16:30:44.452000+01:00
79,21.35,2022-03-02 16:46:11.711000+01:00
80,21.35,2022-03-02 17:01:38.995000+01:00
81,21.3,2022-03-02 17:17:06.235000+01:00
82,21.3,2022-03-02 17:32:33.751000+01:00
83,21.5,2022-03-02 17:48:00.986000+01:00
84,21.45,2022-03-02 18:03:28.417000+01:00
85,21.25,2022-03-02 18:18:56.062000+01:00
86,21.25,2022-03-02 18:34:23.625000+01:00
87,21.3,2022-03-02 18:49:51.210000+01:00
88,21.2,2022-03-02 19:05:18.949000+01:00
89,21.35,2022-03-02 19:20:46.939000+01:00
90,21.2,2022-03-02 19:36:15.141000+01:00
91,21.25,2022-03-02 19:51:43.301000+01:00
92,21.1,2022-03-02 20:07:11.907000+01:00
0,21.1,2022-03-02 20:22:40.389000+01:00
1,21.15,2022-03-02 20:38:08.596000+01:00
2,21.1,2022-03-02 20:53:36.902000+01:00
3,21.15,2022-03-02 21:09:05.249000+01:00
4,21.1,2022-03-02 21:24:33.717000+01:00
5,21.25,2022-03-02 21:40:01.991000+01:00
6,21.05,2022-03-02 21:55:30.580000+01:00
7,21.05,2022-03-02 22:10:59.159000+01:00
8,21.1,2022-03-02 22:26:27.771000+01:00
9,21.05,2022-03-02 22:41:56.234000+01:00
10,21.05,2022-03-02 22:57:24.847000+01:00
11,21.05,2022-03-02 23:12:53.513000+01:00
12,21.1,2022-03-02 23:28:22.385000+01:00
13,21.1,2022-03-02 23:43:51.341000+01:00
14,21.1,2022-03-02 23:59:20.173000+01:00
15,21.05,2022-03-03 00:14:48.960000+01:00
16,21.2,2022-03-03 00:30:17.606000+01:00
17,21.05,2022-03-03 00:45:46.238000+01:00
18,21.05,2022-03-03 01:01:14.831000+01:00
19,21.05,2022-03-03 01:16:43.543000+01:00
20,20.95,2022-03-03 01:32:12.198000+01:00
21,21.0,2022-03-03 01:47:40.732000+01:00
22,21.0,2022-03-03 02:03:09.360000+01:00
23,20.95,2022-03-03 02:18:37.975000+01:00
24,21.0,2022-03-03 02:34:06.807000+01:00
25,20.95,2022-03-03 02:49:35.696000+01:00
26,20.95,2022-03-03 03:05:04.718000+01:00
27,20.95,2022-03-03 03:20:33.976000+01:00
28,20.95,2022-03-03 03:36:03.481000+01:00
29,20.9,2022-03-03 03:51:33.048000+01:00
30,20.85,2022-03-03 04:07:02.680000+01:00
31,20.9,2022-03-03 04:22:32.105000+01:00
32,20.8,2022-03-03 04:38:01.493000+01:00
33,20.85,2022-03-03 04:53:31.085000+01:00
34,20.75,2022-03-03 05:09:00.761000+01:00
35,20.95,2022-03-03 05:24:30.530000+01:00
36,20.75,2022-03-03 05:40:00.340000+01:00
37,20.75,2022-03-03 05:55:30.103000+01:00
38,20.7,2022-03-03 06:10:59.976000+01:00
39,20.75,2022-03-03 06:26:29.630000+01:00
40,20.75,2022-03-03 06:41:59.289000+01:00
41,20.75,2022-03-03 06:57:29.022000+01:00
42,20.75,2022-03-03 07:12:58.949000+01:00
43,20.7,2022-03-03 07:28:28.912000+01:00
44,20.7,2022-03-03 07:43:58.788000+01:00
45,20.75,2022-03-03 07:59:28.392000+01:00
46,20.75,2022-03-03 08:14:58.341000+01:00
47,20.65,2022-03-03 08:30:28.001000+01:00
48,20.7,2022-03-03 08:45:57.627000+01:00
49,20.65,2022-03-03 09:01:27.406000+01:00
50,20.8,2022-03-03 09:16:57.155000+01:00
51,20.6,2022-03-03 09:32:26.841000+01:00
52,20.7,2022-03-03 09:47:56.418000+01:00
53,20.75,2022-03-03 10:03:26.101000+01:00
54,20.7,2022-03-03 10:18:56.057000+01:00
55,20.75,2022-03-03 10:34:25.954000+01:00
56,20.75,2022-03-03 10:49:56.099000+01:00
57,20.8,2022-03-03 11:05:25.923000+01:00
58,20.8,2022-03-03 11:20:55.475000+01:00
59,20.85,2022-03-03 11:36:24.824000+01:00
60,20.85,2022-03-03 11:51:54.047000+01:00
61,20.95,2022-03-03 12:07:23.173000+01:00
62,21.0,2022-03-03 12:22:52.195000+01:00
63,21.0,2022-03-03 12:38:21.272000+01:00
64,21.0,2022-03-03 12:53:50.309000+01:00
65,21.05,2022-03-03 13:09:19.098000+01:00
66,21.15,2022-03-03 13:24:47.550000+01:00
67,21.05,2022-03-03 13:40:15.921000+01:00
68,21.1,2022-03-03 13:55:44.438000+01:00
69,21.1,2022-03-03 14:11:12.692000+01:00
70,21.1,2022-03-03 14:26:40.985000+01:00
71,21.1,2022-03-03 14:42:08.872000+01:00
72,21.1,2022-03-03 14:57:36.828000+01:00
73,21.15,2022-03-03 15:13:04.865000+01:00
74,21.05,2022-03-03 15:28:32.696000+01:00
75,21.1,2022-03-03 15:44:00.786000+01:00
76,21.05,2022-03-03 15:59:29.261000+01:00
77,21.1,2022-03-03 16:14:57.925000+01:00
78,21.05,2022-03-03 16:30:26.528000+01:00
79,21.0,2022-03-03 16:45:55.175000+01:00
80,20.65,2022-03-03 17:01:24.148000+01:00
81,20.6,2022-03-03 17:16:54.794000+01:00
82,20.7,2022-03-03 17:32:24.572000+01:00
83,20.75,2022-03-03 17:47:54.548000+01:00
84,20.7,2022-03-03 18:03:24.402000+01:00
85,20.65,2022-03-03 18:18:54.093000+01:00
86,20.7,2022-03-03 18:34:23.905000+01:00
87,20.65,2022-03-03 18:49:53.804000+01:00
88,20.6,2022-03-03 19:05:24.097000+01:00
89,20.65,2022-03-03 19:20:54.524000+01:00
90,20.6,2022-03-03 19:36:24.808000+01:00
91,20.65,2022-03-03 19:51:54.985000+01:00
92,20.65,2022-03-03 20:07:25.189000+01:00
0,20.55,2022-03-03 20:22:55.439000+01:00
1,20.5,2022-03-03 20:38:25.616000+01:00
2,20.6,2022-03-03 20:53:56.021000+01:00
3,20.7,2022-03-03 21:09:26.535000+01:00
4,20.65,2022-03-03 21:24:56.967000+01:00
5,20.6,2022-03-03 21:40:27.549000+01:00
6,20.45,2022-03-03 21:55:58.011000+01:00
7,20.45,2022-03-03 22:11:28.570000+01:00
8,20.6,2022-03-03 22:26:59.355000+01:00
9,20.45,2022-03-03 22:42:30.217000+01:00
10,20.45,2022-03-03 22:58:01.182000+01:00
11,20.7,2022-03-03 23:13:31.335000+01:00
12,20.95,2022-03-03 23:29:00.840000+01:00
13,21.05,2022-03-03 23:44:29.733000+01:00
14,21.2,2022-03-03 23:59:57.755000+01:00
15,21.3,2022-03-04 00:15:25.066000+01:00
16,21.45,2022-03-04 00:30:51.899000+01:00
17,21.55,2022-03-04 00:46:18.329000+01:00
18,21.75,2022-03-04 01:01:44.570000+01:00
19,21.8,2022-03-04 01:17:10.282000+01:00
20,21.9,2022-03-04 01:32:35.606000+01:00
21,21.9,2022-03-04 01:48:00.668000+01:00
22,22.0,2022-03-04 02:03:25.388000+01:00
23,22.15,2022-03-04 02:18:50.034000+01:00
24,22.15,2022-03-04 02:34:14.584000+01:00
25,22.2,2022-03-04 02:49:38.771000+01:00
26,22.1,2022-03-04 03:05:02.686000+01:00
27,22.15,2022-03-04 03:20:26.364000+01:00
28,22.2,2022-03-04 03:35:50.076000+01:00
29,22.2,2022-03-04 03:51:13.600000+01:00
30,22.2,2022-03-04 04:06:37.346000+01:00
31,22.35,2022-03-04 04:22:01.079000+01:00
32,22.25,2022-03-04 04:37:24.719000+01:00
33,22.45,2022-03-04 04:52:48.054000+01:00
34,22.4,2022-03-04 05:08:11.315000+01:00
35,22.4,2022-03-04 05:23:34.755000+01:00
36,22.4,2022-03-04 05:38:57.887000+01:00
37,22.35,2022-03-04 05:54:20.959000+01:00
38,22.4,2022-03-04 06:09:44.096000+01:00
39,22.35,2022-03-04 06:25:07.220000+01:00
40,22.4,2022-03-04 06:40:30.536000+01:00
41,22.35,2022-03-04 06:55:53.993000+01:00
42,22.35,2022-03-04 07:11:17.298000+01:00
43,22.4,2022-03-04 07:26:40.475000+01:00
44,22.4,2022-03-04 07:42:03.839000+01:00
45,22.45,2022-03-04 07:57:26.986000+01:00
46,22.4,2022-03-04 08:12:50.013000+01:00
47,22.5,2022-03-04 08:28:12.807000+01:00
48,22.5,2022-03-04 08:43:35.527000+01:00
49,22.65,2022-03-04 08:58:58.138000+01:00
50,22.45,2022-03-04 09:14:20.830000+01:00
51,22.55,2022-03-04 09:29:43.690000+01:00
52,22.6,2022-03-04 09:45:06.298000+01:00
53,22.65,2022-03-04 10:00:28.468000+01:00
54,22.7,2022-03-04 10:15:50.357000+01:00
55,22.75,2022-03-04 10:31:12.192000+01:00
56,22.8,2022-03-04 10:46:33.574000+01:00
57,22.9,2022-03-04 11:01:54.928000+01:00
58,23.0,2022-03-04 11:17:16.146000+01:00
59,23.0,2022-03-04 11:32:37.036000+01:00
60,23.0,2022-03-04 11:47:57.769000+01:00
61,23.05,2022-03-04 12:03:18.050000+01:00
62,23.15,2022-03-04 12:18:38.168000+01:00
63,23.2,2022-03-04 12:33:58.046000+01:00
64,23.25,2022-03-04 12:49:17.572000+01:00
65,23.35,2022-03-04 13:04:36.822000+01:00
66,23.35,2022-03-04 13:19:55.788000+01:00
67,23.4,2022-03-04 13:35:14.899000+01:00
68,23.35,2022-03-04 13:50:33.870000+01:00
69,23.45,2022-03-04 14:05:52.731000+01:00
70,23.45,2022-03-04 14:21:11.463000+01:00
71,23.5,2022-03-04 14:36:30.173000+01:00
72,23.55,2022-03-04 14:51:48.671000+01:00
73,23.65,2022-03-04 15:07:06.963000+01:00
74,23.55,2022-03-04 15:22:25.297000+01:00
75,23.5,2022-03-04 15:37:43.545000+01:00
76,23.6,2022-03-04 15:53:01.871000+01:00
77,23.55,2022-03-04 16:08:20.143000+01:00
78,23.65,2022-03-04 16:23:38.567000+01:00
79,23.7,2022-03-04 16:38:56.684000+01:00
80,23.6,2022-03-04 16:54:14.469000+01:00
81,23.65,2022-03-04 17:09:32.485000+01:00
82,23.6,2022-03-04 17:24:50.664000+01:00
83,23.7,2022-03-04 17:40:09.048000+01:00
84,23.65,2022-03-04 17:55:27.618000+01:00
85,23.5,2022-03-04 18:10:46.071000+01:00
86,23.75,2022-03-04 18:26:04.693000+01:00
87,23.6,2022-03-04 18:41:23.419000+01:00
88,23.55,2022-03-04 18:56:42.219000+01:00
89,23.6,2022-03-04 19:12:00.981000+01:00
90,23.6,2022-03-04 19:27:19.509000+01:00
91,23.5,2022-03-04 19:42:38.066000+01:00
92,23.55,2022-03-04 19:57:56.610000+01:00
0,23.6,2022-03-04 20:13:15.183000+01:00
1,23.5,2022-03-04 20:28:33.823000+01:00
2,23.5,2022-03-04 20:43:52.335000+01:00
3,23.55,2022-03-04 20:59:10.920000+01:00
4,23.5,2022-03-04 21:14:29.571000+01:00
5,23.7,2022-03-04 21:29:48.215000+01:00
6,23.6,2022-03-04 21:45:07.055000+01:00
7,23.75,2022-03-04 22:00:25.876000+01:00
8,23.5,2022-03-04 22:15:44.841000+01:00
9,23.5,2022-03-04 22:31:03.884000+01:00
10,23.5,2022-03-04 22:46:22.907000+01:00
11,23.45,2022-03-04 23:01:41.784000+01:00
12,23.45,2022-03-04 23:17:00.593000+01:00
13,23.45,2022-03-04 23:32:19.367000+01:00
14,23.45,2022-03-04 23:47:38.244000+01:00
15,23.5,2022-03-05 00:02:57.071000+01:00
16,23.45,2022-03-05 00:18:15.922000+01:00
17,23.6,2022-03-05 00:33:34.684000+01:00
18,23.4,2022-03-05 00:48:53.623000+01:00
19,23.5,2022-03-05 01:04:12.582000+01:00
20,23.4,2022-03-05 01:19:31.415000+01:00
21,23.4,2022-03-05 01:34:50.562000+01:00
22,23.4,2022-03-05 01:50:09.874000+01:00
23,23.45,2022-03-05 02:05:29.067000+01:00
24,23.4,2022-03-05 02:20:48.357000+01:00
25,23.35,2022-03-05 02:36:07.922000+01:00
26,23.4,2022-03-05 02:51:27.776000+01:00
27,23.35,2022-03-05 03:06:47.635000+01:00
28,23.3,2022-03-05 03:22:07.070000+01:00
29,23.3,2022-03-05 03:37:26.569000+01:00
30,23.4,2022-03-05 03:52:46.409000+01:00
31,23.3,2022-03-05 04:08:06.013000+01:00
32,23.3,2022-03-05 04:23:25.615000+01:00
33,23.3,2022-03-05 04:38:45.087000+01:00
34,23.25,2022-03-05 04:54:04.806000+01:00
35,23.3,2022-03-05 05:09:24.544000+01:00
36,23.25,2022-03-05 05:24:44.039000+01:00
37,23.35,2022-03-05 05:40:03.653000+01:00
38,23.3,2022-03-05 05:55:23.496000+01:00
39,23.25,2022-03-05 06:10:43.344000+01:00
40,23.2,2022-03-05 06:26:03.131000+01:00
41,23.25,2022-03-05 06:41:22.858000+01:00
42,23.25,2022-03-05 06:56:42.513000+01:00
43,23.25,2022-03-05 07:12:02.072000+01:00
44,23.3,2022-03-05 07:27:21.620000+01:00
45,23.45,2022-03-05 07:42:41.431000+01:00
46,23.3,2022-03-05 07:58:01.464000+01:00
47,23.4,2022-03-05 08:13:21.324000+01:00
48,23.3,2022-03-05 08:28:41.050000+01:00
49,23.3,2022-03-05 08:44:00.643000+01:00
50,23.4,2022-03-05 08:59:20.204000+01:00
51,23.4,2022-03-05 09:14:39.344000+01:00
52,23.4,2022-03-05 09:29:58.360000+01:00
53,23.5,2022-03-05 09:45:17.301000+01:00
54,23.55,2022-03-05 10:00:36.130000+01:00
55,23.7,2022-03-05 10:15:54.745000+01:00
56,23.6,2022-03-05 10:31:13.198000+01:00
57,23.8,2022-03-05 10:46:31.443000+01:00
58,23.85,2022-03-05 11:01:49.293000+01:00
59,23.8,2022-03-05 11:17:06.996000+01:00
60,23.9,2022-03-05 11:32:24.577000+01:00
61,24.0,2022-03-05 11:47:41.894000+01:00
62,24.1,2022-03-05 12:02:59.164000+01:00
63,23.95,2022-03-05 12:18:16.299000+01:00
64,23.75,2022-03-05 12:33:34.391000+01:00
65,23.9,2022-03-05 12:48:52.515000+01:00
66,24.1,2022-03-05 13:04:09.981000+01:00
67,23.85,2022-03-05 13:19:27.092000+01:00
68,23.55,2022-03-05 13:34:45.283000+01:00
69,23.65,2022-03-05 13:50:03.859000+01:00
70,23.75,2022-03-05 14:05:22.024000+01:00
71,23.9,2022-03-05 14:20:39.644000+01:00
72,23.95,2022-03-05 14:35:56.942000+01:00
73,24.2,2022-03-05 14:51:14.082000+01:00
74,24.1,2022-03-05 15:06:30.982000+01:00
75,24.1,2022-03-05 15:21:47.792000+01:00
76,24.35,2022-03-05 15:37:04.325000+01:00
77,24.3,2022-03-05 15:52:20.497000+01:00
78,24.25,2022-03-05 16:07:36.472000+01:00
79,24.35,2022-03-05 16:22:52.295000+01:00
80,24.35,2022-03-05 16:38:08.184000+01:00
81,24.45,2022-03-05 16:53:23.807000+01:00
82,24.55,2022-03-05 17:08:39.373000+01:00
83,24.55,2022-03-05 17:23:54.713000+01:00
84,24.55,2022-03-05 17:39:09.940000+01:00
85,24.5,2022-03-05 17:54:25.068000+01:00
86,24.55,2022-03-05 18:09:39.950000+01:00
87,24.6,2022-03-05 18:24:54.569000+01:00
88,24.6,2022-03-05 18:40:09.016000+01:00
89,24.8,2022-03-05 18:55:23.279000+01:00
90,24.7,2022-03-05 19:10:37.494000+01:00
91,24.75,2022-03-05 19:25:51.760000+01:00
92,24.7,2022-03-05 19:41:05.761000+01:00
93,24.7,2022-03-05 19:56:19.750000+01:00
0,24.8,2022-03-05 20:11:33.734000+01:00
1,24.85,2022-03-05 20:26:47.732000+01:00
2,24.8,2022-03-05 20:42:01.249000+01:00
3,24.85,2022-03-05 20:57:14.715000+01:00
4,24.95,2022-03-05 21:12:28.062000+01:00
5,25.05,2022-03-05 21:27:41.686000+01:00
6,25.2,2022-03-05 21:42:55.044000+01:00
7,25.05,2022-03-05 21:58:08.400000+01:00
8,25.05,2022-03-05 22:13:21.559000+01:00
9,25.2,2022-03-05 22:28:34.560000+01:00
10,25.1,2022-03-05 22:43:47.631000+01:00
11,25.1,2022-03-05 22:59:00.255000+01:00
12,25.15,2022-03-05 23:14:12.753000+01:00
13,25.35,2022-03-05 23:29:25.226000+01:00
14,25.15,2022-03-05 23:44:37.571000+01:00
15,25.25,2022-03-05 23:59:49.918000+01:00
16,25.2,2022-03-06 00:15:02.139000+01:00
17,25.15,2022-03-06 00:30:14.105000+01:00
18,25.25,2022-03-06 00:45:26.125000+01:00
19,25.3,2022-03-06 01:00:38.435000+01:00
20,25.4,2022-03-06 01:15:50.678000+01:00
21,25.3,2022-03-06 01:31:03.017000+01:00
22,25.3,2022-03-06 01:46:15.123000+01:00
23,25.3,2022-03-06 02:01:27.316000+01:00
24,25.3,2022-03-06 02:16:39.541000+01:00
25,25.35,2022-03-06 02:31:51.541000+01:00
26,25.4,2022-03-06 02:47:03.675000+01:00
27,25.35,2022-03-06 03:02:15.749000+01:00
28,25.35,2022-03-06 03:17:27.854000+01:00
29,25.4,2022-03-06 03:32:40.004000+01:00
30,25.4,2022-03-06 03:47:51.945000+01:00
31,25.4,2022-03-06 04:03:03.910000+01:00
32,25.4,2022-03-06 04:18:15.904000+01:00
33,25.45,2022-03-06 04:33:27.847000+01:00
34,25.45,2022-03-06 04:48:39.843000+01:00
35,25.45,2022-03-06 05:03:51.533000+01:00
36,25.45,2022-03-06 05:19:03.241000+01:00
37,25.5,2022-03-06 05:34:14.660000+01:00
38,25.5,2022-03-06 05:49:26.049000+01:00
39,25.5,2022-03-06 06:04:37.538000+01:00
40,25.5,2022-03-06 06:19:49.067000+01:00
41,25.55,2022-03-06 06:35:00.730000+01:00
42,25.55,2022-03-06 06:50:12.201000+01:00
43,25.55,2022-03-06 07:05:23.614000+01:00
44,25.6,2022-03-06 07:20:35.166000+01:00
45,25.6,2022-03-06 07:35:46.705000+01:00
46,25.6,2022-03-06 07:50:58.296000+01:00
47,25.6,2022-03-06 08:06:09.777000+01:00
48,25.6,2022-03-06 08:21:21.112000+01:00
49,25.7,2022-03-06 08:36:32.022000+01:00
50,25.7,2022-03-06 08:51:42.666000+01:00
51,25.8,2022-03-06 09:06:53.185000+01:00
52,25.85,2022-03-06 09:22:03.857000+01:00
53,25.9,2022-03-06 09:37:14.411000+01:00
54,25.9,2022-03-06 09:52:24.628000+01:00
55,25.95,2022-03-06 10:07:34.873000+01:00
56,25.95,2022-03-06 10:22:44.989000+01:00
57,26.05,2022-03-06 10:37:55.131000+01:00
58,26.05,2022-03-06 10:53:04.968000+01:00
59,26.15,2022-03-06 11:08:14.646000+01:00
60,25.85,2022-03-06 11:23:24.469000+01:00
61,25.95,2022-03-06 11:38:35.261000+01:00
62,25.8,2022-03-06 11:53:46.284000+01:00
63,25.8,2022-03-06 12:08:57.368000+01:00
64,25.9,2022-03-06 12:24:07.859000+01:00
65,25.8,2022-03-06 12:39:18.384000+01:00
66,25.75,2022-03-06 12:54:29.026000+01:00
67,25.65,2022-03-06 13:09:39.883000+01:00
68,25.65,2022-03-06 13:24:51.429000+01:00
69,25.7,2022-03-06 13:40:02.146000+01:00
70,25.45,2022-03-06 13:55:14.150000+01:00
71,25.5,2022-03-06 14:10:25.966000+01:00
72,25.4,2022-03-06 14:25:37.875000+01:00
73,25.4,2022-03-06 14:40:49.958000+01:00
74,25.45,2022-03-06 14:56:02.337000+01:00
75,25.7,2022-03-06 15:11:14.447000+01:00
76,25.7,2022-03-06 15:26:26.395000+01:00
77,25.55,2022-03-06 15:41:38.298000+01:00
78,25.6,2022-03-06 15:56:50.141000+01:00
79,25.6,2022-03-06 16:12:01.812000+01:00
80,25.65,2022-03-06 16:27:13.180000+01:00
81,25.65,2022-03-06 16:42:24.505000+01:00
82,25.65,2022-03-06 16:57:35.848000+01:00
83,25.7,2022-03-06 17:12:47.445000+01:00
84,25.7,2022-03-06 17:27:58.961000+01:00
85,25.75,2022-03-06 17:43:10.363000+01:00
86,25.7,2022-03-06 17:58:21.709000+01:00
87,25.75,2022-03-06 18:13:33.009000+01:00
88,25.75,2022-03-06 18:28:44.091000+01:00
89,25.8,2022-03-06 18:43:55.057000+01:00
90,25.8,2022-03-06 18:59:06.197000+01:00
91,25.85,2022-03-06 19:14:17.312000+01:00
92,25.8,2022-03-06 19:29:28.414000+01:00
93,25.85,2022-03-06 19:44:39.288000+01:00
94,25.85,2022-03-06 19:59:50.023000+01:00
0,25.9,2022-03-06 20:15:01.150000+01:00
1,25.9,2022-03-06 20:30:12.235000+01:00
2,26.0,2022-03-06 20:45:22.872000+01:00
3,26.05,2022-03-06 21:00:33.336000+01:00
4,26.3,2022-03-06 21:15:42.717000+01:00
5,26.45,2022-03-06 21:30:51.764000+01:00
6,26.5,2022-03-06 21:46:00.548000+01:00
7,26.55,2022-03-06 22:01:09.161000+01:00
8,26.55,2022-03-06 22:16:17.300000+01:00
9,26.6,2022-03-06 22:31:25.187000+01:00
10,26.65,2022-03-06 22:46:33.192000+01:00
11,26.8,2022-03-06 23:01:41.214000+01:00
12,26.7,2022-03-06 23:16:49.256000+01:00
13,26.8,2022-03-06 23:31:56.917000+01:00
14,26.85,2022-03-06 23:47:04.304000+01:00
15,26.85,2022-03-07 00:02:11.965000+01:00
16,26.95,2022-03-07 00:17:19.395000+01:00
17,26.8,2022-03-07 00:32:27.002000+01:00
18,26.75,2022-03-07 00:47:34.759000+01:00
19,26.7,2022-03-07 01:02:42.471000+01:00
20,26.85,2022-03-07 01:17:50.428000+01:00
21,26.7,2022-03-07 01:32:58.231000+01:00
22,26.65,2022-03-07 01:48:06.275000+01:00
23,26.65,2022-03-07 02:03:14.540000+01:00
24,26.55,2022-03-07 02:18:22.935000+01:00
25,26.6,2022-03-07 02:33:31.476000+01:00
26,26.55,2022-03-07 02:48:40.101000+01:00
27,26.65,2022-03-07 03:03:48.735000+01:00
28,26.5,2022-03-07 03:18:57.359000+01:00
29,26.55,2022-03-07 03:34:06.107000+01:00
30,26.5,2022-03-07 03:49:15.045000+01:00
31,26.45,2022-03-07 04:04:24.208000+01:00
32,26.5,2022-03-07 04:19:33.547000+01:00
33,26.4,2022-03-07 04:34:43.063000+01:00
34,26.35,2022-03-07 04:49:52.537000+01:00
35,26.35,2022-03-07 05:05:02.058000+01:00
36,26.35,2022-03-07 05:20:11.543000+01:00
37,26.35,2022-03-07 05:35:21.096000+01:00
38,26.3,2022-03-07 05:50:30.822000+01:00
39,26.35,2022-03-07 06:05:40.428000+01:00
40,26.3,2022-03-07 06:20:50.071000+01:00
41,26.3,2022-03-07 06:35:59.971000+01:00
42,26.25,2022-03-07 06:51:10.077000+01:00
43,26.2,2022-03-07 07:06:20.277000+01:00
44,26.25,2022-03-07 07:21:30.408000+01:00
45,26.25,2022-03-07 07:36:40.513000+01:00
46,26.2,2022-03-07 07:51:50.465000+01:00
47,26.2,2022-03-07 08:07:00.256000+01:00
48,26.2,2022-03-07 08:22:10.003000+01:00
49,26.2,2022-03-07 08:37:20.100000+01:00
50,26.2,2022-03-07 08:52:29.657000+01:00
51,26.2,2022-03-07 09:07:39.506000+01:00
52,26.2,2022-03-07 09:22:49.570000+01:00
53,26.3,2022-03-07 09:37:59.655000+01:00
54,26.25,2022-03-07 09:53:09.577000+01:00
55,26.3,2022-03-07 10:08:19.525000+01:00
56,26.3,2022-03-07 10:23:29.283000+01:00
57,26.3,2022-03-07 10:38:39.201000+01:00
58,26.3,2022-03-07 10:53:49.016000+01:00
59,26.15,2022-03-07 11:08:59.048000+01:00
60,25.9,2022-03-07 11:24:10.390000+01:00
61,26.05,2022-03-07 11:39:21.164000+01:00
62,26.15,2022-03-07 11:54:31.719000+01:00
63,26.25,2022-03-07 12:09:42.042000+01:00
64,26.25,2022-03-07 12:24:52.242000+01:00
65,26.25,2022-03-07 12:40:02.430000+01:00
66,26.25,2022-03-07 12:55:12.622000+01:00
67,26.3,2022-03-07 13:10:22.808000+01:00
68,26.3,2022-03-07 13:25:32.722000+01:00
69,26.3,2022-03-07 13:40:42.392000+01:00
70,26.35,2022-03-07 13:55:52.128000+01:00
71,26.35,2022-03-07 14:11:01.404000+01:00
72,26.4,2022-03-07 14:26:10.909000+01:00
73,26.4,2022-03-07 14:41:20.254000+01:00
74,26.4,2022-03-07 14:56:29.502000+01:00
75,26.45,2022-03-07 15:11:38.854000+01:00
76,26.45,2022-03-07 15:26:48.009000+01:00
77,26.4,2022-03-07 15:41:57.292000+01:00
78,26.4,2022-03-07 15:57:06.733000+01:00
79,26.4,2022-03-07 16:12:15.978000+01:00
80,26.4,2022-03-07 16:27:25.386000+01:00
81,26.4,2022-03-07 16:42:34.504000+01:00
82,26.3,2022-03-07 16:57:44.036000+01:00
83,26.35,2022-03-07 17:12:53.722000+01:00
84,26.4,2022-03-07 17:28:03.305000+01:00
85,26.3,2022-03-07 17:43:13.132000+01:00
86,26.25,2022-03-07 17:58:23.012000+01:00
87,26.25,2022-03-07 18:13:33.176000+01:00
88,26.25,2022-03-07 18:28:43.214000+01:00
89,26.25,2022-03-07 18:43:53.433000+01:00
90,26.2,2022-03-07 18:59:03.501000+01:00
91,26.25,2022-03-07 19:14:13.708000+01:00
92,26.15,2022-03-07 19:29:24.047000+01:00
93,26.15,2022-03-07 19:44:34.532000+01:00
94,26.1,2022-03-07 19:59:45.027000+01:00
0,26.1,2022-03-07 20:14:55.710000+01:00
1,26.15,2022-03-07 20:30:06.055000+01:00
2,26.15,2022-03-07 20:45:16.361000+01:00
3,26.15,2022-03-07 21:00:26.693000+01:00
4,26.1,2022-03-07 21:15:36.885000+01:00
5,26.15,2022-03-07 21:30:47.068000+01:00
6,26.1,2022-03-07 21:45:57.257000+01:00
7,26.2,2022-03-07 22:01:07.547000+01:00
8,26.2,2022-03-07 22:16:17.857000+01:00
9,26.15,2022-03-07 22:31:28.327000+01:00
10,26.2,2022-03-07 22:46:38.828000+01:00
11,26.2,2022-03-07 23:01:49.308000+01:00
12,26.2,2022-03-07 23:16:59.730000+01:00
13,26.0,2022-03-07 23:32:10.545000+01:00
14,26.1,2022-03-07 23:47:21.520000+01:00
15,26.05,2022-03-08 00:02:32.747000+01:00
16,26.0,2022-03-08 00:17:43.898000+01:00
17,26.05,2022-03-08 00:32:54.966000+01:00
18,26.1,2022-03-08 00:48:05.708000+01:00
19,26.1,2022-03-08 01:03:16.303000+01:00
20,26.15,2022-03-08 01:18:26.855000+01:00
21,26.1,2022-03-08 01:33:37.276000+01:00
22,26.2,2022-03-08 01:48:47.771000+01:00
23,26.25,2022-03-08 02:03:58.073000+01:00
24,26.2,2022-03-08 02:19:08.072000+01:00
25,26.2,2022-03-08 02:34:18.231000+01:00
26,26.25,2022-03-08 02:49:28.512000+01:00
27,26.3,2022-03-08 03:04:38.539000+01:00
28,26.3,2022-03-08 03:19:48.778000+01:00
29,26.3,2022-03-08 03:34:58.929000+01:00
30,26.25,2022-03-08 03:50:09.201000+01:00
31,26.3,2022-03-08 04:05:19.516000+01:00
32,26.3,2022-03-08 04:20:29.910000+01:00
33,26.3,2022-03-08 04:35:40.092000+01:00
34,26.35,2022-03-08 04:50:50.184000+01:00
35,26.35,2022-03-08 05:06:00.115000+01:00
36,26.4,2022-03-08 05:21:10.022000+01:00
37,26.35,2022-03-08 05:36:19.985000+01:00
