,1Entrance1,timestamp
92,23.9,2022-02-18 18:34:15.988000+01:00
93,23.75,2022-02-18 18:48:44.943000+01:00
94,23.75,2022-02-18 19:03:13.723000+01:00
95,23.7,2022-02-18 19:17:42.368000+01:00
96,23.75,2022-02-18 19:32:10.971000+01:00
97,23.75,2022-02-18 19:46:39.484000+01:00
98,23.8,2022-02-18 20:01:08.107000+01:00
0,23.85,2022-02-18 20:15:36.559000+01:00
1,23.8,2022-02-18 20:30:04.948000+01:00
2,23.6,2022-02-18 20:44:33.754000+01:00
3,23.65,2022-02-18 20:59:02.549000+01:00
4,23.75,2022-02-18 21:13:31.328000+01:00
5,23.55,2022-02-18 21:28:00.224000+01:00
6,23.5,2022-02-18 21:42:29.412000+01:00
7,23.55,2022-02-18 21:56:58.728000+01:00
8,23.55,2022-02-18 22:11:28.253000+01:00
9,23.55,2022-02-18 22:25:58.118000+01:00
10,23.45,2022-02-18 22:40:27.776000+01:00
11,23.5,2022-02-18 22:54:58.037000+01:00
12,23.5,2022-02-18 23:09:27.352000+01:00
13,23.5,2022-02-18 23:23:57.176000+01:00
14,23.4,2022-02-18 23:38:27.214000+01:00
15,23.35,2022-02-18 23:52:57.251000+01:00
16,23.3,2022-02-19 00:07:27.402000+01:00
17,23.3,2022-02-19 00:21:57.746000+01:00
18,23.3,2022-02-19 00:36:28.213000+01:00
19,23.25,2022-02-19 00:50:58.670000+01:00
20,23.3,2022-02-19 01:05:29.268000+01:00
21,23.2,2022-02-19 01:20:00.047000+01:00
22,23.3,2022-02-19 01:34:31.004000+01:00
23,23.2,2022-02-19 01:49:01.878000+01:00
24,23.1,2022-02-19 02:03:32.860000+01:00
25,23.05,2022-02-19 02:18:03.715000+01:00
26,23.15,2022-02-19 02:32:34.889000+01:00
27,23.0,2022-02-19 02:47:06.080000+01:00
28,22.95,2022-02-19 03:01:37.382000+01:00
29,22.9,2022-02-19 03:16:08.554000+01:00
30,22.9,2022-02-19 03:30:39.892000+01:00
31,22.85,2022-02-19 03:45:11.448000+01:00
32,22.95,2022-02-19 03:59:43.054000+01:00
33,22.8,2022-02-19 04:14:14.727000+01:00
34,22.8,2022-02-19 04:28:46.567000+01:00
35,22.8,2022-02-19 04:43:18.506000+01:00
36,22.75,2022-02-19 04:57:50.629000+01:00
37,22.75,2022-02-19 05:12:22.819000+01:00
38,22.75,2022-02-19 05:26:54.896000+01:00
39,22.8,2022-02-19 05:41:27.138000+01:00
40,22.7,2022-02-19 05:55:59.525000+01:00
41,22.75,2022-02-19 06:10:31.895000+01:00
42,22.6,2022-02-19 06:25:04.398000+01:00
43,22.55,2022-02-19 06:39:36.588000+01:00
44,22.65,2022-02-19 06:54:08.857000+01:00
45,22.55,2022-02-19 07:08:41.206000+01:00
46,22.5,2022-02-19 07:23:13.706000+01:00
47,22.6,2022-02-19 07:37:46.253000+01:00
48,22.7,2022-02-19 07:52:18.382000+01:00
49,22.7,2022-02-19 08:06:50.475000+01:00
50,23.0,2022-02-19 08:21:22.308000+01:00
51,23.25,2022-02-19 08:35:53.167000+01:00
52,23.25,2022-02-19 08:50:23.319000+01:00
53,23.3,2022-02-19 09:04:53.045000+01:00
54,23.3,2022-02-19 09:19:22.722000+01:00
55,23.35,2022-02-19 09:33:52.427000+01:00
56,23.6,2022-02-19 09:48:21.848000+01:00
57,23.35,2022-02-19 10:02:51.222000+01:00
58,23.5,2022-02-19 10:17:20.220000+01:00
59,23.55,2022-02-19 10:31:49.343000+01:00
60,23.65,2022-02-19 10:46:18.132000+01:00
61,23.85,2022-02-19 11:00:46.343000+01:00
62,23.95,2022-02-19 11:15:14.442000+01:00
63,24.1,2022-02-19 11:29:42.369000+01:00
64,23.95,2022-02-19 11:44:10.199000+01:00
65,23.95,2022-02-19 11:58:37.621000+01:00
66,24.0,2022-02-19 12:13:05.089000+01:00
67,24.0,2022-02-19 12:27:33.477000+01:00
68,23.95,2022-02-19 12:42:00.522000+01:00
69,23.95,2022-02-19 12:56:28.235000+01:00
70,24.1,2022-02-19 13:10:55.985000+01:00
71,23.95,2022-02-19 13:25:23.848000+01:00
72,23.85,2022-02-19 13:39:51.633000+01:00
73,23.95,2022-02-19 13:54:19.745000+01:00
74,24.05,2022-02-19 14:08:47.782000+01:00
75,23.95,2022-02-19 14:23:15.537000+01:00
76,24.05,2022-02-19 14:37:43.453000+01:00
77,23.9,2022-02-19 14:52:11.307000+01:00
78,23.9,2022-02-19 15:06:39.196000+01:00
79,23.95,2022-02-19 15:21:07.328000+01:00
80,23.9,2022-02-19 15:35:35.521000+01:00
81,24.05,2022-02-19 15:50:03.561000+01:00
82,23.75,2022-02-19 16:04:32.066000+01:00
83,23.9,2022-02-19 16:19:00.362000+01:00
84,23.9,2022-02-19 16:33:28.279000+01:00
85,24.05,2022-02-19 16:47:56.196000+01:00
86,23.85,2022-02-19 17:02:24.357000+01:00
87,23.85,2022-02-19 17:16:52.621000+01:00
88,23.85,2022-02-19 17:31:21.063000+01:00
89,23.7,2022-02-19 17:45:49.618000+01:00
90,23.8,2022-02-19 18:00:18.055000+01:00
91,24.0,2022-02-19 18:14:46.196000+01:00
92,23.95,2022-02-19 18:31:16.037000+01:00
93,23.85,2022-02-19 18:47:46.083000+01:00
94,23.7,2022-02-19 19:02:14.473000+01:00
95,23.7,2022-02-19 19:16:42.762000+01:00
96,23.8,2022-02-19 19:31:11.383000+01:00
97,23.75,2022-02-19 19:45:39.891000+01:00
98,23.65,2022-02-19 20:00:08.596000+01:00
0,23.65,2022-02-19 20:14:37.092000+01:00
1,23.65,2022-02-19 20:29:05.739000+01:00
2,23.45,2022-02-19 20:43:34.959000+01:00
3,23.5,2022-02-19 20:58:04.163000+01:00
4,23.45,2022-02-19 21:12:33.415000+01:00
5,23.4,2022-02-19 21:27:02.745000+01:00
6,23.55,2022-02-19 21:41:31.945000+01:00
7,23.45,2022-02-19 21:56:01.071000+01:00
8,23.45,2022-02-19 22:10:30.068000+01:00
9,23.45,2022-02-19 22:24:59.442000+01:00
10,23.4,2022-02-19 22:39:29.050000+01:00
11,23.45,2022-02-19 22:53:58.658000+01:00
12,23.4,2022-02-19 23:08:28.079000+01:00
13,23.4,2022-02-19 23:22:57.513000+01:00
14,23.5,2022-02-19 23:37:26.969000+01:00
15,23.35,2022-02-19 23:51:56.417000+01:00
16,23.45,2022-02-20 00:06:26.470000+01:00
17,23.35,2022-02-20 00:20:56.470000+01:00
18,23.25,2022-02-20 00:35:26.542000+01:00
19,23.2,2022-02-20 00:49:56.560000+01:00
20,23.1,2022-02-20 01:04:26.792000+01:00
21,23.1,2022-02-20 01:18:57.215000+01:00
22,23.1,2022-02-20 01:33:27.800000+01:00
23,22.95,2022-02-20 01:47:58.484000+01:00
24,23.05,2022-02-20 02:02:29.182000+01:00
25,22.9,2022-02-20 02:17:00.251000+01:00
26,22.95,2022-02-20 02:31:31.082000+01:00
27,22.9,2022-02-20 02:46:02.009000+01:00
28,22.8,2022-02-20 03:00:33.292000+01:00
29,22.9,2022-02-20 03:15:04.459000+01:00
30,22.75,2022-02-20 03:29:35.604000+01:00
31,22.9,2022-02-20 03:44:07.016000+01:00
32,22.75,2022-02-20 03:58:38.594000+01:00
33,22.7,2022-02-20 04:13:09.995000+01:00
34,22.6,2022-02-20 04:27:41.522000+01:00
35,22.65,2022-02-20 04:42:13.325000+01:00
36,22.8,2022-02-20 04:56:45.097000+01:00
37,22.6,2022-02-20 05:11:16.789000+01:00
38,22.55,2022-02-20 05:25:48.420000+01:00
39,22.5,2022-02-20 05:40:20.318000+01:00
40,22.6,2022-02-20 05:54:52.354000+01:00
41,22.45,2022-02-20 06:09:24.455000+01:00
42,22.45,2022-02-20 06:23:56.616000+01:00
43,22.6,2022-02-20 06:38:28.719000+01:00
44,22.5,2022-02-20 06:53:00.908000+01:00
45,22.4,2022-02-20 07:07:33.248000+01:00
46,22.5,2022-02-20 07:22:05.821000+01:00
47,22.4,2022-02-20 07:36:38.336000+01:00
48,22.4,2022-02-20 07:51:10.751000+01:00
49,22.4,2022-02-20 08:05:43.115000+01:00
50,22.45,2022-02-20 08:20:16.076000+01:00
51,22.5,2022-02-20 08:34:48.448000+01:00
52,22.75,2022-02-20 08:49:20.090000+01:00
53,22.95,2022-02-20 09:03:51.193000+01:00
54,23.0,2022-02-20 09:18:22.117000+01:00
55,23.1,2022-02-20 09:32:52.624000+01:00
56,23.3,2022-02-20 09:47:22.522000+01:00
57,23.35,2022-02-20 10:01:52.128000+01:00
58,23.45,2022-02-20 10:16:21.527000+01:00
59,23.6,2022-02-20 10:30:50.818000+01:00
60,23.65,2022-02-20 10:45:19.857000+01:00
61,23.75,2022-02-20 10:59:48.582000+01:00
62,23.8,2022-02-20 11:14:17.113000+01:00
63,23.7,2022-02-20 11:28:45.751000+01:00
64,23.85,2022-02-20 11:43:14.309000+01:00
65,23.9,2022-02-20 11:57:42.608000+01:00
66,23.85,2022-02-20 12:12:11.125000+01:00
67,24.0,2022-02-20 12:26:38.897000+01:00
68,24.3,2022-02-20 12:41:06.470000+01:00
69,24.15,2022-02-20 12:55:33.408000+01:00
70,24.3,2022-02-20 13:10:00.676000+01:00
71,24.2,2022-02-20 13:24:27.663000+01:00
72,24.3,2022-02-20 13:38:54.748000+01:00
73,24.3,2022-02-20 13:53:21.434000+01:00
74,24.3,2022-02-20 14:07:48.448000+01:00
75,24.35,2022-02-20 14:22:15.309000+01:00
76,24.55,2022-02-20 14:36:42.198000+01:00
77,24.4,2022-02-20 14:51:08.485000+01:00
78,24.55,2022-02-20 15:05:34.926000+01:00
79,24.45,2022-02-20 15:20:01.356000+01:00
80,24.5,2022-02-20 15:34:27.781000+01:00
81,24.4,2022-02-20 15:48:54.476000+01:00
82,24.45,2022-02-20 16:03:21.449000+01:00
83,24.35,2022-02-20 16:17:48.314000+01:00
84,24.4,2022-02-20 16:32:15.005000+01:00
85,24.4,2022-02-20 16:46:41.747000+01:00
86,24.65,2022-02-20 17:01:08.373000+01:00
87,24.65,2022-02-20 17:15:34.660000+01:00
88,24.55,2022-02-20 17:30:00.770000+01:00
89,24.45,2022-02-20 17:46:28.992000+01:00
90,24.25,2022-02-20 18:02:58.361000+01:00
91,24.25,2022-02-20 18:19:28.105000+01:00
92,24.2,2022-02-20 18:33:55.134000+01:00
93,24.3,2022-02-20 18:48:22.186000+01:00
94,24.15,2022-02-20 19:04:51.292000+01:00
95,23.95,2022-02-20 19:19:19.281000+01:00
96,24.0,2022-02-20 19:33:47.553000+01:00
97,23.85,2022-02-20 19:48:16.213000+01:00
98,23.8,2022-02-20 20:02:44.965000+01:00
0,23.85,2022-02-20 20:17:14.063000+01:00
1,23.65,2022-02-20 20:31:43.164000+01:00
2,23.55,2022-02-20 20:46:12.737000+01:00
3,23.6,2022-02-20 21:00:42.448000+01:00
4,23.2,2022-02-20 21:15:12.851000+01:00
5,23.45,2022-02-20 21:29:43.925000+01:00
6,23.45,2022-02-20 21:44:14.390000+01:00
7,23.35,2022-02-20 21:58:45.223000+01:00
8,23.15,2022-02-20 22:13:15.514000+01:00
9,23.3,2022-02-20 22:27:45.555000+01:00
10,23.35,2022-02-20 22:42:15.630000+01:00
11,23.35,2022-02-20 22:56:45.778000+01:00
12,23.35,2022-02-20 23:11:16.032000+01:00
13,23.15,2022-02-20 23:25:46.618000+01:00
14,23.15,2022-02-20 23:40:17.265000+01:00
15,23.2,2022-02-20 23:54:48.113000+01:00
16,23.2,2022-02-21 00:09:18.814000+01:00
17,22.95,2022-02-21 00:23:49.620000+01:00
18,23.1,2022-02-21 00:38:20.563000+01:00
19,22.95,2022-02-21 00:52:51.607000+01:00
20,22.9,2022-02-21 01:07:22.878000+01:00
21,22.85,2022-02-21 01:21:54.219000+01:00
22,22.95,2022-02-21 01:36:25.521000+01:00
23,22.9,2022-02-21 01:50:56.878000+01:00
24,22.75,2022-02-21 02:05:28.500000+01:00
25,22.8,2022-02-21 02:19:59.975000+01:00
26,22.95,2022-02-21 02:34:31.631000+01:00
27,22.45,2022-02-21 02:49:03.646000+01:00
28,22.55,2022-02-21 03:03:36.327000+01:00
29,22.65,2022-02-21 03:18:08.505000+01:00
30,22.65,2022-02-21 03:32:40.693000+01:00
31,22.75,2022-02-21 03:47:12.801000+01:00
32,22.6,2022-02-21 04:01:44.894000+01:00
33,22.55,2022-02-21 04:16:16.902000+01:00
34,22.7,2022-02-21 04:30:49.057000+01:00
35,22.55,2022-02-21 04:45:21.321000+01:00
36,22.55,2022-02-21 04:59:53.640000+01:00
37,22.35,2022-02-21 05:14:25.971000+01:00
38,22.55,2022-02-21 05:28:58.214000+01:00
39,22.4,2022-02-21 05:43:30.694000+01:00
40,22.4,2022-02-21 05:58:03.226000+01:00
41,22.35,2022-02-21 06:12:35.765000+01:00
42,22.3,2022-02-21 06:27:08.970000+01:00
43,22.3,2022-02-21 06:41:41.862000+01:00
44,22.35,2022-02-21 06:56:14.915000+01:00
45,22.35,2022-02-21 07:10:47.702000+01:00
46,22.7,2022-02-21 07:25:19.888000+01:00
47,22.85,2022-02-21 07:39:51.321000+01:00
48,23.1,2022-02-21 07:54:22.410000+01:00
49,23.15,2022-02-21 08:08:53.089000+01:00
50,23.3,2022-02-21 08:23:23.481000+01:00
51,23.35,2022-02-21 08:37:53.423000+01:00
52,23.35,2022-02-21 08:52:23.320000+01:00
53,23.35,2022-02-21 09:06:53.511000+01:00
54,23.35,2022-02-21 09:21:23.525000+01:00
55,23.4,2022-02-21 09:35:53.472000+01:00
56,23.15,2022-02-21 09:50:24.163000+01:00
57,23.25,2022-02-21 10:04:54.743000+01:00
58,23.3,2022-02-21 10:21:27.457000+01:00
59,23.35,2022-02-21 10:35:57.267000+01:00
60,23.35,2022-02-21 10:50:26.874000+01:00
61,23.35,2022-02-21 11:04:56.659000+01:00
62,23.35,2022-02-21 11:21:28.467000+01:00
63,23.35,2022-02-21 11:38:00.439000+01:00
64,23.35,2022-02-21 11:52:30.187000+01:00
65,23.35,2022-02-21 12:06:59.901000+01:00
66,23.2,2022-02-21 12:21:29.771000+01:00
67,22.7,2022-02-21 12:36:01.841000+01:00
68,22.7,2022-02-21 12:50:33.371000+01:00
69,22.85,2022-02-21 13:05:05.014000+01:00
70,23.0,2022-02-21 13:19:35.781000+01:00
71,23.05,2022-02-21 13:34:06.487000+01:00
72,23.1,2022-02-21 13:48:37.139000+01:00
73,23.15,2022-02-21 14:03:07.889000+01:00
74,23.2,2022-02-21 14:17:38.461000+01:00
75,23.15,2022-02-21 14:32:08.954000+01:00
76,23.3,2022-02-21 14:46:39.284000+01:00
77,23.3,2022-02-21 15:01:09.489000+01:00
78,23.35,2022-02-21 15:15:39.290000+01:00
79,23.5,2022-02-21 15:30:08.792000+01:00
80,23.5,2022-02-21 15:44:38.289000+01:00
81,23.15,2022-02-21 15:59:07.884000+01:00
82,23.4,2022-02-21 16:13:38.213000+01:00
83,23.35,2022-02-21 16:28:08.320000+01:00
84,23.35,2022-02-21 16:42:38.387000+01:00
85,23.4,2022-02-21 16:57:08.396000+01:00
86,23.5,2022-02-21 17:11:37.908000+01:00
87,23.35,2022-02-21 17:26:07.429000+01:00
88,23.4,2022-02-21 17:40:37.337000+01:00
89,23.35,2022-02-21 17:55:07.160000+01:00
90,23.35,2022-02-21 18:09:37.043000+01:00
91,23.35,2022-02-21 18:24:06.927000+01:00
92,23.25,2022-02-21 18:38:37.238000+01:00
93,23.4,2022-02-21 18:53:07+01:00
94,23.35,2022-02-21 19:07:36.456000+01:00
95,23.35,2022-02-21 19:22:06.274000+01:00
96,22.95,2022-02-21 19:36:36.280000+01:00
97,22.85,2022-02-21 19:51:07.212000+01:00
98,22.7,2022-02-21 20:05:38.944000+01:00
0,22.85,2022-02-21 20:20:10.568000+01:00
1,22.9,2022-02-21 20:34:41.964000+01:00
2,22.9,2022-02-21 20:49:13.101000+01:00
3,22.9,2022-02-21 21:03:44.337000+01:00
4,22.7,2022-02-21 21:18:15.720000+01:00
5,22.8,2022-02-21 21:32:47.485000+01:00
6,22.9,2022-02-21 21:47:18.546000+01:00
7,23.0,2022-02-21 22:01:49.505000+01:00
8,23.0,2022-02-21 22:16:20.331000+01:00
9,22.8,2022-02-21 22:30:51.494000+01:00
10,22.8,2022-02-21 22:45:22.706000+01:00
11,22.75,2022-02-21 22:59:54.129000+01:00
12,22.85,2022-02-21 23:14:25.446000+01:00
13,22.65,2022-02-21 23:28:56.972000+01:00
14,22.6,2022-02-21 23:43:28.514000+01:00
15,22.6,2022-02-21 23:58:00.256000+01:00
16,22.3,2022-02-22 00:12:32.444000+01:00
17,22.35,2022-02-22 00:27:05.043000+01:00
18,22.3,2022-02-22 00:41:37.478000+01:00
19,22.2,2022-02-22 00:56:10.010000+01:00
20,22.1,2022-02-22 01:10:42.956000+01:00
21,22.35,2022-02-22 01:25:16.242000+01:00
22,22.3,2022-02-22 01:39:49.353000+01:00
23,22.3,2022-02-22 01:54:22.384000+01:00
24,22.2,2022-02-22 02:08:55.596000+01:00
25,22.2,2022-02-22 02:23:28.621000+01:00
26,22.15,2022-02-22 02:38:01.761000+01:00
27,22.1,2022-02-22 02:52:35.189000+01:00
28,22.15,2022-02-22 03:07:08.686000+01:00
29,22.05,2022-02-22 03:21:42.249000+01:00
30,22.15,2022-02-22 03:36:16.255000+01:00
31,21.9,2022-02-22 03:50:50.248000+01:00
32,21.95,2022-02-22 04:05:24.397000+01:00
33,21.95,2022-02-22 04:19:58.498000+01:00
34,21.85,2022-02-22 04:34:32.784000+01:00
35,21.9,2022-02-22 04:49:07.025000+01:00
36,21.8,2022-02-22 05:03:41.354000+01:00
37,21.8,2022-02-22 05:18:15.661000+01:00
38,21.8,2022-02-22 05:32:49.862000+01:00
39,21.65,2022-02-22 05:47:24.173000+01:00
40,21.7,2022-02-22 06:01:58.896000+01:00
41,21.6,2022-02-22 06:16:33.635000+01:00
42,21.6,2022-02-22 06:31:08.374000+01:00
43,21.45,2022-02-22 06:45:43.127000+01:00
44,21.4,2022-02-22 07:00:18.050000+01:00
45,21.65,2022-02-22 07:14:52.858000+01:00
46,21.45,2022-02-22 07:29:27.963000+01:00
47,21.35,2022-02-22 07:44:03.186000+01:00
48,20.95,2022-02-22 07:58:39.268000+01:00
49,21.6,2022-02-22 08:13:15.172000+01:00
50,21.8,2022-02-22 08:27:49.528000+01:00
51,21.8,2022-02-22 08:42:24.041000+01:00
52,21.8,2022-02-22 08:56:58.372000+01:00
53,21.95,2022-02-22 09:11:32.505000+01:00
54,22.2,2022-02-22 09:26:06.307000+01:00
55,22.35,2022-02-22 09:40:39.446000+01:00
56,22.5,2022-02-22 09:55:11.896000+01:00
57,22.65,2022-02-22 10:09:44.170000+01:00
58,22.7,2022-02-22 10:24:16.206000+01:00
59,22.85,2022-02-22 10:38:47.668000+01:00
60,22.85,2022-02-22 10:53:18.899000+01:00
61,22.95,2022-02-22 11:07:49.970000+01:00
62,23.15,2022-02-22 11:22:20.391000+01:00
63,23.4,2022-02-22 11:36:50.339000+01:00
64,23.4,2022-02-22 11:51:19.869000+01:00
65,23.55,2022-02-22 12:05:49.087000+01:00
66,23.65,2022-02-22 12:20:18.107000+01:00
67,23.9,2022-02-22 12:34:46.654000+01:00
68,23.85,2022-02-22 12:49:14.757000+01:00
69,23.9,2022-02-22 13:03:42.836000+01:00
70,24.0,2022-02-22 13:18:10.740000+01:00
71,24.0,2022-02-22 13:32:38.602000+01:00
72,24.1,2022-02-22 13:49:08.163000+01:00
73,24.05,2022-02-22 14:03:35.389000+01:00
74,24.15,2022-02-22 14:18:02.850000+01:00
75,24.25,2022-02-22 14:32:30.198000+01:00
76,24.2,2022-02-22 14:46:57.691000+01:00
77,24.3,2022-02-22 15:01:25.206000+01:00
78,24.25,2022-02-22 15:15:52.665000+01:00
79,24.2,2022-02-22 15:30:19.976000+01:00
80,24.2,2022-02-22 15:44:47.208000+01:00
81,24.2,2022-02-22 15:59:14.537000+01:00
82,24.15,2022-02-22 16:13:41.943000+01:00
83,24.2,2022-02-22 16:28:09.301000+01:00
84,24.3,2022-02-22 16:44:38.501000+01:00
85,24.45,2022-02-22 17:01:07.528000+01:00
86,24.45,2022-02-22 17:17:35.680000+01:00
87,24.05,2022-02-22 17:34:04.809000+01:00
88,23.6,2022-02-22 17:48:33.489000+01:00
89,23.5,2022-02-22 18:03:02.627000+01:00
90,23.5,2022-02-22 18:17:32.190000+01:00
91,23.35,2022-02-22 18:32:01.864000+01:00
92,23.5,2022-02-22 18:46:31.553000+01:00
93,23.45,2022-02-22 19:01:00.910000+01:00
94,23.45,2022-02-22 19:15:30.583000+01:00
95,23.45,2022-02-22 19:30:00.123000+01:00
96,23.5,2022-02-22 19:44:29.530000+01:00
97,23.5,2022-02-22 19:58:58.813000+01:00
0,23.5,2022-02-22 20:13:28.162000+01:00
1,23.45,2022-02-22 20:27:57.480000+01:00
2,23.55,2022-02-22 20:42:26.865000+01:00
3,23.4,2022-02-22 20:56:56.341000+01:00
4,23.4,2022-02-22 21:11:25.607000+01:00
5,23.5,2022-02-22 21:25:55.039000+01:00
6,23.45,2022-02-22 21:40:24.382000+01:00
7,23.45,2022-02-22 21:54:53.763000+01:00
8,23.65,2022-02-22 22:09:22.866000+01:00
9,23.7,2022-02-22 22:23:51.700000+01:00
10,23.8,2022-02-22 22:38:20.202000+01:00
11,23.8,2022-02-22 22:52:48.514000+01:00
12,23.8,2022-02-22 23:07:16.812000+01:00
13,23.8,2022-02-22 23:21:45.099000+01:00
14,23.8,2022-02-22 23:36:13.578000+01:00
15,23.85,2022-02-22 23:50:41.873000+01:00
16,23.85,2022-02-23 00:05:10.385000+01:00
17,23.8,2022-02-23 00:19:38.860000+01:00
18,23.55,2022-02-23 00:34:07.939000+01:00
19,23.5,2022-02-23 00:50:39.558000+01:00
20,23.45,2022-02-23 01:05:09.023000+01:00
21,23.45,2022-02-23 01:19:38.239000+01:00
22,23.4,2022-02-23 01:34:07.329000+01:00
23,23.4,2022-02-23 01:48:36.640000+01:00
24,23.5,2022-02-23 02:03:06.220000+01:00
25,23.35,2022-02-23 02:17:35.781000+01:00
26,23.35,2022-02-23 02:32:05.371000+01:00
27,23.3,2022-02-23 02:46:35.191000+01:00
28,23.25,2022-02-23 03:01:05.120000+01:00
29,23.25,2022-02-23 03:15:35.160000+01:00
30,23.4,2022-02-23 03:30:05.293000+01:00
31,23.2,2022-02-23 03:44:35.378000+01:00
32,23.2,2022-02-23 03:59:05.836000+01:00
33,23.15,2022-02-23 04:13:36.305000+01:00
34,23.15,2022-02-23 04:28:06.796000+01:00
35,23.15,2022-02-23 04:42:37.297000+01:00
36,23.1,2022-02-23 04:57:07.809000+01:00
37,23.15,2022-02-23 05:11:38.324000+01:00
38,23.1,2022-02-23 05:26:08.615000+01:00
39,23.0,2022-02-23 05:40:39.186000+01:00
40,22.9,2022-02-23 05:55:10.013000+01:00
41,22.85,2022-02-23 06:09:40.781000+01:00
42,23.2,2022-02-23 06:24:11.310000+01:00
43,23.3,2022-02-23 06:38:41.406000+01:00
44,23.25,2022-02-23 06:53:11.602000+01:00
45,23.3,2022-02-23 07:07:41.589000+01:00
46,23.3,2022-02-23 07:22:11.578000+01:00
47,23.3,2022-02-23 07:36:41.474000+01:00
48,23.3,2022-02-23 07:51:11.350000+01:00
49,23.3,2022-02-23 08:05:41.215000+01:00
50,23.3,2022-02-23 08:20:11.349000+01:00
51,23.25,2022-02-23 08:34:41.479000+01:00
52,23.5,2022-02-23 08:49:11.069000+01:00
53,23.6,2022-02-23 09:03:40.118000+01:00
54,23.8,2022-02-23 09:18:08.640000+01:00
55,23.95,2022-02-23 09:32:36.532000+01:00
56,24.15,2022-02-23 09:47:04.278000+01:00
57,23.75,2022-02-23 10:01:32.016000+01:00
58,23.75,2022-02-23 10:16:00.616000+01:00
59,23.55,2022-02-23 10:30:29.158000+01:00
60,23.5,2022-02-23 10:44:58.027000+01:00
61,23.6,2022-02-23 10:59:26.967000+01:00
62,23.7,2022-02-23 11:13:55.800000+01:00
63,23.95,2022-02-23 11:28:24.155000+01:00
64,23.95,2022-02-23 11:42:52.155000+01:00
65,23.85,2022-02-23 11:57:20.283000+01:00
66,23.95,2022-02-23 12:11:48.584000+01:00
67,23.85,2022-02-23 12:26:16.811000+01:00
68,24.0,2022-02-23 12:40:44.976000+01:00
69,23.95,2022-02-23 12:57:14.877000+01:00
70,24.2,2022-02-23 13:11:42.165000+01:00
71,24.3,2022-02-23 13:26:08.873000+01:00
72,24.4,2022-02-23 13:42:37.248000+01:00
73,24.45,2022-02-23 13:59:06.165000+01:00
74,24.4,2022-02-23 14:15:35.345000+01:00
75,24.65,2022-02-23 14:32:04.199000+01:00
76,24.65,2022-02-23 14:48:32.571000+01:00
77,24.75,2022-02-23 15:05:00.758000+01:00
78,24.9,2022-02-23 15:19:26.784000+01:00
79,24.8,2022-02-23 15:33:52.626000+01:00
80,24.75,2022-02-23 15:48:18.436000+01:00
81,24.75,2022-02-23 16:02:44.489000+01:00
82,24.75,2022-02-23 16:17:10.512000+01:00
83,24.7,2022-02-23 16:31:36.739000+01:00
84,24.65,2022-02-23 16:48:04.944000+01:00
85,24.6,2022-02-23 17:04:33.221000+01:00
86,24.55,2022-02-23 17:21:01.677000+01:00
87,24.5,2022-02-23 17:37:30.423000+01:00
88,24.5,2022-02-23 17:53:59.435000+01:00
89,24.5,2022-02-23 18:08:25.955000+01:00
90,24.5,2022-02-23 18:22:52.775000+01:00
91,23.85,2022-02-23 18:37:20.421000+01:00
92,23.85,2022-02-23 18:51:48.867000+01:00
93,23.9,2022-02-23 19:06:17.579000+01:00
94,23.85,2022-02-23 19:20:46.343000+01:00
95,23.85,2022-02-23 19:37:17.286000+01:00
96,23.75,2022-02-23 19:53:48.264000+01:00
97,23.7,2022-02-23 20:08:16.783000+01:00
0,23.7,2022-02-23 20:22:44.923000+01:00
1,23.75,2022-02-23 20:39:15.336000+01:00
2,23.75,2022-02-23 20:55:46.209000+01:00
3,23.85,2022-02-23 21:12:16.541000+01:00
4,23.85,2022-02-23 21:28:46.657000+01:00
5,23.95,2022-02-23 21:43:14.418000+01:00
6,23.95,2022-02-23 21:57:41.963000+01:00
7,24.05,2022-02-23 22:12:09.524000+01:00
8,23.95,2022-02-23 22:26:37.281000+01:00
9,23.9,2022-02-23 22:41:05.081000+01:00
10,23.9,2022-02-23 22:57:34.960000+01:00
11,24.3,2022-02-23 23:14:04.991000+01:00
12,24.6,2022-02-23 23:30:33.223000+01:00
13,24.4,2022-02-23 23:47:01.946000+01:00
14,24.35,2022-02-24 00:03:30.727000+01:00
15,24.4,2022-02-24 00:19:59.526000+01:00
16,24.55,2022-02-24 00:36:28.738000+01:00
17,24.4,2022-02-24 00:52:58.086000+01:00
18,24.35,2022-02-24 01:07:25.197000+01:00
19,24.45,2022-02-24 01:21:51.862000+01:00
20,24.4,2022-02-24 01:38:20.396000+01:00
21,24.4,2022-02-24 01:54:49.052000+01:00
22,24.5,2022-02-24 02:11:17.822000+01:00
23,24.45,2022-02-24 02:27:46.621000+01:00
24,24.4,2022-02-24 02:44:15.300000+01:00
25,24.45,2022-02-24 03:00:44.227000+01:00
26,24.4,2022-02-24 03:17:13.181000+01:00
27,24.4,2022-02-24 03:33:42.351000+01:00
28,24.4,2022-02-24 03:50:11.474000+01:00
29,24.35,2022-02-24 04:06:40.624000+01:00
30,24.4,2022-02-24 04:23:09.585000+01:00
31,24.35,2022-02-24 04:39:38.792000+01:00
32,24.3,2022-02-24 04:56:08.242000+01:00
33,24.3,2022-02-24 05:12:37.972000+01:00
34,24.25,2022-02-24 05:29:08.095000+01:00
35,24.25,2022-02-24 05:45:38.156000+01:00
36,24.3,2022-02-24 06:02:08.123000+01:00
37,24.2,2022-02-24 06:18:38.258000+01:00
