,1GuestRoom,timestamp
3,18.4,2022-03-12 21:05:23.250000+01:00
4,19.1,2022-03-12 21:21:47.748000+01:00
5,19.75,2022-03-12 21:38:09.341000+01:00
6,19.45,2022-03-12 21:54:31.066000+01:00
7,19.25,2022-03-12 22:10:53.469000+01:00
8,19.3,2022-03-12 22:27:16.292000+01:00
9,19.35,2022-03-12 22:41:32.141000+01:00
10,19.3,2022-03-12 22:57:54.694000+01:00
11,19.4,2022-03-12 23:14:17.297000+01:00
12,19.4,2022-03-12 23:30:39.925000+01:00
13,19.45,2022-03-12 23:47:02.321000+01:00
14,19.4,2022-03-13 00:03:24.789000+01:00
15,19.4,2022-03-13 00:19:47.493000+01:00
16,19.4,2022-03-13 00:36:10.239000+01:00
17,19.35,2022-03-13 00:52:32.932000+01:00
18,19.4,2022-03-13 01:08:55.473000+01:00
19,19.45,2022-03-13 01:25:18.011000+01:00
20,19.5,2022-03-13 01:41:40.647000+01:00
21,19.4,2022-03-13 01:58:03.232000+01:00
22,19.35,2022-03-13 02:14:25.624000+01:00
23,19.35,2022-03-13 02:30:48.089000+01:00
24,19.25,2022-03-13 02:47:10.885000+01:00
25,19.2,2022-03-13 03:03:33.829000+01:00
26,19.15,2022-03-13 03:17:49.970000+01:00
27,19.2,2022-03-13 03:34:12.959000+01:00
28,19.15,2022-03-13 03:50:36.156000+01:00
29,19.15,2022-03-13 04:04:52.421000+01:00
30,19.1,2022-03-13 04:21:15.796000+01:00
31,19.1,2022-03-13 04:37:39.463000+01:00
32,19.1,2022-03-13 04:54:02.946000+01:00
33,19.05,2022-03-13 05:10:26.405000+01:00
34,19.0,2022-03-13 05:26:50.091000+01:00
35,19.0,2022-03-13 05:43:13.688000+01:00
36,18.95,2022-03-13 05:59:37.196000+01:00
37,19.0,2022-03-13 06:16:00.921000+01:00
38,18.9,2022-03-13 06:30:17.716000+01:00
39,18.9,2022-03-13 06:46:41.392000+01:00
40,18.9,2022-03-13 07:03:05.377000+01:00
41,18.9,2022-03-13 07:19:29.423000+01:00
42,18.9,2022-03-13 07:35:53.575000+01:00
43,18.9,2022-03-13 07:52:17.631000+01:00
44,19.0,2022-03-13 08:06:34.143000+01:00
45,18.85,2022-03-13 08:22:57.646000+01:00
46,18.75,2022-03-13 08:39:21.910000+01:00
47,18.7,2022-03-13 08:55:46.481000+01:00
48,18.6,2022-03-13 09:10:04.172000+01:00
49,18.5,2022-03-13 09:26:29.137000+01:00
50,18.45,2022-03-13 09:40:47.248000+01:00
51,18.4,2022-03-13 09:57:12.649000+01:00
52,18.4,2022-03-13 10:13:38.386000+01:00
53,18.4,2022-03-13 10:30:04.292000+01:00
54,18.45,2022-03-13 10:46:30.090000+01:00
55,18.45,2022-03-13 11:02:55.977000+01:00
56,18.5,2022-03-13 11:17:14.336000+01:00
57,18.55,2022-03-13 11:33:39.593000+01:00
58,18.65,2022-03-13 11:50:04.974000+01:00
59,18.65,2022-03-13 12:04:23.254000+01:00
60,18.65,2022-03-13 12:20:48.247000+01:00
61,18.75,2022-03-13 12:35:05.630000+01:00
62,18.75,2022-03-13 12:51:29.689000+01:00
63,18.9,2022-03-13 13:07:53.881000+01:00
64,18.9,2022-03-13 13:24:17.933000+01:00
65,18.95,2022-03-13 13:40:42.179000+01:00
66,18.95,2022-03-13 13:54:59.259000+01:00
67,19.0,2022-03-13 14:11:23.186000+01:00
68,19.05,2022-03-13 14:27:47.254000+01:00
69,19.05,2022-03-13 14:44:11.046000+01:00
70,19.15,2022-03-13 15:00:34.537000+01:00
71,19.2,2022-03-13 15:16:57.955000+01:00
72,19.15,2022-03-13 15:31:14.473000+01:00
73,19.2,2022-03-13 15:47:37.588000+01:00
74,19.1,2022-03-13 16:04:00.966000+01:00
75,19.05,2022-03-13 16:20:24.382000+01:00
76,19.05,2022-03-13 16:36:47.939000+01:00
77,18.95,2022-03-13 16:53:11.517000+01:00
78,18.95,2022-03-13 17:09:35.072000+01:00
79,18.9,2022-03-13 17:25:59.027000+01:00
80,18.85,2022-03-13 17:42:23.162000+01:00
81,18.85,2022-03-13 17:58:47.482000+01:00
82,18.75,2022-03-13 18:15:11.861000+01:00
83,18.7,2022-03-13 18:29:28.947000+01:00
84,18.7,2022-03-13 18:45:53.046000+01:00
85,18.7,2022-03-13 19:00:10.361000+01:00
86,18.7,2022-03-13 19:16:34.671000+01:00
87,18.65,2022-03-13 19:30:51.889000+01:00
88,18.65,2022-03-13 19:47:16.162000+01:00
89,18.65,2022-03-13 20:01:33.879000+01:00
0,19.15,2022-03-13 20:17:57.336000+01:00
1,19.35,2022-03-13 20:34:20.138000+01:00
2,19.7,2022-03-13 20:50:41.784000+01:00
3,19.95,2022-03-13 21:07:02.660000+01:00
4,20.15,2022-03-13 21:23:23.039000+01:00
5,20.25,2022-03-13 21:39:42.837000+01:00
6,20.45,2022-03-13 21:56:02.222000+01:00
7,20.5,2022-03-13 22:12:21.245000+01:00
8,20.55,2022-03-13 22:28:40.090000+01:00
9,20.65,2022-03-13 22:44:59.190000+01:00
10,20.7,2022-03-13 22:59:11.340000+01:00
11,20.7,2022-03-13 23:15:29.488000+01:00
12,20.7,2022-03-13 23:31:47.779000+01:00
13,20.65,2022-03-13 23:48:06.336000+01:00
14,20.6,2022-03-14 00:04:24.980000+01:00
15,20.55,2022-03-14 00:20:43.986000+01:00
16,20.45,2022-03-14 00:34:56.514000+01:00
17,20.4,2022-03-14 00:51:15.660000+01:00
18,20.3,2022-03-14 01:05:28.566000+01:00
19,20.3,2022-03-14 01:21:47.713000+01:00
20,20.25,2022-03-14 01:38:07.265000+01:00
21,20.25,2022-03-14 01:54:26.929000+01:00
22,20.2,2022-03-14 02:10:46.641000+01:00
23,20.2,2022-03-14 02:24:59.972000+01:00
24,20.2,2022-03-14 02:41:19.868000+01:00
25,20.15,2022-03-14 02:55:33.435000+01:00
26,20.1,2022-03-14 03:11:53.472000+01:00
27,20.05,2022-03-14 03:26:07.269000+01:00
28,20.05,2022-03-14 03:42:27.507000+01:00
29,20.05,2022-03-14 03:56:41.438000+01:00
30,20.0,2022-03-14 04:13:01.551000+01:00
31,20.0,2022-03-14 04:29:21.842000+01:00
32,20.1,2022-03-14 04:45:42.140000+01:00
33,20.05,2022-03-14 05:02:02.479000+01:00
34,20.05,2022-03-14 05:18:22.945000+01:00
35,20.15,2022-03-14 05:34:43.695000+01:00
36,20.2,2022-03-14 05:51:04.476000+01:00
37,20.2,2022-03-14 06:07:24.706000+01:00
38,20.15,2022-03-14 06:23:44.690000+01:00
39,20.1,2022-03-14 06:40:04.861000+01:00
40,20.1,2022-03-14 06:56:24.959000+01:00
41,20.25,2022-03-14 07:12:45.357000+01:00
42,20.15,2022-03-14 07:26:58.646000+01:00
43,20.0,2022-03-14 07:43:18.915000+01:00
44,19.95,2022-03-14 07:57:33.026000+01:00
45,19.75,2022-03-14 08:13:53.866000+01:00
46,19.65,2022-03-14 08:30:15.389000+01:00
47,19.55,2022-03-14 08:46:37.216000+01:00
48,19.45,2022-03-14 09:02:59.407000+01:00
49,19.4,2022-03-14 09:19:22.042000+01:00
50,19.3,2022-03-14 09:33:37.978000+01:00
51,19.25,2022-03-14 09:50:01.057000+01:00
52,19.3,2022-03-14 10:06:24.032000+01:00
53,19.25,2022-03-14 10:22:46.986000+01:00
54,19.25,2022-03-14 10:39:10.030000+01:00
55,19.25,2022-03-14 10:55:33.050000+01:00
56,19.3,2022-03-14 11:09:49.152000+01:00
57,19.35,2022-03-14 11:26:11.972000+01:00
58,19.4,2022-03-14 11:42:34.901000+01:00
59,19.6,2022-03-14 11:58:57.528000+01:00
60,19.7,2022-03-14 12:15:19.700000+01:00
61,19.7,2022-03-14 12:31:41.667000+01:00
62,19.85,2022-03-14 12:48:03.361000+01:00
63,19.9,2022-03-14 13:02:18.031000+01:00
64,19.95,2022-03-14 13:18:38.938000+01:00
65,19.95,2022-03-14 13:34:59.833000+01:00
66,20.0,2022-03-14 13:51:20.702000+01:00
67,20.0,2022-03-14 14:07:41.565000+01:00
68,19.95,2022-03-14 14:24:02.662000+01:00
69,19.95,2022-03-14 14:40:23.525000+01:00
70,19.95,2022-03-14 14:56:44.495000+01:00
71,19.95,2022-03-14 15:13:06.334000+01:00
72,19.9,2022-03-14 15:27:20.906000+01:00
73,19.9,2022-03-14 15:43:41.857000+01:00
74,19.95,2022-03-14 16:00:02.845000+01:00
75,19.9,2022-03-14 16:16:23.834000+01:00
76,19.95,2022-03-14 16:32:44.848000+01:00
77,19.95,2022-03-14 16:49:05.952000+01:00
78,19.9,2022-03-14 17:03:20.197000+01:00
79,19.8,2022-03-14 17:19:41.174000+01:00
80,19.8,2022-03-14 17:33:55.820000+01:00
81,19.75,2022-03-14 17:50:16.876000+01:00
82,19.7,2022-03-14 18:06:38.449000+01:00
83,19.7,2022-03-14 18:23:00.054000+01:00
84,19.6,2022-03-14 18:39:21.592000+01:00
85,19.65,2022-03-14 18:55:43.216000+01:00
86,19.65,2022-03-14 19:09:58.191000+01:00
87,19.85,2022-03-14 19:26:19.288000+01:00
88,20.2,2022-03-14 19:42:39.713000+01:00
89,20.25,2022-03-14 19:58:59.497000+01:00
0,20.4,2022-03-14 20:15:18.945000+01:00
1,20.45,2022-03-14 20:31:37.990000+01:00
2,20.7,2022-03-14 20:47:56.524000+01:00
3,20.55,2022-03-14 21:02:08.608000+01:00
4,20.45,2022-03-14 21:18:27.473000+01:00
5,20.35,2022-03-14 21:34:46.785000+01:00
6,20.2,2022-03-14 21:49:00.116000+01:00
7,20.15,2022-03-14 22:05:19.947000+01:00
8,20.0,2022-03-14 22:21:40.422000+01:00
9,19.95,2022-03-14 22:38:01.419000+01:00
10,20.2,2022-03-14 22:54:21.747000+01:00
11,20.25,2022-03-14 23:10:41.843000+01:00
12,20.3,2022-03-14 23:27:01.505000+01:00
13,20.4,2022-03-14 23:41:14.537000+01:00
14,20.3,2022-03-14 23:57:33.781000+01:00
15,20.3,2022-03-15 00:13:53.458000+01:00
16,20.25,2022-03-15 00:30:13.206000+01:00
17,20.3,2022-03-15 00:46:33.045000+01:00
18,20.25,2022-03-15 01:02:52.722000+01:00
19,20.3,2022-03-15 01:19:12.358000+01:00
20,20.25,2022-03-15 01:35:32.110000+01:00
21,20.2,2022-03-15 01:49:45.331000+01:00
22,20.2,2022-03-15 02:06:04.817000+01:00
23,20.2,2022-03-15 02:22:24.577000+01:00
24,20.15,2022-03-15 02:38:44.811000+01:00
25,20.15,2022-03-15 02:52:58.549000+01:00
26,20.1,2022-03-15 03:09:18.682000+01:00
27,20.05,2022-03-15 03:25:39.260000+01:00
28,19.95,2022-03-15 03:42:00.256000+01:00
29,19.9,2022-03-15 03:58:21.386000+01:00
30,19.85,2022-03-15 04:14:42.612000+01:00
31,19.8,2022-03-15 04:31:03.742000+01:00
32,19.75,2022-03-15 04:45:18.350000+01:00
33,19.65,2022-03-15 05:01:39.761000+01:00
34,19.65,2022-03-15 05:18:01.696000+01:00
35,19.6,2022-03-15 05:32:17.085000+01:00
36,19.5,2022-03-15 05:48:39.163000+01:00
37,19.5,2022-03-15 06:05:01.478000+01:00
38,19.45,2022-03-15 06:21:23.994000+01:00
39,19.45,2022-03-15 06:37:46.689000+01:00
40,19.55,2022-03-15 06:52:02.265000+01:00
41,19.5,2022-03-15 07:08:24.526000+01:00
42,19.5,2022-03-15 07:22:40.145000+01:00
43,19.4,2022-03-15 07:39:02.734000+01:00
44,19.25,2022-03-15 07:55:25.831000+01:00
45,19.15,2022-03-15 08:09:42.304000+01:00
46,19.05,2022-03-15 08:26:05.858000+01:00
47,18.95,2022-03-15 08:40:22.882000+01:00
48,18.9,2022-03-15 08:56:46.902000+01:00
49,18.85,2022-03-15 09:13:11.646000+01:00
50,18.8,2022-03-15 09:29:36.326000+01:00
51,18.75,2022-03-15 09:43:53.899000+01:00
52,18.75,2022-03-15 10:00:18.763000+01:00
53,18.8,2022-03-15 10:16:43.788000+01:00
54,18.85,2022-03-15 10:31:01.487000+01:00
55,19.0,2022-03-15 10:47:26.011000+01:00
56,19.0,2022-03-15 11:01:43.151000+01:00
57,19.1,2022-03-15 11:18:06.967000+01:00
58,19.15,2022-03-15 11:32:23.758000+01:00
59,19.2,2022-03-15 11:48:47.068000+01:00
60,19.35,2022-03-15 12:05:10.336000+01:00
61,19.4,2022-03-15 12:21:33.238000+01:00
62,19.5,2022-03-15 12:37:55.991000+01:00
63,19.55,2022-03-15 12:52:11.620000+01:00
64,19.6,2022-03-15 13:08:33.764000+01:00
65,19.6,2022-03-15 13:22:49.093000+01:00
66,19.65,2022-03-15 13:39:10.848000+01:00
67,19.55,2022-03-15 13:55:32.921000+01:00
68,19.55,2022-03-15 14:11:55.169000+01:00
69,19.5,2022-03-15 14:28:17.538000+01:00
70,19.45,2022-03-15 14:44:39.932000+01:00
71,19.35,2022-03-15 15:01:02.603000+01:00
72,19.35,2022-03-15 15:17:25.611000+01:00
73,19.3,2022-03-15 15:31:41.599000+01:00
74,19.25,2022-03-15 15:48:04.302000+01:00
75,19.25,2022-03-15 16:04:27.128000+01:00
76,19.25,2022-03-15 16:20:50.075000+01:00
77,19.2,2022-03-15 16:37:13.017000+01:00
78,19.15,2022-03-15 16:53:36.309000+01:00
79,19.1,2022-03-15 17:07:52.842000+01:00
80,19.15,2022-03-15 17:24:16.329000+01:00
81,19.1,2022-03-15 17:38:32.926000+01:00
82,19.1,2022-03-15 17:54:56.277000+01:00
83,19.05,2022-03-15 18:11:20.211000+01:00
84,19.0,2022-03-15 18:27:44.330000+01:00
85,18.95,2022-03-15 18:42:01.394000+01:00
86,18.95,2022-03-15 18:58:25.259000+01:00
87,18.95,2022-03-15 19:14:49.386000+01:00
88,18.9,2022-03-15 19:31:13.415000+01:00
89,18.85,2022-03-15 19:47:37.641000+01:00
90,18.9,2022-03-15 20:04:01.961000+01:00
0,18.9,2022-03-15 20:20:26.231000+01:00
1,18.9,2022-03-15 20:36:50.630000+01:00
2,18.85,2022-03-15 20:53:14.906000+01:00
3,18.85,2022-03-15 21:09:39.286000+01:00
4,18.85,2022-03-15 21:26:03.880000+01:00
5,18.8,2022-03-15 21:40:21.475000+01:00
6,18.75,2022-03-15 21:56:46.108000+01:00
7,18.7,2022-03-15 22:13:10.935000+01:00
8,18.7,2022-03-15 22:27:28.630000+01:00
9,18.7,2022-03-15 22:43:53.480000+01:00
10,18.85,2022-03-15 22:58:11.067000+01:00
11,18.9,2022-03-15 23:14:34.916000+01:00
12,19.05,2022-03-15 23:30:58.759000+01:00
13,19.05,2022-03-15 23:45:15.368000+01:00
14,19.15,2022-03-16 00:01:38.943000+01:00
15,19.15,2022-03-16 00:15:55.585000+01:00
16,19.15,2022-03-16 00:32:19.212000+01:00
17,19.15,2022-03-16 00:48:42.849000+01:00
18,19.1,2022-03-16 01:05:06.731000+01:00
19,19.15,2022-03-16 01:19:23.687000+01:00
20,19.1,2022-03-16 01:35:47.398000+01:00
21,19.1,2022-03-16 01:52:11.187000+01:00
22,19.1,2022-03-16 02:08:35.007000+01:00
23,19.0,2022-03-16 02:22:51.738000+01:00
24,19.05,2022-03-16 02:39:15.665000+01:00
25,19.0,2022-03-16 02:55:40.050000+01:00
26,18.95,2022-03-16 03:09:57.179000+01:00
27,18.9,2022-03-16 03:26:21.272000+01:00
28,18.9,2022-03-16 03:42:45.917000+01:00
29,18.9,2022-03-16 03:57:03.312000+01:00
30,18.95,2022-03-16 04:13:27.489000+01:00
31,18.9,2022-03-16 04:29:51.973000+01:00
32,18.9,2022-03-16 04:46:16.534000+01:00
33,18.95,2022-03-16 05:00:33.711000+01:00
34,18.85,2022-03-16 05:16:57.889000+01:00
35,18.9,2022-03-16 05:31:15.172000+01:00
36,18.95,2022-03-16 05:47:39.567000+01:00
37,19.0,2022-03-16 06:01:56.673000+01:00
38,19.1,2022-03-16 06:18:20.440000+01:00
39,19.1,2022-03-16 06:32:37.077000+01:00
40,18.95,2022-03-16 06:49:00.979000+01:00
41,18.85,2022-03-16 07:03:18.299000+01:00
42,18.7,2022-03-16 07:19:43.101000+01:00
43,18.6,2022-03-16 07:36:08.574000+01:00
44,18.5,2022-03-16 07:52:34.565000+01:00
45,18.35,2022-03-16 08:06:53.576000+01:00
46,18.4,2022-03-16 08:23:20.080000+01:00
47,18.35,2022-03-16 08:37:38.963000+01:00
48,18.35,2022-03-16 08:54:05.111000+01:00
49,18.3,2022-03-16 09:10:31.680000+01:00
50,18.25,2022-03-16 09:26:58.274000+01:00
51,18.25,2022-03-16 09:43:24.959000+01:00
52,18.3,2022-03-16 09:59:51.767000+01:00
53,18.35,2022-03-16 10:14:10.849000+01:00
54,18.4,2022-03-16 10:30:37.033000+01:00
55,18.45,2022-03-16 10:44:55.742000+01:00
56,18.55,2022-03-16 11:01:21.223000+01:00
57,18.65,2022-03-16 11:15:39.369000+01:00
58,18.65,2022-03-16 11:32:04.456000+01:00
59,18.65,2022-03-16 11:48:29.677000+01:00
60,18.65,2022-03-16 12:04:54.954000+01:00
61,18.65,2022-03-16 12:19:12.989000+01:00
62,18.7,2022-03-16 12:35:37.930000+01:00
63,18.65,2022-03-16 12:49:55.818000+01:00
64,18.6,2022-03-16 13:06:21.234000+01:00
65,18.65,2022-03-16 13:20:38.376000+01:00
66,18.65,2022-03-16 13:37:03.082000+01:00
67,18.7,2022-03-16 13:51:20.827000+01:00
68,18.7,2022-03-16 14:07:45.550000+01:00
69,18.65,2022-03-16 14:22:03.380000+01:00
70,18.65,2022-03-16 14:38:28.199000+01:00
71,18.65,2022-03-16 14:54:53.453000+01:00
72,18.65,2022-03-16 15:09:11.295000+01:00
73,18.6,2022-03-16 15:25:36.213000+01:00
74,18.55,2022-03-16 15:39:54.066000+01:00
75,18.6,2022-03-16 15:56:18.985000+01:00
76,18.6,2022-03-16 16:12:44.302000+01:00
77,18.6,2022-03-16 16:29:09.546000+01:00
78,18.6,2022-03-16 16:45:34.728000+01:00
79,18.55,2022-03-16 17:02:00.132000+01:00
80,18.6,2022-03-16 17:18:25.702000+01:00
81,18.55,2022-03-16 17:32:44.119000+01:00
82,18.55,2022-03-16 17:49:09.487000+01:00
83,18.5,2022-03-16 18:05:35.269000+01:00
84,18.6,2022-03-16 18:19:53.410000+01:00
85,18.6,2022-03-16 18:36:18.428000+01:00
86,18.65,2022-03-16 18:50:36.393000+01:00
87,18.65,2022-03-16 19:07:01.418000+01:00
88,18.6,2022-03-16 19:21:19.425000+01:00
89,18.65,2022-03-16 19:37:44.278000+01:00
90,18.65,2022-03-16 19:54:09.540000+01:00
91,18.6,2022-03-16 20:08:27.455000+01:00
0,18.6,2022-03-16 20:24:52.547000+01:00
1,18.7,2022-03-16 20:39:10.080000+01:00
2,18.85,2022-03-16 20:55:34.485000+01:00
3,18.95,2022-03-16 21:09:51.796000+01:00
4,18.95,2022-03-16 21:26:15.697000+01:00
5,18.9,2022-03-16 21:42:39.891000+01:00
6,18.9,2022-03-16 21:59:04.138000+01:00
7,18.85,2022-03-16 22:13:21.260000+01:00
8,18.75,2022-03-16 22:29:45.946000+01:00
9,18.75,2022-03-16 22:46:10.773000+01:00
10,18.75,2022-03-16 23:00:29.302000+01:00
11,18.7,2022-03-16 23:16:53.195000+01:00
12,18.7,2022-03-16 23:33:18.096000+01:00
13,18.95,2022-03-16 23:49:42.922000+01:00
14,19.0,2022-03-17 00:06:07.046000+01:00
15,19.0,2022-03-17 00:22:31.132000+01:00
16,19.0,2022-03-17 00:36:48.145000+01:00
17,19.0,2022-03-17 00:53:12.334000+01:00
18,19.0,2022-03-17 01:07:29.488000+01:00
19,18.95,2022-03-17 01:23:53.443000+01:00
20,18.95,2022-03-17 01:40:17.645000+01:00
21,18.9,2022-03-17 01:56:41.921000+01:00
22,18.95,2022-03-17 02:13:06.249000+01:00
23,18.9,2022-03-17 02:27:23.510000+01:00
24,18.9,2022-03-17 02:43:47.883000+01:00
25,18.85,2022-03-17 03:00:12.464000+01:00
26,18.85,2022-03-17 03:14:30.057000+01:00
27,18.75,2022-03-17 03:30:54.544000+01:00
28,18.7,2022-03-17 03:47:19.197000+01:00
29,18.75,2022-03-17 04:03:43.909000+01:00
30,18.7,2022-03-17 04:18:01.465000+01:00
31,18.65,2022-03-17 04:34:26.161000+01:00
32,18.65,2022-03-17 04:50:51.224000+01:00
33,18.65,2022-03-17 05:07:16.305000+01:00
34,18.55,2022-03-17 05:21:34.190000+01:00
35,18.6,2022-03-17 05:37:59.151000+01:00
36,18.5,2022-03-17 05:54:24.392000+01:00
37,18.5,2022-03-17 06:08:42.407000+01:00
38,18.55,2022-03-17 06:25:07.477000+01:00
39,18.55,2022-03-17 06:39:25.362000+01:00
40,18.55,2022-03-17 06:55:50.508000+01:00
41,18.45,2022-03-17 07:12:15.865000+01:00
42,18.4,2022-03-17 07:26:34.196000+01:00
43,18.3,2022-03-17 07:42:59.735000+01:00
44,18.35,2022-03-17 07:57:18.237000+01:00
45,18.3,2022-03-17 08:13:44.293000+01:00
46,18.3,2022-03-17 08:28:02.887000+01:00
47,18.2,2022-03-17 08:44:28.636000+01:00
48,18.2,2022-03-17 09:00:54.772000+01:00
49,18.2,2022-03-17 09:15:14.026000+01:00
50,18.2,2022-03-17 09:31:40.555000+01:00
51,18.2,2022-03-17 09:45:59.779000+01:00
52,18.15,2022-03-17 10:02:26.338000+01:00
53,18.2,2022-03-17 10:16:45.695000+01:00
54,18.15,2022-03-17 10:33:12.446000+01:00
55,18.15,2022-03-17 10:49:39.495000+01:00
56,18.2,2022-03-17 11:03:58.906000+01:00
57,18.15,2022-03-17 11:20:25.420000+01:00
58,18.15,2022-03-17 11:34:44.515000+01:00
59,18.15,2022-03-17 11:51:10.835000+01:00
60,18.15,2022-03-17 12:07:37.624000+01:00
61,18.15,2022-03-17 12:21:56.675000+01:00
62,18.15,2022-03-17 12:38:23.236000+01:00
63,18.15,2022-03-17 12:52:42.678000+01:00
64,18.2,2022-03-17 13:09:09.346000+01:00
65,18.1,2022-03-17 13:23:28.716000+01:00
66,18.1,2022-03-17 13:39:55.284000+01:00
67,18.1,2022-03-17 13:56:21.767000+01:00
68,18.1,2022-03-17 14:10:40.929000+01:00
69,18.05,2022-03-17 14:27:07.402000+01:00
70,18.1,2022-03-17 14:43:34.305000+01:00
71,18.25,2022-03-17 14:57:53.747000+01:00
72,18.1,2022-03-17 15:14:20.408000+01:00
73,18.15,2022-03-17 15:28:39.465000+01:00
74,18.15,2022-03-17 15:45:05.577000+01:00
75,18.15,2022-03-17 15:59:24.675000+01:00
76,18.1,2022-03-17 16:15:51.129000+01:00
77,18.1,2022-03-17 16:30:10.257000+01:00
78,18.1,2022-03-17 16:46:36.841000+01:00
79,18.1,2022-03-17 17:00:56.090000+01:00
80,18.1,2022-03-17 17:17:22.743000+01:00
81,18.1,2022-03-17 17:33:49.502000+01:00
82,18.1,2022-03-17 17:48:08.843000+01:00
83,18.1,2022-03-17 18:04:35.445000+01:00
84,18.05,2022-03-17 18:18:54.820000+01:00
85,18.15,2022-03-17 18:35:21.323000+01:00
86,18.2,2022-03-17 18:49:40.131000+01:00
87,18.2,2022-03-17 19:06:06.156000+01:00
88,18.2,2022-03-17 19:20:24.874000+01:00
89,18.25,2022-03-17 19:36:50.528000+01:00
90,18.25,2022-03-17 19:53:16.396000+01:00
91,18.25,2022-03-17 20:07:35.422000+01:00
0,18.2,2022-03-17 20:24:02.068000+01:00
1,18.2,2022-03-17 20:38:20.965000+01:00
2,18.2,2022-03-17 20:54:46.965000+01:00
3,18.15,2022-03-17 21:09:05.926000+01:00
4,18.15,2022-03-17 21:25:32.205000+01:00
5,18.3,2022-03-17 21:39:51.052000+01:00
6,18.45,2022-03-17 21:56:16.743000+01:00
7,18.55,2022-03-17 22:10:35.006000+01:00
8,18.55,2022-03-17 22:27:00.241000+01:00
9,18.6,2022-03-17 22:41:18.115000+01:00
10,18.7,2022-03-17 22:57:43.120000+01:00
11,18.65,2022-03-17 23:12:00.836000+01:00
12,18.75,2022-03-17 23:28:25.219000+01:00
13,18.8,2022-03-17 23:44:49.629000+01:00
14,18.8,2022-03-17 23:59:06.811000+01:00
15,18.85,2022-03-18 00:15:30.731000+01:00
16,18.9,2022-03-18 00:29:47.787000+01:00
17,18.85,2022-03-18 00:46:11.809000+01:00
18,18.8,2022-03-18 01:02:36.118000+01:00
19,18.85,2022-03-18 01:19:00.451000+01:00
20,18.9,2022-03-18 01:35:24.795000+01:00
21,18.9,2022-03-18 01:49:41.984000+01:00
22,19.0,2022-03-18 02:06:06.110000+01:00
23,19.05,2022-03-18 02:22:29.870000+01:00
24,19.1,2022-03-18 02:38:53.798000+01:00
25,19.15,2022-03-18 02:53:10.296000+01:00
26,19.3,2022-03-18 03:09:33.843000+01:00
27,19.4,2022-03-18 03:23:49.575000+01:00
28,19.55,2022-03-18 03:40:11.658000+01:00
29,19.6,2022-03-18 03:56:33.667000+01:00
30,19.65,2022-03-18 04:12:55.447000+01:00
31,19.7,2022-03-18 04:29:16.989000+01:00
32,19.7,2022-03-18 04:45:38.597000+01:00
33,19.7,2022-03-18 05:02:00.368000+01:00
34,19.7,2022-03-18 05:18:21.939000+01:00
35,19.6,2022-03-18 05:34:43.781000+01:00
36,19.65,2022-03-18 05:48:58.838000+01:00
37,19.55,2022-03-18 06:05:20.772000+01:00
38,19.45,2022-03-18 06:21:42.752000+01:00
39,19.35,2022-03-18 06:38:05.285000+01:00
40,19.2,2022-03-18 06:52:21.500000+01:00
41,19.15,2022-03-18 07:08:45.169000+01:00
42,19.1,2022-03-18 07:23:01.694000+01:00
43,19.0,2022-03-18 07:39:25.227000+01:00
44,19.0,2022-03-18 07:53:42.162000+01:00
45,18.85,2022-03-18 08:10:06.027000+01:00
46,18.8,2022-03-18 08:24:23.395000+01:00
47,18.7,2022-03-18 08:40:47.570000+01:00
48,18.7,2022-03-18 08:57:12.216000+01:00
49,18.7,2022-03-18 09:11:29.825000+01:00
50,18.65,2022-03-18 09:27:54.299000+01:00
51,18.65,2022-03-18 09:42:11.962000+01:00
52,18.7,2022-03-18 09:58:36.524000+01:00
53,18.7,2022-03-18 10:15:01.494000+01:00
54,18.85,2022-03-18 10:31:26.222000+01:00
55,18.85,2022-03-18 11:02:07.940000+01:00
56,18.8,2022-03-18 11:16:25.077000+01:00
57,18.85,2022-03-18 11:32:48.274000+01:00
58,18.9,2022-03-18 11:49:12.319000+01:00
59,18.9,2022-03-18 12:03:29.329000+01:00
60,18.95,2022-03-18 12:19:53.094000+01:00
61,18.95,2022-03-18 12:34:09.862000+01:00
62,19.0,2022-03-18 12:50:34.224000+01:00
63,19.05,2022-03-18 13:04:50.036000+01:00
64,19.1,2022-03-18 13:21:13.232000+01:00
65,19.1,2022-03-18 13:37:36.657000+01:00
66,19.15,2022-03-18 13:54:00.177000+01:00
67,19.1,2022-03-18 14:08:16.374000+01:00
68,19.1,2022-03-18 14:24:39.561000+01:00
69,19.1,2022-03-18 14:38:55.866000+01:00
70,19.1,2022-03-18 14:55:19.125000+01:00
71,19.05,2022-03-18 15:09:35.650000+01:00
72,19.05,2022-03-18 15:25:59.643000+01:00
73,19.0,2022-03-18 15:40:16.263000+01:00
74,19.0,2022-03-18 15:56:39.657000+01:00
75,19.0,2022-03-18 16:13:03.595000+01:00
76,19.0,2022-03-18 16:29:27.529000+01:00
77,18.95,2022-03-18 16:45:51.394000+01:00
78,18.9,2022-03-18 17:00:08.068000+01:00
79,18.9,2022-03-18 17:16:31.820000+01:00
80,18.95,2022-03-18 17:30:48.596000+01:00
81,18.95,2022-03-18 17:47:12.389000+01:00
82,18.75,2022-03-18 18:01:29.331000+01:00
83,18.7,2022-03-18 18:17:53.393000+01:00
84,18.7,2022-03-18 18:34:17.774000+01:00
