,2Fireplace,timestamp
4,21.15,2022-02-15 21:18:21.433000+01:00
5,21.95,2022-02-15 21:34:21.606000+01:00
6,22.45,2022-02-15 21:50:19.657000+01:00
7,22.75,2022-02-15 22:06:16.115000+01:00
8,22.1,2022-02-15 22:22:13.732000+01:00
9,21.8,2022-02-15 22:38:12.742000+01:00
10,21.4,2022-02-15 22:54:12.892000+01:00
11,21.15,2022-02-15 23:10:13.895000+01:00
12,20.95,2022-02-15 23:26:15.499000+01:00
13,20.8,2022-02-15 23:42:17.581000+01:00
14,20.55,2022-02-15 23:58:20.239000+01:00
15,20.35,2022-02-16 00:14:23.258000+01:00
16,20.25,2022-02-16 00:30:26.974000+01:00
17,20.05,2022-02-16 00:46:32.405000+01:00
18,19.95,2022-02-16 01:02:37.002000+01:00
19,19.85,2022-02-16 01:18:42.050000+01:00
20,19.7,2022-02-16 01:34:47.405000+01:00
21,19.55,2022-02-16 01:50:53.171000+01:00
22,19.45,2022-02-16 02:06:59.175000+01:00
23,19.35,2022-02-16 02:23:05.553000+01:00
24,19.25,2022-02-16 02:39:12.098000+01:00
25,19.1,2022-02-16 02:55:19.044000+01:00
26,18.95,2022-02-16 03:11:26.357000+01:00
27,18.9,2022-02-16 03:27:34.026000+01:00
28,18.85,2022-02-16 03:43:42.004000+01:00
29,18.8,2022-02-16 03:59:50.369000+01:00
30,18.7,2022-02-16 04:15:58.887000+01:00
31,18.55,2022-02-16 04:32:07.570000+01:00
32,18.5,2022-02-16 04:48:16.357000+01:00
33,18.5,2022-02-16 05:04:25.488000+01:00
34,18.4,2022-02-16 05:20:34.690000+01:00
35,18.4,2022-02-16 05:36:43.935000+01:00
36,18.25,2022-02-16 05:52:53.455000+01:00
37,18.2,2022-02-16 06:09:03.336000+01:00
38,18.15,2022-02-16 06:25:13.228000+01:00
39,18.1,2022-02-16 06:41:23.318000+01:00
40,18.0,2022-02-16 06:57:33.726000+01:00
41,18.1,2022-02-16 07:13:43.886000+01:00
42,18.05,2022-02-16 07:29:54.012000+01:00
43,18.0,2022-02-16 07:46:04.323000+01:00
44,18.5,2022-02-16 08:02:13.075000+01:00
45,19.55,2022-02-16 08:18:21.837000+01:00
46,20.35,2022-02-16 08:34:25.349000+01:00
47,20.9,2022-02-16 08:50:28.166000+01:00
48,21.45,2022-02-16 09:06:29.604000+01:00
49,20.95,2022-02-16 09:22:30.320000+01:00
50,20.5,2022-02-16 09:38:32.760000+01:00
51,20.05,2022-02-16 09:54:36.452000+01:00
52,19.85,2022-02-16 10:10:42.314000+01:00
53,19.75,2022-02-16 10:26:47.256000+01:00
54,19.7,2022-02-16 10:42:52.636000+01:00
55,19.65,2022-02-16 10:58:58.168000+01:00
56,19.65,2022-02-16 11:15:03.732000+01:00
57,19.55,2022-02-16 11:31:09.374000+01:00
58,19.55,2022-02-16 11:47:14.967000+01:00
59,19.5,2022-02-16 12:03:20.912000+01:00
60,19.45,2022-02-16 12:19:26.794000+01:00
61,19.4,2022-02-16 12:35:32.931000+01:00
62,19.45,2022-02-16 12:51:39.055000+01:00
63,19.5,2022-02-16 13:07:45.174000+01:00
64,19.5,2022-02-16 13:23:50.979000+01:00
65,19.75,2022-02-16 13:39:56.758000+01:00
66,19.8,2022-02-16 13:56:00.852000+01:00
67,19.85,2022-02-16 14:12:07.200000+01:00
68,19.7,2022-02-16 14:28:12.161000+01:00
69,19.65,2022-02-16 14:44:17.508000+01:00
70,19.55,2022-02-16 15:00:23.238000+01:00
71,19.45,2022-02-16 15:16:29.282000+01:00
72,19.45,2022-02-16 15:32:35.517000+01:00
73,19.4,2022-02-16 15:48:44.604000+01:00
74,19.15,2022-02-16 16:20:53.850000+01:00
75,19.1,2022-02-16 16:37:00.840000+01:00
76,19.1,2022-02-16 16:53:07.932000+01:00
77,19.15,2022-02-16 17:09:14.899000+01:00
78,19.1,2022-02-16 17:25:21.937000+01:00
79,19.0,2022-02-16 17:41:29.003000+01:00
80,19.0,2022-02-16 17:57:36.271000+01:00
81,19.8,2022-02-16 18:13:42.655000+01:00
82,19.55,2022-02-16 18:29:47.986000+01:00
83,19.45,2022-02-16 18:45:53.720000+01:00
84,19.3,2022-02-16 19:02:00.414000+01:00
85,19.2,2022-02-16 19:18:06.614000+01:00
86,19.05,2022-02-16 19:34:13.909000+01:00
87,18.9,2022-02-16 19:50:21.420000+01:00
88,18.8,2022-02-16 20:06:29.316000+01:00
0,18.75,2022-02-16 20:22:37.398000+01:00
1,18.75,2022-02-16 20:38:45.632000+01:00
2,18.6,2022-02-16 20:54:54.042000+01:00
3,18.65,2022-02-16 21:11:02.732000+01:00
4,18.5,2022-02-16 21:27:11.506000+01:00
5,18.5,2022-02-16 21:43:20.486000+01:00
6,18.35,2022-02-16 21:59:29.565000+01:00
7,18.25,2022-02-16 22:15:38.992000+01:00
8,18.05,2022-02-16 22:31:48.765000+01:00
9,18.05,2022-02-16 22:47:58.770000+01:00
10,18.0,2022-02-16 23:04:08.907000+01:00
11,17.85,2022-02-16 23:20:19.154000+01:00
12,17.8,2022-02-16 23:36:29.797000+01:00
13,17.75,2022-02-16 23:52:40.718000+01:00
14,17.7,2022-02-17 00:08:51.697000+01:00
15,17.6,2022-02-17 00:25:02.919000+01:00
16,17.55,2022-02-17 00:41:14.210000+01:00
17,17.5,2022-02-17 00:57:25.757000+01:00
18,17.5,2022-02-17 01:13:37.433000+01:00
19,17.45,2022-02-17 01:29:49.255000+01:00
20,17.4,2022-02-17 01:46:01.133000+01:00
21,17.35,2022-02-17 02:02:13.059000+01:00
22,17.25,2022-02-17 02:18:25.095000+01:00
23,17.2,2022-02-17 02:34:37.515000+01:00
24,17.1,2022-02-17 02:50:50.314000+01:00
25,17.0,2022-02-17 03:07:03.097000+01:00
26,17.0,2022-02-17 03:23:16.178000+01:00
27,16.95,2022-02-17 03:39:29.458000+01:00
28,16.9,2022-02-17 03:55:42.639000+01:00
29,16.85,2022-02-17 04:11:56.071000+01:00
30,16.8,2022-02-17 04:28:09.720000+01:00
31,16.7,2022-02-17 04:44:23.460000+01:00
32,16.65,2022-02-17 05:00:37.409000+01:00
33,16.6,2022-02-17 05:16:51.494000+01:00
34,16.55,2022-02-17 05:33:05.780000+01:00
35,16.5,2022-02-17 05:49:20.193000+01:00
36,16.45,2022-02-17 06:05:34.844000+01:00
37,16.4,2022-02-17 06:21:49.482000+01:00
38,16.35,2022-02-17 06:38:04.494000+01:00
39,16.3,2022-02-17 06:54:19.668000+01:00
40,16.45,2022-02-17 07:10:34.631000+01:00
41,16.45,2022-02-17 07:26:49.542000+01:00
42,17.05,2022-02-17 07:43:03.943000+01:00
43,17.8,2022-02-17 07:59:15.693000+01:00
44,18.45,2022-02-17 08:15:25.365000+01:00
45,19.05,2022-02-17 08:31:33.276000+01:00
46,19.2,2022-02-17 08:47:39.933000+01:00
47,19.1,2022-02-17 09:03:46.781000+01:00
48,19.2,2022-02-17 09:19:53.425000+01:00
49,19.35,2022-02-17 09:35:59.787000+01:00
50,19.85,2022-02-17 09:52:04.148000+01:00
51,20.4,2022-02-17 10:08:07.922000+01:00
52,21.05,2022-02-17 10:24:10.199000+01:00
53,21.45,2022-02-17 10:40:11.089000+01:00
54,21.75,2022-02-17 10:56:10.831000+01:00
55,22.1,2022-02-17 11:12:09.804000+01:00
56,21.55,2022-02-17 11:28:08.682000+01:00
57,21.1,2022-02-17 11:44:09.387000+01:00
58,20.65,2022-02-17 12:00:11.370000+01:00
59,20.5,2022-02-17 12:16:14.353000+01:00
60,20.2,2022-02-17 12:32:17.874000+01:00
61,20.05,2022-02-17 12:48:21.871000+01:00
62,19.9,2022-02-17 13:04:27.760000+01:00
63,20.4,2022-02-17 13:20:31.109000+01:00
64,21.25,2022-02-17 13:36:33.115000+01:00
65,21.8,2022-02-17 13:52:33.273000+01:00
66,22.4,2022-02-17 14:08:31.770000+01:00
67,22.75,2022-02-17 14:24:29.095000+01:00
68,23.05,2022-02-17 14:40:25.093000+01:00
69,23.55,2022-02-17 14:56:20.075000+01:00
70,23.9,2022-02-17 15:12:13.981000+01:00
71,24.15,2022-02-17 15:28:06.916000+01:00
72,23.95,2022-02-17 15:43:59.362000+01:00
73,23.3,2022-02-17 15:59:53.722000+01:00
74,22.75,2022-02-17 16:15:49.794000+01:00
75,22.4,2022-02-17 16:31:46.890000+01:00
76,21.9,2022-02-17 16:47:45.572000+01:00
77,21.9,2022-02-17 17:03:44.882000+01:00
78,22.8,2022-02-17 17:19:42.641000+01:00
79,23.4,2022-02-17 17:35:38.036000+01:00
80,23.85,2022-02-17 17:51:32.202000+01:00
81,23.75,2022-02-17 18:07:25.371000+01:00
82,23.3,2022-02-17 18:23:20.076000+01:00
83,22.9,2022-02-17 18:39:16.004000+01:00
84,22.5,2022-02-17 18:55:12.913000+01:00
85,22.3,2022-02-17 19:11:10.537000+01:00
86,22.0,2022-02-17 19:27:08.987000+01:00
87,21.75,2022-02-17 19:43:08.379000+01:00
88,21.5,2022-02-17 19:59:08.519000+01:00
0,21.25,2022-02-17 20:15:09.158000+01:00
1,21.0,2022-02-17 20:31:10.272000+01:00
2,20.85,2022-02-17 20:47:12.070000+01:00
3,20.75,2022-02-17 21:03:14.274000+01:00
4,20.5,2022-02-17 21:19:16.698000+01:00
5,20.45,2022-02-17 21:35:19.585000+01:00
6,20.3,2022-02-17 21:51:22.955000+01:00
7,20.2,2022-02-17 22:07:26.701000+01:00
8,20.1,2022-02-17 22:23:30.755000+01:00
9,20.0,2022-02-17 22:39:36.436000+01:00
10,19.9,2022-02-17 22:55:41.224000+01:00
11,19.75,2022-02-17 23:11:46.340000+01:00
12,19.7,2022-02-17 23:27:51.614000+01:00
13,19.55,2022-02-17 23:43:57.189000+01:00
14,19.5,2022-02-18 00:00:02.785000+01:00
15,19.4,2022-02-18 00:16:08.661000+01:00
16,19.35,2022-02-18 00:32:14.882000+01:00
17,19.25,2022-02-18 00:48:21.333000+01:00
18,19.2,2022-02-18 01:04:27.839000+01:00
19,19.15,2022-02-18 01:20:34.348000+01:00
20,19.15,2022-02-18 01:36:41.086000+01:00
21,19.05,2022-02-18 01:52:48.191000+01:00
22,19.0,2022-02-18 02:08:55.497000+01:00
23,18.95,2022-02-18 02:25:03.022000+01:00
24,18.9,2022-02-18 02:41:10.535000+01:00
25,18.85,2022-02-18 02:57:18.113000+01:00
26,18.85,2022-02-18 03:13:26.058000+01:00
27,18.8,2022-02-18 03:29:33.953000+01:00
28,18.8,2022-02-18 03:45:41.857000+01:00
29,18.75,2022-02-18 04:01:49.984000+01:00
30,18.65,2022-02-18 04:17:58.336000+01:00
31,18.6,2022-02-18 04:34:06.981000+01:00
32,18.6,2022-02-18 04:50:15.593000+01:00
33,18.55,2022-02-18 05:06:24.215000+01:00
34,18.55,2022-02-18 05:22:32.933000+01:00
35,18.55,2022-02-18 05:38:41.613000+01:00
36,18.5,2022-02-18 05:54:50.673000+01:00
37,18.45,2022-02-18 06:10:59.622000+01:00
38,18.4,2022-02-18 06:27:08.877000+01:00
39,18.4,2022-02-18 06:43:18.066000+01:00
40,18.35,2022-02-18 06:59:27.298000+01:00
41,18.4,2022-02-18 07:15:36.779000+01:00
42,18.35,2022-02-18 07:31:46.106000+01:00
43,18.4,2022-02-18 07:47:55.277000+01:00
44,18.3,2022-02-18 08:04:04.591000+01:00
45,19.1,2022-02-18 08:20:13.210000+01:00
46,20.05,2022-02-18 08:36:17.540000+01:00
47,20.75,2022-02-18 08:52:20.663000+01:00
48,20.55,2022-02-18 09:08:22.895000+01:00
49,20.3,2022-02-18 09:24:26.199000+01:00
50,20.1,2022-02-18 09:40:31.594000+01:00
51,19.95,2022-02-18 09:56:36.014000+01:00
52,19.9,2022-02-18 10:12:40.683000+01:00
53,19.75,2022-02-18 10:28:45.509000+01:00
54,19.65,2022-02-18 10:44:50.793000+01:00
55,19.6,2022-02-18 11:00:56.145000+01:00
56,19.6,2022-02-18 11:17:01.604000+01:00
57,19.6,2022-02-18 11:33:07.212000+01:00
58,20.2,2022-02-18 11:49:10.945000+01:00
59,21.1,2022-02-18 12:05:13.214000+01:00
60,21.85,2022-02-18 12:21:12.993000+01:00
61,22.5,2022-02-18 12:37:10.684000+01:00
62,23.0,2022-02-18 12:53:06.866000+01:00
63,23.45,2022-02-18 13:09:01.742000+01:00
64,22.85,2022-02-18 13:24:57.256000+01:00
65,22.5,2022-02-18 13:40:54.101000+01:00
66,22.1,2022-02-18 13:56:51.996000+01:00
67,21.95,2022-02-18 14:12:50.929000+01:00
68,21.65,2022-02-18 14:28:50.314000+01:00
69,21.4,2022-02-18 14:44:50.270000+01:00
70,21.3,2022-02-18 15:00:50.889000+01:00
71,21.15,2022-02-18 15:16:51.928000+01:00
72,20.95,2022-02-18 15:32:53.233000+01:00
73,20.95,2022-02-18 15:48:54.502000+01:00
74,21.0,2022-02-18 16:04:56.103000+01:00
75,21.0,2022-02-18 16:20:57.491000+01:00
76,21.2,2022-02-18 16:36:58.402000+01:00
77,21.25,2022-02-18 16:52:59.096000+01:00
78,21.2,2022-02-18 17:08:59.856000+01:00
79,21.15,2022-02-18 17:25:01.059000+01:00
80,21.15,2022-02-18 17:41:02.346000+01:00
81,21.1,2022-02-18 17:57:03.486000+01:00
82,20.95,2022-02-18 18:13:04.825000+01:00
83,20.95,2022-02-18 18:29:06.182000+01:00
84,20.9,2022-02-18 18:45:07.939000+01:00
85,20.95,2022-02-18 19:01:09.686000+01:00
86,20.9,2022-02-18 19:17:11.311000+01:00
87,20.9,2022-02-18 19:33:13.099000+01:00
88,20.85,2022-02-18 19:49:14.883000+01:00
89,20.85,2022-02-18 20:05:16.782000+01:00
0,20.8,2022-02-18 20:21:18.834000+01:00
1,20.7,2022-02-18 20:37:21.084000+01:00
2,20.55,2022-02-18 20:53:23.801000+01:00
3,20.4,2022-02-18 21:09:26.893000+01:00
4,20.3,2022-02-18 21:25:30.396000+01:00
5,20.15,2022-02-18 21:41:34.121000+01:00
6,20.1,2022-02-18 21:57:38.061000+01:00
7,20.05,2022-02-18 22:13:43.633000+01:00
8,20.0,2022-02-18 22:29:46.720000+01:00
9,19.9,2022-02-18 22:45:51.272000+01:00
10,19.9,2022-02-18 23:01:57.306000+01:00
11,19.8,2022-02-18 23:18:02.298000+01:00
12,19.75,2022-02-18 23:34:07.339000+01:00
13,19.7,2022-02-18 23:50:12.452000+01:00
14,19.65,2022-02-19 00:06:17.734000+01:00
15,19.5,2022-02-19 00:22:23.349000+01:00
16,19.5,2022-02-19 00:38:29.239000+01:00
17,19.45,2022-02-19 00:54:35.539000+01:00
18,19.35,2022-02-19 01:10:41.786000+01:00
19,19.25,2022-02-19 01:26:48.297000+01:00
20,19.25,2022-02-19 01:42:55.036000+01:00
21,19.15,2022-02-19 01:59:02.160000+01:00
22,19.05,2022-02-19 02:15:09.208000+01:00
23,19.05,2022-02-19 02:31:16.381000+01:00
24,18.95,2022-02-19 02:47:23.625000+01:00
25,18.95,2022-02-19 03:03:30.892000+01:00
26,18.85,2022-02-19 03:19:38.385000+01:00
27,18.8,2022-02-19 03:35:45.958000+01:00
28,18.75,2022-02-19 03:51:53.643000+01:00
29,18.75,2022-02-19 04:08:01.781000+01:00
30,18.65,2022-02-19 04:24:10.085000+01:00
31,18.55,2022-02-19 04:40:18.475000+01:00
32,18.55,2022-02-19 04:56:26.966000+01:00
33,18.5,2022-02-19 05:12:35.723000+01:00
34,18.45,2022-02-19 05:28:44.590000+01:00
35,18.45,2022-02-19 05:44:53.490000+01:00
36,18.4,2022-02-19 06:01:02.555000+01:00
37,18.35,2022-02-19 06:17:11.789000+01:00
38,18.3,2022-02-19 06:33:21.343000+01:00
39,18.3,2022-02-19 06:49:30.958000+01:00
40,18.2,2022-02-19 07:05:40.680000+01:00
41,18.15,2022-02-19 07:21:50.556000+01:00
42,18.8,2022-02-19 07:37:59.974000+01:00
43,19.7,2022-02-19 07:54:06.368000+01:00
44,20.5,2022-02-19 08:10:09.045000+01:00
45,20.9,2022-02-19 08:26:11.223000+01:00
46,20.4,2022-02-19 08:42:13.726000+01:00
47,20.2,2022-02-19 08:58:17.521000+01:00
48,20.05,2022-02-19 09:14:21.649000+01:00
49,19.85,2022-02-19 09:30:27.609000+01:00
50,19.95,2022-02-19 09:46:31.180000+01:00
51,19.85,2022-02-19 10:02:37.218000+01:00
52,19.7,2022-02-19 10:18:42.248000+01:00
53,20.55,2022-02-19 10:34:45.323000+01:00
54,21.45,2022-02-19 10:50:46.681000+01:00
55,22.0,2022-02-19 11:06:45.710000+01:00
56,22.45,2022-02-19 11:22:42.920000+01:00
57,21.9,2022-02-19 11:38:41.010000+01:00
58,21.5,2022-02-19 11:54:40.455000+01:00
59,21.4,2022-02-19 12:10:40.585000+01:00
60,21.1,2022-02-19 12:26:41.156000+01:00
61,21.0,2022-02-19 12:42:42.021000+01:00
62,21.0,2022-02-19 12:58:43.186000+01:00
63,20.85,2022-02-19 13:14:44.639000+01:00
64,20.95,2022-02-19 13:30:46.180000+01:00
65,21.0,2022-02-19 13:46:47.302000+01:00
66,20.9,2022-02-19 14:02:48.726000+01:00
67,20.8,2022-02-19 14:18:50.390000+01:00
68,20.7,2022-02-19 14:34:52.410000+01:00
69,20.75,2022-02-19 14:50:54.741000+01:00
70,20.7,2022-02-19 15:06:56.921000+01:00
71,20.75,2022-02-19 15:22:59.010000+01:00
72,20.7,2022-02-19 15:39:01.203000+01:00
73,20.6,2022-02-19 15:55:03.343000+01:00
74,20.55,2022-02-19 16:11:05.671000+01:00
75,20.55,2022-02-19 16:27:08.486000+01:00
76,20.5,2022-02-19 16:43:11.280000+01:00
77,20.45,2022-02-19 16:59:14.084000+01:00
78,20.45,2022-02-19 17:15:17.087000+01:00
79,20.45,2022-02-19 17:31:20.102000+01:00
80,20.35,2022-02-19 17:47:23.334000+01:00
81,21.25,2022-02-19 18:03:25.462000+01:00
82,21.05,2022-02-19 18:19:25.588000+01:00
83,20.85,2022-02-19 18:35:25.568000+01:00
84,20.7,2022-02-19 18:51:26.044000+01:00
85,20.6,2022-02-19 19:07:27.071000+01:00
86,20.55,2022-02-19 19:23:28.361000+01:00
87,20.45,2022-02-19 19:39:29.731000+01:00
88,20.35,2022-02-19 19:55:31.543000+01:00
0,20.25,2022-02-19 20:11:33.588000+01:00
1,20.15,2022-02-19 20:27:35.876000+01:00
2,20.05,2022-02-19 20:43:38.428000+01:00
3,20.0,2022-02-19 20:59:42.464000+01:00
4,19.85,2022-02-19 21:15:45.362000+01:00
5,19.75,2022-02-19 21:31:48.422000+01:00
6,19.7,2022-02-19 21:47:51.773000+01:00
7,19.75,2022-02-19 22:03:55.906000+01:00
8,19.8,2022-02-19 22:19:58.691000+01:00
9,19.65,2022-02-19 22:36:02.191000+01:00
10,19.6,2022-02-19 22:52:05.886000+01:00
11,19.55,2022-02-19 23:08:09.955000+01:00
12,19.4,2022-02-19 23:24:14.068000+01:00
13,19.45,2022-02-19 23:40:18.334000+01:00
14,19.3,2022-02-19 23:56:22.323000+01:00
15,19.25,2022-02-20 00:12:26.613000+01:00
16,19.05,2022-02-20 00:28:31.073000+01:00
17,19.0,2022-02-20 00:44:36.024000+01:00
18,18.9,2022-02-20 01:00:41.975000+01:00
19,18.8,2022-02-20 01:16:47.882000+01:00
20,18.75,2022-02-20 01:32:54.006000+01:00
21,18.7,2022-02-20 01:49:00.341000+01:00
22,18.5,2022-02-20 02:05:07.140000+01:00
23,18.55,2022-02-20 02:21:13.990000+01:00
24,18.4,2022-02-20 02:37:21.106000+01:00
25,18.4,2022-02-20 02:53:28.370000+01:00
26,18.2,2022-02-20 03:09:35.953000+01:00
27,18.25,2022-02-20 03:25:43.794000+01:00
28,18.1,2022-02-20 03:41:51.945000+01:00
29,18.1,2022-02-20 03:57:59.807000+01:00
30,18.05,2022-02-20 04:14:08.053000+01:00
31,18.0,2022-02-20 04:30:16.754000+01:00
32,17.95,2022-02-20 04:46:25.451000+01:00
33,17.95,2022-02-20 05:02:34.234000+01:00
34,17.85,2022-02-20 05:18:43.075000+01:00
35,17.85,2022-02-20 05:34:52.090000+01:00
36,17.75,2022-02-20 05:51:01.235000+01:00
37,17.65,2022-02-20 06:07:10.646000+01:00
38,17.7,2022-02-20 06:23:20.232000+01:00
39,17.7,2022-02-20 06:39:29.798000+01:00
40,17.7,2022-02-20 06:55:39.439000+01:00
41,17.55,2022-02-20 07:11:48.766000+01:00
42,17.55,2022-02-20 07:27:58.290000+01:00
43,17.55,2022-02-20 07:44:07.859000+01:00
44,17.55,2022-02-20 08:00:17.356000+01:00
45,17.45,2022-02-20 08:16:26.911000+01:00
46,18.0,2022-02-20 08:32:36.066000+01:00
47,19.1,2022-02-20 08:48:42.374000+01:00
48,19.85,2022-02-20 09:04:44.651000+01:00
49,19.7,2022-02-20 09:20:48.642000+01:00
50,20.5,2022-02-20 09:36:49.236000+01:00
51,21.15,2022-02-20 09:52:48.880000+01:00
52,21.7,2022-02-20 10:08:47.147000+01:00
53,22.15,2022-02-20 10:24:43.947000+01:00
54,22.7,2022-02-20 10:40:39.339000+01:00
55,23.1,2022-02-20 10:56:33.345000+01:00
56,23.45,2022-02-20 11:12:26.109000+01:00
57,23.7,2022-02-20 11:28:18.082000+01:00
58,23.8,2022-02-20 11:44:09.158000+01:00
59,23.1,2022-02-20 12:00:01.491000+01:00
60,22.85,2022-02-20 12:15:55.207000+01:00
61,22.55,2022-02-20 12:31:49.561000+01:00
62,22.55,2022-02-20 12:47:44.404000+01:00
63,22.55,2022-02-20 13:03:39.262000+01:00
64,22.55,2022-02-20 13:19:34.288000+01:00
65,22.7,2022-02-20 13:35:29.102000+01:00
66,22.55,2022-02-20 13:51:24.090000+01:00
67,22.4,2022-02-20 14:07:19.347000+01:00
68,22.3,2022-02-20 14:23:14.983000+01:00
69,22.2,2022-02-20 14:39:11.006000+01:00
70,22.05,2022-02-20 14:55:07.476000+01:00
71,21.9,2022-02-20 15:11:04.112000+01:00
72,21.85,2022-02-20 15:27:01.117000+01:00
73,21.75,2022-02-20 15:42:58.413000+01:00
74,21.65,2022-02-20 15:58:56.084000+01:00
75,21.55,2022-02-20 16:14:53.869000+01:00
76,21.55,2022-02-20 16:30:51.822000+01:00
77,21.45,2022-02-20 16:46:50.025000+01:00
78,21.3,2022-02-20 17:02:48.405000+01:00
79,21.15,2022-02-20 17:18:47.243000+01:00
80,21.15,2022-02-20 17:34:46.198000+01:00
81,20.95,2022-02-20 17:50:45.592000+01:00
82,20.8,2022-02-20 18:06:45.533000+01:00
83,20.8,2022-02-20 18:22:45.610000+01:00
84,20.8,2022-02-20 18:38:45.654000+01:00
85,20.75,2022-02-20 18:54:45.630000+01:00
86,20.7,2022-02-20 19:10:45.464000+01:00
87,20.6,2022-02-20 19:26:45.450000+01:00
88,20.55,2022-02-20 19:42:45.657000+01:00
89,20.45,2022-02-20 19:58:46.461000+01:00
0,20.3,2022-02-20 20:14:47.479000+01:00
1,20.15,2022-02-20 20:30:48.961000+01:00
2,20.1,2022-02-20 20:46:51.990000+01:00
3,20.0,2022-02-20 21:02:53.868000+01:00
4,19.95,2022-02-20 21:18:56.160000+01:00
5,19.75,2022-02-20 21:34:58.703000+01:00
6,19.7,2022-02-20 21:51:01.694000+01:00
7,19.5,2022-02-20 22:07:04.978000+01:00
8,19.45,2022-02-20 22:23:08.351000+01:00
9,19.45,2022-02-20 22:39:12.035000+01:00
10,19.3,2022-02-20 22:55:16.034000+01:00
11,19.2,2022-02-20 23:11:20.143000+01:00
12,19.1,2022-02-20 23:27:24.270000+01:00
13,19.0,2022-02-20 23:43:28.924000+01:00
14,18.95,2022-02-20 23:59:33.839000+01:00
15,18.9,2022-02-21 00:15:39.149000+01:00
16,18.8,2022-02-21 00:31:44.704000+01:00
17,18.75,2022-02-21 00:47:50.398000+01:00
18,18.7,2022-02-21 01:03:56.230000+01:00
19,18.6,2022-02-21 01:20:02.193000+01:00
20,18.6,2022-02-21 01:36:08.206000+01:00
21,18.5,2022-02-21 01:52:14.414000+01:00
22,18.45,2022-02-21 02:08:20.764000+01:00
23,18.45,2022-02-21 02:24:27.449000+01:00
24,18.4,2022-02-21 02:40:34.359000+01:00
25,18.3,2022-02-21 02:56:41.328000+01:00
26,18.25,2022-02-21 03:12:48.468000+01:00
27,18.25,2022-02-21 03:28:55.848000+01:00
28,18.3,2022-02-21 03:45:03.494000+01:00
29,18.2,2022-02-21 04:01:11.117000+01:00
30,18.1,2022-02-21 04:17:18.500000+01:00
31,18.05,2022-02-21 04:33:25.833000+01:00
32,18.0,2022-02-21 04:49:33.773000+01:00
33,17.95,2022-02-21 05:05:41.797000+01:00
34,18.0,2022-02-21 05:21:50.066000+01:00
35,17.9,2022-02-21 05:37:58.329000+01:00
36,17.8,2022-02-21 05:54:06.642000+01:00
37,17.8,2022-02-21 06:10:13.921000+01:00
38,17.75,2022-02-21 06:26:23.784000+01:00
39,17.75,2022-02-21 06:42:32.560000+01:00
40,17.65,2022-02-21 06:58:41.255000+01:00
41,18.25,2022-02-21 07:14:49.614000+01:00
42,19.45,2022-02-21 07:30:54.787000+01:00
43,20.2,2022-02-21 07:46:56.146000+01:00
44,20.95,2022-02-21 08:02:56.593000+01:00
45,21.55,2022-02-21 08:18:55.127000+01:00
46,21.95,2022-02-21 08:34:52.309000+01:00
47,21.35,2022-02-21 08:50:49.429000+01:00
48,20.9,2022-02-21 09:06:48.292000+01:00
49,20.55,2022-02-21 09:22:48.301000+01:00
50,20.3,2022-02-21 09:38:48.852000+01:00
51,20.15,2022-02-21 09:54:49.926000+01:00
52,20.05,2022-02-21 10:10:51.562000+01:00
53,19.95,2022-02-21 10:26:54.819000+01:00
54,20.0,2022-02-21 10:42:57.188000+01:00
55,19.85,2022-02-21 10:58:59.595000+01:00
56,19.8,2022-02-21 11:15:02.179000+01:00
57,19.7,2022-02-21 11:31:04.884000+01:00
58,19.65,2022-02-21 11:47:07.728000+01:00
59,19.65,2022-02-21 12:03:10.693000+01:00
60,19.55,2022-02-21 12:19:13.551000+01:00
61,19.45,2022-02-21 12:35:16.551000+01:00
62,19.4,2022-02-21 12:51:20.161000+01:00
63,19.3,2022-02-21 13:07:24.189000+01:00
64,19.3,2022-02-21 13:23:28.104000+01:00
65,19.25,2022-02-21 13:39:32.086000+01:00
66,19.25,2022-02-21 13:55:36.173000+01:00
67,19.2,2022-02-21 14:11:40.268000+01:00
68,19.15,2022-02-21 14:27:44.240000+01:00
69,19.15,2022-02-21 14:43:48.457000+01:00
70,19.65,2022-02-21 14:59:52.544000+01:00
71,20.9,2022-02-21 15:15:52.193000+01:00
72,20.9,2022-02-21 15:31:51.002000+01:00
73,20.55,2022-02-21 15:47:51.139000+01:00
74,20.2,2022-02-21 16:03:52.175000+01:00
75,20.1,2022-02-21 16:19:53.615000+01:00
76,20.0,2022-02-21 16:35:56.658000+01:00
77,19.9,2022-02-21 16:51:58.698000+01:00
78,19.75,2022-02-21 17:08:01.158000+01:00
79,19.6,2022-02-21 17:24:03.931000+01:00
80,19.6,2022-02-21 17:40:07.021000+01:00
81,19.7,2022-02-21 17:56:09.990000+01:00
82,19.7,2022-02-21 18:12:12.476000+01:00
83,20.8,2022-02-21 18:28:12.590000+01:00
84,20.8,2022-02-21 18:44:12.207000+01:00
85,20.5,2022-02-21 19:00:12.487000+01:00
86,20.3,2022-02-21 19:16:13.572000+01:00
87,20.25,2022-02-21 19:32:14.968000+01:00
88,20.0,2022-02-21 19:48:17.980000+01:00
89,19.8,2022-02-21 20:04:20.410000+01:00
0,20.65,2022-02-21 20:20:20.605000+01:00
1,21.45,2022-02-21 20:36:19.271000+01:00
2,22.0,2022-02-21 20:52:16.137000+01:00
3,22.55,2022-02-21 21:08:11.650000+01:00
