,1MainDoor,timestamp
5,PRESENT,2022-03-20 08:52:36.912000+01:00
6,NOT_PRESENT,2022-03-20 09:19:24.681000+01:00
7,PRESENT,2022-03-20 09:19:42.049000+01:00
8,NOT_PRESENT,2022-03-20 09:29:03.888000+01:00
9,PRESENT,2022-03-20 09:31:32.007000+01:00
10,NOT_PRESENT,2022-03-20 09:37:10.365000+01:00
11,PRESENT,2022-03-20 09:37:55.353000+01:00
12,NOT_PRESENT,2022-03-20 11:27:20.881000+01:00
13,PRESENT,2022-03-20 11:27:49.513000+01:00
14,NOT_PRESENT,2022-03-20 11:40:36.308000+01:00
15,PRESENT,2022-03-20 11:40:44.107000+01:00
16,NOT_PRESENT,2022-03-20 12:15:50.183000+01:00
17,PRESENT,2022-03-20 12:15:53.666000+01:00
18,NOT_PRESENT,2022-03-20 12:17:40.879000+01:00
19,PRESENT,2022-03-20 12:18:02.002000+01:00
20,NOT_PRESENT,2022-03-20 12:20:52.830000+01:00
21,PRESENT,2022-03-20 12:23:01.219000+01:00
22,NOT_PRESENT,2022-03-20 12:29:32.042000+01:00
23,PRESENT,2022-03-20 12:30:54.987000+01:00
24,NOT_PRESENT,2022-03-20 14:35:37.464000+01:00
25,PRESENT,2022-03-20 14:35:55.576000+01:00
26,NOT_PRESENT,2022-03-20 14:37:15.528000+01:00
27,PRESENT,2022-03-20 14:37:19.939000+01:00
28,NOT_PRESENT,2022-03-20 14:41:52.644000+01:00
29,PRESENT,2022-03-20 14:42:16.356000+01:00
30,NOT_PRESENT,2022-03-20 14:54:14.655000+01:00
31,PRESENT,2022-03-20 14:55:02.991000+01:00
32,NOT_PRESENT,2022-03-20 15:26:56.406000+01:00
33,PRESENT,2022-03-20 15:29:45.847000+01:00
34,NOT_PRESENT,2022-03-20 15:29:57.454000+01:00
35,PRESENT,2022-03-20 15:30:13.551000+01:00
36,NOT_PRESENT,2022-03-20 15:36:40.697000+01:00
37,PRESENT,2022-03-20 15:36:51.697000+01:00
38,NOT_PRESENT,2022-03-20 15:36:58.002000+01:00
39,PRESENT,2022-03-20 15:39:07.194000+01:00
40,NOT_PRESENT,2022-03-20 15:39:23.863000+01:00
41,PRESENT,2022-03-20 15:44:22.664000+01:00
42,NOT_PRESENT,2022-03-20 16:18:46.276000+01:00
43,PRESENT,2022-03-20 16:19:06.952000+01:00
44,NOT_PRESENT,2022-03-20 16:21:48.784000+01:00
45,PRESENT,2022-03-20 16:22:44.495000+01:00
46,NOT_PRESENT,2022-03-20 16:30:36.791000+01:00
47,PRESENT,2022-03-20 16:30:50.079000+01:00
48,NOT_PRESENT,2022-03-20 17:03:51.149000+01:00
49,PRESENT,2022-03-20 17:04:34.831000+01:00
50,NOT_PRESENT,2022-03-20 19:58:27.984000+01:00
51,PRESENT,2022-03-20 19:58:56.394000+01:00
0,NOT_PRESENT,2022-03-21 07:27:14.204000+01:00
1,PRESENT,2022-03-21 07:27:32.741000+01:00
2,NOT_PRESENT,2022-03-21 07:31:38.605000+01:00
3,PRESENT,2022-03-21 07:31:44.835000+01:00
4,NOT_PRESENT,2022-03-21 07:35:35.674000+01:00
5,PRESENT,2022-03-21 07:36:11.925000+01:00
6,NOT_PRESENT,2022-03-21 07:42:58.189000+01:00
7,PRESENT,2022-03-21 07:43:13.025000+01:00
8,NOT_PRESENT,2022-03-21 07:45:43.175000+01:00
9,PRESENT,2022-03-21 07:45:47.433000+01:00
10,NOT_PRESENT,2022-03-21 08:15:36.447000+01:00
11,PRESENT,2022-03-21 08:16:16.349000+01:00
12,NOT_PRESENT,2022-03-21 08:25:28.981000+01:00
13,PRESENT,2022-03-21 08:25:38.113000+01:00
14,NOT_PRESENT,2022-03-21 10:35:18.614000+01:00
15,PRESENT,2022-03-21 10:35:29.092000+01:00
16,NOT_PRESENT,2022-03-21 10:52:05.618000+01:00
17,PRESENT,2022-03-21 10:52:27.946000+01:00
18,NOT_PRESENT,2022-03-21 11:28:57.309000+01:00
19,PRESENT,2022-03-21 11:36:43.404000+01:00
20,NOT_PRESENT,2022-03-21 12:11:42.385000+01:00
21,PRESENT,2022-03-21 12:16:35.099000+01:00
22,NOT_PRESENT,2022-03-21 13:08:31.589000+01:00
23,PRESENT,2022-03-21 13:08:38.041000+01:00
24,NOT_PRESENT,2022-03-21 14:55:01.581000+01:00
25,PRESENT,2022-03-21 14:57:34.878000+01:00
26,NOT_PRESENT,2022-03-21 15:43:36.005000+01:00
27,PRESENT,2022-03-21 15:44:52.633000+01:00
28,NOT_PRESENT,2022-03-21 15:45:40.743000+01:00
29,PRESENT,2022-03-21 15:45:44.475000+01:00
30,NOT_PRESENT,2022-03-21 15:47:03.139000+01:00
31,PRESENT,2022-03-21 15:47:08.350000+01:00
32,NOT_PRESENT,2022-03-21 15:59:27.044000+01:00
33,PRESENT,2022-03-21 16:00:51.579000+01:00
34,NOT_PRESENT,2022-03-21 16:06:29.481000+01:00
35,PRESENT,2022-03-21 16:06:32.552000+01:00
36,NOT_PRESENT,2022-03-21 16:06:41.922000+01:00
37,PRESENT,2022-03-21 16:06:53.746000+01:00
38,NOT_PRESENT,2022-03-21 16:23:42.603000+01:00
39,PRESENT,2022-03-21 16:24:30.788000+01:00
40,NOT_PRESENT,2022-03-21 16:51:57.647000+01:00
41,PRESENT,2022-03-21 16:53:09.760000+01:00
42,NOT_PRESENT,2022-03-21 18:32:30.972000+01:00
43,PRESENT,2022-03-21 18:32:43.774000+01:00
0,NOT_PRESENT,2022-03-22 07:49:40.901000+01:00
1,PRESENT,2022-03-22 07:49:51.698000+01:00
2,NOT_PRESENT,2022-03-22 07:51:25.395000+01:00
3,PRESENT,2022-03-22 07:51:29.501000+01:00
4,NOT_PRESENT,2022-03-22 07:51:38.281000+01:00
5,PRESENT,2022-03-22 07:51:58.677000+01:00
6,NOT_PRESENT,2022-03-22 09:09:28.486000+01:00
7,PRESENT,2022-03-22 09:09:33.915000+01:00
8,NOT_PRESENT,2022-03-22 10:18:45.915000+01:00
9,PRESENT,2022-03-22 10:18:54.985000+01:00
10,NOT_PRESENT,2022-03-22 10:50:04.256000+01:00
11,PRESENT,2022-03-22 10:51:04.224000+01:00
12,NOT_PRESENT,2022-03-22 10:52:41.722000+01:00
13,PRESENT,2022-03-22 11:06:27.782000+01:00
14,NOT_PRESENT,2022-03-22 11:39:07.229000+01:00
15,PRESENT,2022-03-22 11:39:19.998000+01:00
16,NOT_PRESENT,2022-03-22 11:56:09.802000+01:00
17,PRESENT,2022-03-22 11:56:15.854000+01:00
18,NOT_PRESENT,2022-03-22 11:57:58.880000+01:00
19,PRESENT,2022-03-22 11:58:02.509000+01:00
20,NOT_PRESENT,2022-03-22 12:05:54.694000+01:00
21,PRESENT,2022-03-22 12:05:59.717000+01:00
22,NOT_PRESENT,2022-03-22 12:08:13.134000+01:00
23,PRESENT,2022-03-22 12:08:24.292000+01:00
24,NOT_PRESENT,2022-03-22 12:36:39.087000+01:00
25,PRESENT,2022-03-22 12:36:44.776000+01:00
26,NOT_PRESENT,2022-03-22 13:02:30.178000+01:00
27,PRESENT,2022-03-22 13:02:37.220000+01:00
28,NOT_PRESENT,2022-03-22 13:40:19.364000+01:00
29,PRESENT,2022-03-22 13:41:22.003000+01:00
30,NOT_PRESENT,2022-03-22 13:57:40.477000+01:00
31,PRESENT,2022-03-22 13:58:31.445000+01:00
32,NOT_PRESENT,2022-03-22 14:47:12.363000+01:00
33,PRESENT,2022-03-22 14:47:16.925000+01:00
34,NOT_PRESENT,2022-03-22 15:38:45.036000+01:00
35,PRESENT,2022-03-22 15:41:02.033000+01:00
36,NOT_PRESENT,2022-03-22 15:49:50.877000+01:00
37,PRESENT,2022-03-22 15:50:13.230000+01:00
38,NOT_PRESENT,2022-03-22 16:49:53.954000+01:00
39,PRESENT,2022-03-22 16:57:45.824000+01:00
40,NOT_PRESENT,2022-03-22 16:59:50.452000+01:00
41,PRESENT,2022-03-22 17:00:38.814000+01:00
42,NOT_PRESENT,2022-03-22 19:05:15.352000+01:00
43,PRESENT,2022-03-22 19:05:25.218000+01:00
44,NOT_PRESENT,2022-03-22 19:08:41.650000+01:00
45,PRESENT,2022-03-22 19:08:50.842000+01:00
46,NOT_PRESENT,2022-03-22 19:09:29.536000+01:00
47,PRESENT,2022-03-22 19:09:56.177000+01:00
48,NOT_PRESENT,2022-03-22 19:17:14.060000+01:00
49,PRESENT,2022-03-22 19:17:23.257000+01:00
0,NOT_PRESENT,2022-03-23 07:32:54.428000+01:00
1,PRESENT,2022-03-23 07:33:02.588000+01:00
2,NOT_PRESENT,2022-03-23 07:47:54.456000+01:00
3,PRESENT,2022-03-23 07:47:59.993000+01:00
4,NOT_PRESENT,2022-03-23 10:44:29.706000+01:00
5,PRESENT,2022-03-23 10:44:52.079000+01:00
6,NOT_PRESENT,2022-03-23 10:53:37.660000+01:00
7,PRESENT,2022-03-23 10:53:42.779000+01:00
8,NOT_PRESENT,2022-03-23 10:58:15.668000+01:00
9,PRESENT,2022-03-23 10:58:20.105000+01:00
10,NOT_PRESENT,2022-03-23 10:59:21.971000+01:00
11,PRESENT,2022-03-23 11:00:00.398000+01:00
12,NOT_PRESENT,2022-03-23 11:02:45.054000+01:00
13,PRESENT,2022-03-23 11:06:55.913000+01:00
14,NOT_PRESENT,2022-03-23 12:03:45.701000+01:00
15,PRESENT,2022-03-23 12:03:54.181000+01:00
16,NOT_PRESENT,2022-03-23 12:06:01.165000+01:00
17,PRESENT,2022-03-23 12:08:07.584000+01:00
18,NOT_PRESENT,2022-03-23 12:18:50.249000+01:00
19,PRESENT,2022-03-23 12:19:26.480000+01:00
20,NOT_PRESENT,2022-03-23 12:19:33.592000+01:00
21,PRESENT,2022-03-23 12:20:00.651000+01:00
22,NOT_PRESENT,2022-03-23 12:40:42.741000+01:00
23,PRESENT,2022-03-23 12:41:52.062000+01:00
24,NOT_PRESENT,2022-03-23 13:06:01.513000+01:00
25,PRESENT,2022-03-23 13:06:30.261000+01:00
26,NOT_PRESENT,2022-03-23 13:09:22.684000+01:00
27,PRESENT,2022-03-23 13:09:45.552000+01:00
28,NOT_PRESENT,2022-03-23 13:09:47.607000+01:00
29,PRESENT,2022-03-23 13:09:49.671000+01:00
30,NOT_PRESENT,2022-03-23 13:10:23.618000+01:00
31,PRESENT,2022-03-23 13:10:42.311000+01:00
32,NOT_PRESENT,2022-03-23 13:16:21.145000+01:00
33,PRESENT,2022-03-23 13:16:38.846000+01:00
34,NOT_PRESENT,2022-03-23 13:21:03.624000+01:00
35,PRESENT,2022-03-23 13:21:12.759000+01:00
36,NOT_PRESENT,2022-03-23 13:21:19.874000+01:00
37,PRESENT,2022-03-23 13:21:33.288000+01:00
38,NOT_PRESENT,2022-03-23 13:22:09.126000+01:00
39,PRESENT,2022-03-23 13:22:12.764000+01:00
40,NOT_PRESENT,2022-03-23 13:29:15.376000+01:00
41,PRESENT,2022-03-23 13:29:21.725000+01:00
42,NOT_PRESENT,2022-03-23 14:56:34.236000+01:00
43,PRESENT,2022-03-23 14:56:40.015000+01:00
44,NOT_PRESENT,2022-03-23 14:58:30.497000+01:00
45,PRESENT,2022-03-23 14:58:35.488000+01:00
46,NOT_PRESENT,2022-03-23 14:58:37.555000+01:00
47,PRESENT,2022-03-23 14:58:39.622000+01:00
48,NOT_PRESENT,2022-03-23 15:25:01.783000+01:00
49,PRESENT,2022-03-23 15:25:26.174000+01:00
50,NOT_PRESENT,2022-03-23 15:40:49.513000+01:00
51,PRESENT,2022-03-23 15:40:53.935000+01:00
52,NOT_PRESENT,2022-03-23 15:41:21.307000+01:00
53,PRESENT,2022-03-23 15:41:25.728000+01:00
54,NOT_PRESENT,2022-03-23 15:43:47.954000+01:00
55,PRESENT,2022-03-23 15:43:58.331000+01:00
56,NOT_PRESENT,2022-03-23 15:55:12.386000+01:00
57,PRESENT,2022-03-23 15:56:04.983000+01:00
58,NOT_PRESENT,2022-03-23 15:56:11.545000+01:00
59,PRESENT,2022-03-23 15:59:44.277000+01:00
60,NOT_PRESENT,2022-03-23 18:09:55.054000+01:00
61,PRESENT,2022-03-23 18:11:33.106000+01:00
62,NOT_PRESENT,2022-03-23 18:15:19.345000+01:00
63,PRESENT,2022-03-23 18:15:40.997000+01:00
64,NOT_PRESENT,2022-03-23 18:16:08.916000+01:00
65,PRESENT,2022-03-23 18:16:36.552000+01:00
66,NOT_PRESENT,2022-03-23 18:34:00.093000+01:00
67,PRESENT,2022-03-23 18:34:26.040000+01:00
68,NOT_PRESENT,2022-03-23 18:42:26.023000+01:00
69,PRESENT,2022-03-23 18:42:40.376000+01:00
70,NOT_PRESENT,2022-03-23 20:06:02.911000+01:00
71,PRESENT,2022-03-23 20:06:22.332000+01:00
0,NOT_PRESENT,2022-03-23 20:34:46.106000+01:00
1,PRESENT,2022-03-23 20:34:51.891000+01:00
2,NOT_PRESENT,2022-03-23 20:36:58.950000+01:00
3,PRESENT,2022-03-23 20:37:23.729000+01:00
4,NOT_PRESENT,2022-03-24 07:40:41.698000+01:00
5,PRESENT,2022-03-24 07:40:51.537000+01:00
6,NOT_PRESENT,2022-03-24 07:41:43.370000+01:00
7,PRESENT,2022-03-24 07:41:55.239000+01:00
8,NOT_PRESENT,2022-03-24 07:57:38.184000+01:00
9,PRESENT,2022-03-24 07:57:42.611000+01:00
10,NOT_PRESENT,2022-03-24 09:15:51.622000+01:00
11,PRESENT,2022-03-24 09:15:56.619000+01:00
12,NOT_PRESENT,2022-03-24 16:07:10.620000+01:00
13,PRESENT,2022-03-24 16:07:21.031000+01:00
14,NOT_PRESENT,2022-03-24 17:47:30.402000+01:00
15,PRESENT,2022-03-24 17:47:33.887000+01:00
0,NOT_PRESENT,2022-03-24 21:36:23.851000+01:00
1,PRESENT,2022-03-24 21:36:28.964000+01:00
2,NOT_PRESENT,2022-03-25 08:17:49.093000+01:00
3,PRESENT,2022-03-25 08:17:56.465000+01:00
4,NOT_PRESENT,2022-03-25 08:33:29.391000+01:00
5,PRESENT,2022-03-25 08:33:35.417000+01:00
6,NOT_PRESENT,2022-03-25 09:24:51.206000+01:00
7,PRESENT,2022-03-25 09:24:56.311000+01:00
8,NOT_PRESENT,2022-03-25 16:08:36.930000+01:00
9,PRESENT,2022-03-25 16:09:05.891000+01:00
10,NOT_PRESENT,2022-03-25 16:09:12.593000+01:00
11,PRESENT,2022-03-25 16:10:21.518000+01:00
12,NOT_PRESENT,2022-03-25 17:25:29.272000+01:00
13,PRESENT,2022-03-25 17:25:33.440000+01:00
0,NOT_PRESENT,2022-03-25 23:39:03.348000+01:00
1,PRESENT,2022-03-25 23:39:08.092000+01:00
2,NOT_PRESENT,2022-03-25 23:39:34.729000+01:00
3,PRESENT,2022-03-25 23:39:54.757000+01:00
4,NOT_PRESENT,2022-03-26 14:52:38.051000+01:00
5,PRESENT,2022-03-26 14:53:43.617000+01:00
6,NOT_PRESENT,2022-03-26 14:53:56.204000+01:00
7,PRESENT,2022-03-26 14:54:00.638000+01:00
8,NOT_PRESENT,2022-03-26 14:55:43.896000+01:00
9,PRESENT,2022-03-26 14:58:35.356000+01:00
10,NOT_PRESENT,2022-03-26 15:02:27.336000+01:00
11,PRESENT,2022-03-26 15:02:31.094000+01:00
0,NOT_PRESENT,2022-03-26 21:09:15.349000+01:00
1,PRESENT,2022-03-26 21:09:39.428000+01:00
2,NOT_PRESENT,2022-03-26 22:15:39.170000+01:00
3,PRESENT,2022-03-26 22:16:01.971000+01:00
4,NOT_PRESENT,2022-03-27 09:54:57.347000+02:00
5,PRESENT,2022-03-27 09:56:00.733000+02:00
6,NOT_PRESENT,2022-03-27 11:32:07.867000+02:00
7,PRESENT,2022-03-27 11:32:18.997000+02:00
8,NOT_PRESENT,2022-03-27 12:51:59.566000+02:00
9,PRESENT,2022-03-27 12:52:05.243000+02:00
10,NOT_PRESENT,2022-03-27 13:34:57.741000+02:00
11,PRESENT,2022-03-27 13:35:00.558000+02:00
12,NOT_PRESENT,2022-03-27 14:06:31.919000+02:00
13,PRESENT,2022-03-27 14:07:52.789000+02:00
14,NOT_PRESENT,2022-03-27 15:59:44.324000+02:00
15,PRESENT,2022-03-27 15:59:49.665000+02:00
16,NOT_PRESENT,2022-03-27 16:02:02.257000+02:00
17,PRESENT,2022-03-27 16:02:06.405000+02:00
18,NOT_PRESENT,2022-03-27 16:05:04.255000+02:00
19,PRESENT,2022-03-27 16:05:07.891000+02:00
0,NOT_PRESENT,2022-03-28 08:00:16.220000+02:00
1,PRESENT,2022-03-28 08:00:34.214000+02:00
2,NOT_PRESENT,2022-03-28 08:16:02.443000+02:00
3,PRESENT,2022-03-28 08:16:06.186000+02:00
4,NOT_PRESENT,2022-03-28 08:45:09.265000+02:00
5,PRESENT,2022-03-28 08:45:13.572000+02:00
6,NOT_PRESENT,2022-03-28 10:26:55.935000+02:00
7,PRESENT,2022-03-28 10:27:03.265000+02:00
8,NOT_PRESENT,2022-03-28 11:13:51.906000+02:00
9,PRESENT,2022-03-28 11:14:05.778000+02:00
10,NOT_PRESENT,2022-03-28 11:16:23.130000+02:00
11,PRESENT,2022-03-28 11:16:27.983000+02:00
12,NOT_PRESENT,2022-03-28 12:41:58.240000+02:00
13,PRESENT,2022-03-28 12:42:19.631000+02:00
14,NOT_PRESENT,2022-03-28 15:51:27.848000+02:00
15,PRESENT,2022-03-28 15:51:31.911000+02:00
16,NOT_PRESENT,2022-03-28 16:05:45.031000+02:00
17,PRESENT,2022-03-28 16:06:55.710000+02:00
0,NOT_PRESENT,2022-03-29 07:51:58.021000+02:00
1,PRESENT,2022-03-29 07:52:05.510000+02:00
2,NOT_PRESENT,2022-03-29 08:05:49.935000+02:00
3,PRESENT,2022-03-29 08:06:16.333000+02:00
4,NOT_PRESENT,2022-03-29 08:16:49.091000+02:00
5,PRESENT,2022-03-29 08:17:02.125000+02:00
6,NOT_PRESENT,2022-03-29 08:24:35.431000+02:00
7,PRESENT,2022-03-29 08:24:40.463000+02:00
8,NOT_PRESENT,2022-03-29 12:59:07.046000+02:00
9,PRESENT,2022-03-29 12:59:20.750000+02:00
10,NOT_PRESENT,2022-03-29 13:57:41.358000+02:00
11,PRESENT,2022-03-29 13:57:46.341000+02:00
12,NOT_PRESENT,2022-03-29 14:04:15.861000+02:00
13,PRESENT,2022-03-29 14:04:20.152000+02:00
14,NOT_PRESENT,2022-03-29 14:20:11.182000+02:00
15,PRESENT,2022-03-29 14:20:40.497000+02:00
16,NOT_PRESENT,2022-03-29 14:24:15.076000+02:00
17,PRESENT,2022-03-29 14:24:18.728000+02:00
18,NOT_PRESENT,2022-03-29 14:25:21.783000+02:00
19,PRESENT,2022-03-29 14:25:54.400000+02:00
20,NOT_PRESENT,2022-03-29 15:00:28.146000+02:00
21,PRESENT,2022-03-29 15:00:38.687000+02:00
22,NOT_PRESENT,2022-03-29 15:01:57.804000+02:00
23,PRESENT,2022-03-29 15:02:04.275000+02:00
24,NOT_PRESENT,2022-03-29 15:04:54.989000+02:00
25,PRESENT,2022-03-29 15:04:58.753000+02:00
26,NOT_PRESENT,2022-03-29 15:17:34.189000+02:00
27,PRESENT,2022-03-29 15:17:38.754000+02:00
28,NOT_PRESENT,2022-03-29 16:07:25.956000+02:00
29,PRESENT,2022-03-29 16:07:29.961000+02:00
30,NOT_PRESENT,2022-03-29 16:19:44.924000+02:00
31,PRESENT,2022-03-29 16:21:08.921000+02:00
32,NOT_PRESENT,2022-03-29 16:22:09.055000+02:00
33,PRESENT,2022-03-29 16:22:12.007000+02:00
34,NOT_PRESENT,2022-03-29 16:22:44.702000+02:00
35,PRESENT,2022-03-29 16:22:57.501000+02:00
36,NOT_PRESENT,2022-03-29 16:23:13.568000+02:00
37,PRESENT,2022-03-29 16:23:24.459000+02:00
38,NOT_PRESENT,2022-03-29 16:23:43.668000+02:00
39,PRESENT,2022-03-29 16:23:52.968000+02:00
40,NOT_PRESENT,2022-03-29 16:29:12.075000+02:00
41,PRESENT,2022-03-29 16:29:23.964000+02:00
42,NOT_PRESENT,2022-03-29 16:33:15.639000+02:00
43,PRESENT,2022-03-29 16:33:50.578000+02:00
44,NOT_PRESENT,2022-03-29 16:53:31.567000+02:00
45,PRESENT,2022-03-29 16:53:50.390000+02:00
46,NOT_PRESENT,2022-03-29 17:10:13.384000+02:00
47,PRESENT,2022-03-29 17:10:17.141000+02:00
48,NOT_PRESENT,2022-03-29 17:27:47.226000+02:00
49,PRESENT,2022-03-29 17:28:22.248000+02:00
50,NOT_PRESENT,2022-03-29 19:18:17.357000+02:00
51,PRESENT,2022-03-29 19:18:43.058000+02:00
0,NOT_PRESENT,2022-03-30 07:33:45.417000+02:00
1,PRESENT,2022-03-30 07:35:57+02:00
2,NOT_PRESENT,2022-03-30 07:36:50.167000+02:00
3,PRESENT,2022-03-30 07:37:14.770000+02:00
4,NOT_PRESENT,2022-03-30 07:39:21.912000+02:00
5,PRESENT,2022-03-30 07:39:28.036000+02:00
6,NOT_PRESENT,2022-03-30 08:24:07.371000+02:00
7,PRESENT,2022-03-30 08:24:14.188000+02:00
8,NOT_PRESENT,2022-03-30 15:41:28.312000+02:00
9,PRESENT,2022-03-30 15:41:33.973000+02:00
10,NOT_PRESENT,2022-03-30 16:06:51.923000+02:00
11,PRESENT,2022-03-30 16:06:55.303000+02:00
12,NOT_PRESENT,2022-03-30 16:22:40.289000+02:00
13,PRESENT,2022-03-30 16:24:56.013000+02:00
14,NOT_PRESENT,2022-03-30 16:25:39.064000+02:00
15,PRESENT,2022-03-30 16:25:57.284000+02:00
16,NOT_PRESENT,2022-03-30 20:32:49.630000+02:00
17,PRESENT,2022-03-30 20:32:52.966000+02:00
0,NOT_PRESENT,2022-03-30 21:13:48.500000+02:00
1,PRESENT,2022-03-30 21:13:52.558000+02:00
2,NOT_PRESENT,2022-03-31 08:08:24.006000+02:00
3,PRESENT,2022-03-31 08:09:05.079000+02:00
4,NOT_PRESENT,2022-03-31 08:25:35.174000+02:00
5,PRESENT,2022-03-31 08:25:39.847000+02:00
6,NOT_PRESENT,2022-03-31 08:38:41.254000+02:00
7,PRESENT,2022-03-31 08:38:46.038000+02:00
8,NOT_PRESENT,2022-03-31 10:27:51.156000+02:00
9,PRESENT,2022-03-31 10:28:04.877000+02:00
10,NOT_PRESENT,2022-03-31 12:12:36.075000+02:00
11,PRESENT,2022-03-31 12:12:41.739000+02:00
12,NOT_PRESENT,2022-03-31 14:02:16.451000+02:00
13,PRESENT,2022-03-31 14:02:24.804000+02:00
14,NOT_PRESENT,2022-03-31 14:20:46.020000+02:00
15,PRESENT,2022-03-31 14:21:49.399000+02:00
16,NOT_PRESENT,2022-03-31 14:41:36.568000+02:00
17,PRESENT,2022-03-31 14:41:52.336000+02:00
18,NOT_PRESENT,2022-03-31 14:44:41.964000+02:00
19,PRESENT,2022-03-31 14:45:28.047000+02:00
20,NOT_PRESENT,2022-03-31 14:45:45.336000+02:00
21,PRESENT,2022-03-31 14:46:01.396000+02:00
22,NOT_PRESENT,2022-03-31 15:38:43.203000+02:00
23,PRESENT,2022-03-31 15:38:48.552000+02:00
24,NOT_PRESENT,2022-03-31 15:51:25.832000+02:00
25,PRESENT,2022-03-31 15:51:31.615000+02:00
26,NOT_PRESENT,2022-03-31 15:55:29.074000+02:00
27,PRESENT,2022-03-31 15:56:24.582000+02:00
28,NOT_PRESENT,2022-03-31 16:52:15.143000+02:00
29,PRESENT,2022-03-31 16:52:19.313000+02:00
30,NOT_PRESENT,2022-03-31 19:11:20.499000+02:00
31,PRESENT,2022-03-31 19:11:26.036000+02:00
0,NOT_PRESENT,2022-04-01 08:35:39.193000+02:00
1,PRESENT,2022-04-01 08:35:43.972000+02:00
2,NOT_PRESENT,2022-04-01 08:36:00.846000+02:00
3,PRESENT,2022-04-01 08:36:11.238000+02:00
4,NOT_PRESENT,2022-04-01 08:36:20.716000+02:00
5,PRESENT,2022-04-01 08:36:26.165000+02:00
6,NOT_PRESENT,2022-04-01 10:23:37.398000+02:00
7,PRESENT,2022-04-01 10:23:44.745000+02:00
8,NOT_PRESENT,2022-04-01 15:37:35.316000+02:00
9,PRESENT,2022-04-01 15:37:45.839000+02:00
10,NOT_PRESENT,2022-04-01 15:57:55.933000+02:00
11,PRESENT,2022-04-01 15:58:01.712000+02:00
12,NOT_PRESENT,2022-04-01 16:00:25.162000+02:00
13,PRESENT,2022-04-01 16:00:39.988000+02:00
14,NOT_PRESENT,2022-04-01 16:00:42.156000+02:00
15,PRESENT,2022-04-01 16:01:24.384000+02:00
16,NOT_PRESENT,2022-04-01 17:11:14.751000+02:00
17,PRESENT,2022-04-01 17:11:18.912000+02:00
18,NOT_PRESENT,2022-04-01 18:13:58.799000+02:00
19,PRESENT,2022-04-01 18:14:03.909000+02:00
20,NOT_PRESENT,2022-04-01 18:43:25.866000+02:00
21,PRESENT,2022-04-01 18:43:30.146000+02:00
0,NOT_PRESENT,2022-04-02 13:30:03.897000+02:00
1,PRESENT,2022-04-02 13:30:24.823000+02:00
2,NOT_PRESENT,2022-04-02 13:31:56.244000+02:00
3,PRESENT,2022-04-02 13:32:00.580000+02:00
4,NOT_PRESENT,2022-04-02 16:02:06.431000+02:00
5,PRESENT,2022-04-02 16:04:31.226000+02:00
0,NOT_PRESENT,2022-04-03 13:12:19.594000+02:00
1,PRESENT,2022-04-03 13:12:24.286000+02:00
2,NOT_PRESENT,2022-04-03 13:13:28.480000+02:00
3,PRESENT,2022-04-03 13:13:48.717000+02:00
4,NOT_PRESENT,2022-04-03 13:18:35.801000+02:00
5,PRESENT,2022-04-03 13:18:48.915000+02:00
6,NOT_PRESENT,2022-04-03 18:01:36.901000+02:00
7,PRESENT,2022-04-03 18:01:42.555000+02:00
0,NOT_PRESENT,2022-04-04 08:23:51.633000+02:00
1,PRESENT,2022-04-04 08:24:01.772000+02:00
2,NOT_PRESENT,2022-04-04 08:41:20.155000+02:00
3,PRESENT,2022-04-04 08:41:26.270000+02:00
4,NOT_PRESENT,2022-04-04 10:31:56.749000+02:00
5,PRESENT,2022-04-04 10:32:00.860000+02:00
6,NOT_PRESENT,2022-04-04 12:09:57.168000+02:00
7,PRESENT,2022-04-04 12:10:01.177000+02:00
8,NOT_PRESENT,2022-04-04 15:58:29.689000+02:00
9,PRESENT,2022-04-04 15:58:33.445000+02:00
10,NOT_PRESENT,2022-04-04 16:19:00.240000+02:00
11,PRESENT,2022-04-04 16:19:44.592000+02:00
12,NOT_PRESENT,2022-04-04 18:43:26.084000+02:00
13,PRESENT,2022-04-04 18:43:34.456000+02:00
14,NOT_PRESENT,2022-04-04 18:46:44.310000+02:00
15,PRESENT,2022-04-04 18:46:49.324000+02:00
0,NOT_PRESENT,2022-04-05 08:02:40.988000+02:00
1,PRESENT,2022-04-05 08:02:49.823000+02:00
2,NOT_PRESENT,2022-04-05 08:19:41.439000+02:00
3,PRESENT,2022-04-05 08:19:46.231000+02:00
4,NOT_PRESENT,2022-04-05 08:37:14.564000+02:00
5,PRESENT,2022-04-05 08:37:18.926000+02:00
6,NOT_PRESENT,2022-04-05 15:09:49.106000+02:00
7,PRESENT,2022-04-05 15:09:56.838000+02:00
8,NOT_PRESENT,2022-04-05 16:06:15.802000+02:00
9,PRESENT,2022-04-05 16:06:19.861000+02:00
10,NOT_PRESENT,2022-04-05 16:22:10.844000+02:00
11,PRESENT,2022-04-05 16:22:39.430000+02:00
0,NOT_PRESENT,2022-04-06 08:11:20.048000+02:00
1,PRESENT,2022-04-06 08:11:31.534000+02:00
2,NOT_PRESENT,2022-04-06 08:29:17.402000+02:00
3,PRESENT,2022-04-06 08:29:27.556000+02:00
4,NOT_PRESENT,2022-04-06 13:43:05.751000+02:00
5,PRESENT,2022-04-06 13:45:02.863000+02:00
6,NOT_PRESENT,2022-04-06 13:45:58.021000+02:00
