"WindPower";"PVPower"
"R1279";375.366;51.579
"R1280";334.575;593.974
"R1281";246.377;775.558
"R1282";109.656;838.576
"R1283";52.35;850.913
"R1284";49.337;831.338
"R1285";92.863;779.071
"R1286";157.188;639.673
"R1287";249.033;375.288
"R1288";477;101.465
"R1289";744.308;0
"R1290";830.782;0
"R1291";776.706;0
"R1292";752.548;0
"R1293";676.625;0
"R1294";650.364;0
"R1295";631.342;0
"R1296";603.676;0
"R1297";652.148;0
"R1298";557.108;0
"R1299";522.834;0
"R1300";505.522;0
"R1301";460.389;0
"R1302";457.542;0
"R1303";482.745;21.357
"R1304";414.656;376.182
"R1305";224.696;732.471
"R1306";105.006;820.983
"R1307";106.796;839.479
"R1308";146.834;822.694
"R1309";138.792;773.54
"R1310";136.472;682.502
"R1311";196.255;510.427
"R1312";276.708;197.041
"R1313";303.909;0
"R1314";296.408;0
"R1315";308.068;0
"R1316";372.766;0
"R1317";479.38;0
"R1318";606.124;0
"R1319";704.813;0
"R1320";723.263;0
"R1321";704.752;0
"R1322";681.028;0
"R1323";640.047;0
"R1324";594.335;0
"R1325";592.502;0
"R1326";585.291;0
"R1327";557.294;68.288
"R1328";386.238;507.09
"R1329";167.229;691.868
"R1330";95.243;772.448
"R1331";82.582;792.899
"R1332";175.367;782.466
"R1333";235.487;748.646
"R1334";267.089;680.693
"R1335";376.683;536.641
"R1336";681.257;238.877
"R1337";1027.131;0
"R1338";1001.998;0
"R1339";863.8;0
"R1340";796.048;0
"R1341";734.517;0
"R1342";823.675;0
"R1343";731.202;0
"R1344";715.303;0
"R1345";712.668;0
"R1346";710.041;0
"R1347";706.138;0
"R1348";697.811;0
"R1349";710.06;0
"R1350";717.923;0
"R1351";724.548;33.763
"R1352";572.472;291.988
"R1353";309.865;540
"R1354";205.981;671.601
"R1355";213.788;705.352
"R1356";437.84;685.719
"R1357";400.722;570.06
"R1358";386.585;389.342
"R1359";494.189;260.878
"R1360";658.787;112.1
"R1361";821.922;0
"R1362";863.81;0
"R1363";728.578;0
"R1364";650.382;0
"R1365";599.988;0
"R1366";615.398;0
"R1367";589.359;0
"R1368";579.654;0
"R1369";581.185;0
"R1370";622.387;0
"R1371";592.156;0
"R1372";555.391;0
"R1373";520.742;0
"R1374";501.944;0
"R1375";475.429;73.965
"R1376";323.535;429.616
"R1377";115.841;672.352
"R1378";60.431;781.42
"R1379";78.433;802.192
"R1380";108.561;802.882
"R1381";115.529;770.691
"R1382";122.487;711.704
"R1383";213.694;580.76
"R1384";429.002;292.979
"R1385";577.845;2.62
"R1386";662.063;0
"R1387";747.749;0
"R1388";836.584;0
"R1389";839.163;0
"R1390";775.736;0
"R1391";704.399;0
"R1392";621.93;0
"R1393";562.168;0
"R1394";539.214;0
"R1395";534.519;0
"R1396";528.335;0
"R1397";514.212;0
"R1398";481.48;0
"R1399";435.764;141.181
"R1400";262.657;551.341
"R1401";127.041;703.004
"R1402";86.068;756.678
"R1403";107.913;755.935
"R1404";135.848;730.121
"R1405";133.459;680.841
"R1406";125.122;601.638
"R1407";148.122;461.942
"R1408";236.017;224.062
"R1409";280.222;3.399
"R1410";308.945;0
"R1411";323.929;0
"R1412";339.405;0
"R1413";343.809;0
"R1414";346.652;0
"R1415";349.57;0
"R1416";337.667;0
"R1417";313.595;0
"R1418";283.426;0
"R1419";260.613;0
"R1420";242.244;0
"R1421";228.533;0
"R1422";205.861;0
"R1423";171.978;190.743
"R1424";93.844;570.324
"R1425";19.625;682.304
"R1426";17.952;638.518
"R1427";56.911;581.884
"R1428";140.39;575.167
"R1429";226.562;613.472
"R1430";290.059;666.298
"R1431";260.275;552.756
"R1432";355.156;249.045
"R1433";543.091;6.267
"R1434";582.666;0
"R1435";478.381;0
"R1436";355.178;0
"R1437";251.849;0
"R1438";285.715;0
"R1439";349.971;0
"R1440";360.513;0
"R1441";399.313;0
"R1442";461.42;0
"R1443";469.567;0
"R1444";429.585;0
"R1445";372.538;0
"R1446";439.583;0
"R1447";551.618;7.343
"R1448";557.632;44.581
"R1449";695.381;104.969
"R1450";772.152;111.696
"R1451";782.013;119.642
"R1452";795.541;99.615
"R1453";776.653;81.709
"R1454";739.602;45.36
"R1455";776.651;18.354
"R1456";828.253;3.055
"R1457";863.819;0
"R1458";883;0
"R1459";882.981;0
"R1460";859.803;0
"R1461";825.442;0
"R1462";782.068;0
"R1463";742.664;0
"R1464";710.011;0
"R1465";673.87;0
"R1466";624.646;0
"R1467";527.43;0
"R1468";533.98;0
"R1469";559.491;0
"R1470";568.355;0
"R1471";568.717;3.077
"R1472";563.049;17.275
"R1473";577.783;28.47
"R1474";493.337;39.776
"R1475";438.731;54.099
"R1476";444.322;67.588
"R1477";473.754;69.587
"R1478";501.947;45.996
"R1479";563.195;21.295
"R1480";617.746;5.501
"R1481";643.994;0
"R1482";663.816;0
"R1483";688.535;0
"R1484";723.189;0
"R1485";757.891;0
"R1486";788.513;0
"R1487";813.466;0
"R1488";805.92;0
"R1489";759.163;0
"R1490";694.337;0
"R1491";591.84;0
"R1492";528.116;0
"R1493";483.174;0
"R1494";510.644;0
"R1495";458.065;8.033
"R1496";454.842;51.122
"R1497";450.28;113.918
"R1498";522.74;158.89
"R1499";595.44;152.449
"R1500";550.598;144.015
"R1501";529.462;122.195
"R1502";501.905;74.258
"R1503";475.635;42.474
"R1504";477.444;10.881
"R1505";465.795;0
"R1506";391.536;0
"R1507";354.977;0
"R1508";335.736;0
"R1509";264.966;0
"R1510";187.204;0
"R1511";172.678;0
"R1512";195.434;0
"R1513";235.227;0
"R1514";255.426;0
"R1515";265.565;0
"R1516";289.698;0
"R1517";321.229;0
"R1518";358.985;0
"R1519";383.355;0.42
"R1520";326.447;11.048
"R1521";313.431;23.585
"R1522";288.636;35.042
"R1523";228.004;44.199
"R1524";152.286;56.38
"R1525";61.475;60.406
"R1526";29.733;64.47
"R1527";26.605;48.673
"R1528";124.863;19.402
"R1529";307.784;0
"R1530";391.819;0
"R1531";461.408;0
"R1532";490.558;0
"R1533";411.668;0
"R1534";252.701;0
"R1535";211.242;0
"R1536";216.521;0
"R1537";185.548;0
"R1538";149.965;0
"R1539";95.047;0
"R1540";45.746;0
"R1541";18.081;0
"R1542";26.949;0
"R1543";63.307;24.077
"R1544";106.509;79.382
"R1545";66.904;148.163
"R1546";55.16;182.679
"R1547";78.38;169.079
"R1548";97.923;145.575
"R1549";125.273;140.311
"R1550";164.031;166.753
"R1551";176.231;128.817
"R1552";223.05;45.929
"R1553";333.108;1.583
"R1554";379.12;0
"R1555";373.52;0
"R1556";369.023;0
"R1557";331.711;0
"R1558";350.182;0
"R1559";374.861;0
"R1560";366.982;0
"R1561";339.423;0
"R1562";324.182;0
"R1563";310.971;0
"R1564";307.639;0
"R1565";273.992;0
"R1566";275.066;0
"R1567";268.281;6.711
"R1568";216.255;31.679
"R1569";223.913;68.715
"R1570";298.77;102.498
"R1571";354.238;142.211
"R1572";390.703;177.501
"R1573";387.235;201.499
"R1574";308.653;103.125
"R1575";309.194;44.276
"R1576";398.522;9.08
"R1577";441.897;0
"R1578";439.781;0
"R1579";439.643;0
"R1580";450.468;0
"R1581";463.802;0
"R1582";491.453;0
"R1583";511.201;0
"R1584";526.331;0
"R1585";541.191;0
"R1586";557.233;0
"R1587";582.68;0
"R1588";619.196;0
"R1589";642.934;0
"R1590";665.336;0
"R1591";669.615;6.409
"R1592";652.412;31.605
"R1593";623.894;64.468
"R1594";715.88;96.328
"R1595";710;123.472
"R1596";721.358;141.185
"R1597";724.384;127.51
"R1598";705.879;84.489
"R1599";698.992;44.628
"R1600";704.759;15.475
"R1601";710.063;0
"R1602";622.411;0
"R1603";589.978;0
"R1604";518.093;0
"R1605";450.397;0
"R1606";427.13;0
"R1607";405.577;0
"R1608";387.4;0
"R1609";383.412;0
"R1610";402.058;0
"R1611";446.475;0
"R1612";526.052;0
"R1613";665.087;0
"R1614";703.764;0
"R1615";655.474;318.031
"R1616";432.506;604.393
"R1617";141.45;741.765
"R1618";68.158;802.67
"R1619";52.811;823.59
"R1620";45.192;773.377
"R1621";39.744;645.528
"R1622";45.254;516.807
"R1623";66.012;377.952
"R1624";114.61;179.62
"R1625";203.17;41.59
"R1626";309.027;0
"R1627";371.437;0
"R1628";370.126;0
"R1629";344.237;0
"R1630";315.598;0
"R1631";243.491;0
"R1632";158.583;0
"R1633";128.649;0
"R1634";84.5;0
"R1635";59.925;0
"R1636";42.929;0
"R1637";27.522;0
"R1638";22.356;0
"R1639";21.846;51.101
"R1640";24.16;133.397
"R1641";12.28;216.221
"R1642";21.635;310.627
"R1643";54.559;319.834
"R1644";90.989;298.967
"R1645";110.364;256.683
"R1646";133.729;203
"R1647";172.448;156.368
"R1648";278.415;92.504
"R1649";392.09;12.031
"R1650";415.023;0
"R1651";360.466;0
"R1652";319.914;0
"R1653";303.322;0
"R1654";224.825;0
"R1655";209.005;0
"R1656";187.962;0
"R1657";164.189;0
"R1658";144.66;0
"R1659";115.475;0
"R1660";90.082;0
"R1661";71.586;0
"R1662";56.258;0
"R1663";46.151;73.468
"R1664";37.077;177.757
"R1665";15.881;280.049
"R1666";27.409;428.382
"R1667";54.542;508.612
"R1668";58.019;548.563
"R1669";48.294;542.193
"R1670";33.12;384.553
"R1671";16.796;223.16
"R1672";10.3;123.8
"R1673";5.723;30.842
"R1674";4.932;0
"R1675";5.574;0
"R1676";9.214;0
"R1677";16.441;0
"R1678";24.759;0
"R1679";31.188;0
"R1680";31.526;0
"R1681";38.102;0
"R1682";53.896;0
"R1683";79.583;0
"R1684";95.526;0
"R1685";72.9;0
"R1686";57.726;0
"R1687";59.866;132.692
"R1688";31.793;305.332
"R1689";10.7;510.341
"R1690";32.525;752.115
"R1691";85.516;817.849
"R1692";126.848;803.4
"R1693";174.956;706.52
"R1694";183.063;498.429
"R1695";180.458;264.772
"R1696";203.967;95.327
"R1697";241.646;14.171
"R1698";288.052;0
"R1699";334.663;0
"R1700";334.52;0
"R1701";304.688;0
"R1702";265.922;0
"R1703";202.806;0
"R1704";135.814;0
"R1705";73.833;0
"R1706";30.653;0
"R1707";15.827;0
"R1708";7.482;0
"R1709";20.507;0
"R1710";31.212;0
"R1711";34.031;79.633
"R1712";24.732;245.288
"R1713";16.822;426.947
"R1714";27.554;648.077
"R1715";69.165;750.963
"R1716";132.366;719.347
"R1717";213.049;717.806
"R1718";280.9;574.343
"R1719";288.06;457.951
"R1720";318.187;240.315
"R1721";385.936;48.661
"R1722";380.268;0
"R1723";328.725;0
"R1724";320.216;0
"R1725";283.528;0
"R1726";260.228;0
"R1727";268.037;0
"R1728";278.449;0
"R1729";260.348;0
"R1730";195.825;0
"R1731";156.316;0
"R1732";137.74;0
"R1733";116.044;0
"R1734";99.471;0
"R1735";82.89;42.812
"R1736";64.116;105.615
"R1737";20.432;185.766
"R1738";10.512;226.548
"R1739";13.473;188.076
"R1740";15.881;180.824
"R1741";14.844;145.819
"R1742";17.695;118.788
"R1743";21.593;74.447
"R1744";29.811;33.815
"R1745";51.123;6.134
"R1746";82.654;0
"R1747";117.609;0
"R1748";152.145;0
"R1749";202.486;0
"R1750";297.825;0
"R1751";401.708;0
"R1752";501.91;0
"R1753";584.7;0
"R1754";632.981;0
"R1755";669.818;0
"R1756";710.075;0
"R1757";765.244;0
"R1758";812.857;0
"R1759";824.549;69.799
"R1760";648.182;410.465
"R1761";425.977;622.552
"R1762";402.886;687.235
"R1763";398.424;605.877
"R1764";287.947;483.744
"R1765";258.457;546.92
"R1766";273.947;594.794
"R1767";357.788;551.013
"R1768";597.01;380.369
"R1769";807.697;112.798
"R1770";907.808;0
"R1771";906.5;0
"R1772";895.641;0
"R1773";921.133;0
"R1774";1018.103;0
"R1775";1114.043;0
"R1776";1104.832;0
"R1777";1026.119;0
"R1778";968.448;0
"R1779";943.744;0
"R1780";907.795;0
"R1781";888.152;0
"R1782";875.527;24.122
"R1783";738.121;432.81
"R1784";437.904;661.082
"R1785";260.865;756.072
"R1786";258.579;796.443
"R1787";330.315;806.801
"R1788";394.064;800.697
"R1789";411.214;780.788
"R1790";382.509;738.29
"R1791";352.821;658.393
"R1792";498.333;498.014
"R1793";741.128;186.849
"R1794";865.161;0
"R1795";800.29;0
"R1796";733.812;0
"R1797";616.828;0
"R1798";548.839;0
"R1799";527.501;0
"R1800";510.223;0
"R1801";495.863;0
"R1802";478.721;0
"R1803";474.189;0
"R1804";440.951;0
"R1805";416.446;0
"R1806";428.076;36.733
"R1807";343.561;459.188
"R1808";168.124;671.849
"R1809";82.78;767.741
"R1810";66.52;808.71
"R1811";42.285;819.64
"R1812";34.683;812.495
"R1813";36.264;789.371
"R1814";44.847;747.62
"R1815";60.726;672.036
"R1816";89.495;520.14
"R1817";135.871;212.221
"R1818";175.499;0
"R1819";193.645;0
"R1820";193.459;0
"R1821";183.474;0
"R1822";182.075;0
"R1823";197.889;0
"R1824";228.684;0
"R1825";297.707;0
"R1826";405.826;0
"R1827";522.762;0
"R1828";554.163;0
"R1829";525.088;0
"R1830";459.619;30.068
"R1831";367.93;332.452
"R1832";185.654;598.19
"R1833";73.239;760.554
"R1834";57.425;802.105
"R1835";91.367;815.176
"R1836";162.181;809.505
"R1837";228.006;778.059
"R1838";263.481;678.714
"R1839";238.426;419.863
"R1840";298.67;266.792
"R1841";605.909;119.026
"R1842";896.861;0
"R1843";1010.354;0
"R1844";1037.051;0
"R1845";1075.147;0
"R1846";1066.738;0
"R1847";1009.132;0
"R1848";897.612;0
"R1849";830.676;0
"R1850";793.355;0
"R1851";739.483;0
"R1852";719.389;0
"R1853";704.787;0
"R1854";696.6;25.295
"R1855";554.604;244.76
"R1856";402.447;366.29
"R1857";317.988;355.84
"R1858";306.611;406.375
"R1859";437.05;524.621
"R1860";487.947;601.499
"R1861";455.478;516.518
"R1862";382.912;487.632
"R1863";288.112;420.504
"R1864";240.26;202.18
"R1865";334.406;57.993
"R1866";413.712;0
"R1867";434.931;0
"R1868";355.767;0
"R1869";247.657;0
"R1870";203.571;0
"R1871";207.063;0
"R1872";265.734;0
"R1873";392.796;0
"R1874";566.544;0
"R1875";631.16;0
"R1876";536.563;0
"R1877";471.701;0
"R1878";434.654;48.668
"R1879";273.592;262.516
"R1880";205.9;401.319
"R1881";350.003;505.652
"R1882";425.455;592.594
"R1883";463.969;668.513
"R1884";490.508;730.054
"R1885";476.925;758.139
"R1886";444.205;746.656
"R1887";397.706;683.64
"R1888";450.778;544.869
"R1889";625.131;263.786
"R1890";799.453;0
"R1891";942.742;0
"R1892";1050.688;0
"R1893";1078.019;0
"R1894";1037.057;0
"R1895";863.763;0
"R1896";771.316;0
"R1897";733.79;0
"R1898";728.498;0
"R1899";705.689;0
"R1900";701.994;0
"R1901";677.104;0
"R1902";606.678;62.281
"R1903";395.553;359.81
"R1904";253.067;588.791
"R1905";242.954;726.641
"R1906";408.514;805.288
"R1907";439.851;826.485
"R1908";389.057;826.997
"R1909";415.731;809.609
"R1910";463.854;704.475
"R1911";446.124;362.589
"R1912";556.026;132.288
"R1913";788.899;23.336
"R1914";927.094;0
"R1915";1002.488;0
"R1916";976.686;0
"R1917";982.182;0
"R1918";987.685;0
"R1919";843.268;0
"R1920";795.535;0
"R1921";864.908;0
"R1922";859.663;0
"R1923";833.081;0
"R1924";761.964;0
"R1925";756.433;0
"R1926";681.273;134.829
"R1927";326.023;531.554
"R1928";115.648;692.597
"R1929";115.529;624.878
"R1930";107.564;455.129
"R1931";106.602;397.773
"R1932";124.055;333.813
"R1933";129.904;316.421
"R1934";126.17;334.826
"R1935";102.485;342.556
"R1936";62.038;280.588
"R1937";40.539;119.228
"R1938";38.463;0.082
"R1939";49.882;0
"R1940";74.045;0
"R1941";110.474;0
"R1942";168.177;0
"R1943";226.325;0
"R1944";248.994;0
"R1945";240.534;0
"R1946";214.531;0
"R1947";188.096;0
"R1948";144.225;0
"R1949";111.081;0
"R1950";101.842;27.367
"R1951";66.5;172.105
"R1952";37.023;427.229
"R1953";51.232;617.011
"R1954";63.263;709.55
"R1955";75.021;735.504
"R1956";85.584;749.559
"R1957";108.121;722.597
"R1958";143.394;606.58
"R1959";146.447;352.016
"R1960";169.707;114.339
"R1961";265.97;30.054
"R1962";392.001;0.197
"R1963";556;0
"R1964";736.664;0
"R1965";810.17;0
"R1966";723.239;0
"R1967";810.72;0
"R1968";747.182;0
"R1969";762.75;0
"R1970";767.808;0
"R1971";733.857;0
"R1972";723.278;0
"R1973";656.397;0
"R1974";555.504;243.41
"R1975";353.629;619.172
"R1976";401.503;766.82
"R1977";501.901;825.332
"R1978";541.594;843.499
"R1979";549.135;845.702
"R1980";553.746;860.317
"R1981";536.292;851.495
"R1982";481.538;827
"R1983";397.623;766.471
"R1984";281.29;642.209
"R1985";280.919;342.361
"R1986";267.962;8.321
"R1987";225.757;0
"R1988";153.996;0
"R1989";67.608;0
"R1990";24.381;0
"R1991";13.297;0
"R1992";9.732;0
"R1993";8.257;0
"R1994";15.699;0
"R1995";38.59;0
"R1996";80.846;0
"R1997";136.918;0
"R1998";186.441;48.271
"R1999";124.705;127.905
"R2000";152.911;230.787
"R2001";309.655;241.699
"R2002";446.843;184.128
"R2003";548.795;135.776
"R2004";632.614;152.567
"R2005";730.413;214.61
"R2006";735.946;162.782
"R2007";622.428;68.609
"R2008";562.666;18.47
"R2009";490.559;1.876
"R2010";444.505;0
"R2011";324.155;0
"R2012";283.629;0
"R2013";266.007;0
"R2014";271.985;0
"R2015";284.369;0
"R2016";276.716;0
"R2017";266.578;0
"R2018";255.729;0
"R2019";207.32;0
"R2020";223.619;0
"R2021";226.184;0
"R2022";238.703;0.857
"R2023";215.881;16.657
"R2024";220.525;38.457
"R2025";286.997;62.538
"R2026";299.353;75.568
"R2027";334.849;82.435
"R2028";302.218;95.355
"R2029";295.225;159.225
"R2030";336.118;192.685
"R2031";384.085;191.465
"R2032";521.588;171.19
"R2033";800.996;99.597
"R2034";1015.053;9.058
"R2035";927.1;0
"R2036";804.124;0
"R2037";803.928;0
"R2038";804.455;0
"R2039";734.246;0
"R2040";569.333;0
"R2041";366.139;0
"R2042";158.205;0
"R2043";38.437;0
"R2044";65.577;0
"R2045";236.247;0
"R2046";286.143;55
"R2047";270.997;125.208
"R2048";315.16;307.738
"R2049";482.077;275.496
"R2050";710.026;229.286
"R2051";936.486;501.561
"R2052";1158.824;471.176
"R2053";1309.499;492.955
"R2054";1406.142;405.353
"R2055";1480.587;227.304
"R2056";1495.804;205.003
"R2057";1460.24;166.38
"R2058";1400.713;11.277
"R2059";1294.501;0
"R2060";1244.072;0
"R2061";1225.565;0
"R2062";1233.834;0
"R2063";1257.786;0
"R2064";1280.089;0
"R2065";1311.582;0
"R2066";1220.438;0
"R2067";1157.777;0
"R2068";1111.973;0
"R2069";1112.845;0
"R2070";1186.701;0
"R2071";1288.4;5.17
"R2072";1263.918;13.481
"R2073";1254.061;28.12
"R2074";1192.006;41.78
"R2075";1093.583;81.662
"R2076";932.199;99.704
"R2077";817.906;87.043
"R2078";733.159;83.554
"R2079";650.383;64.794
"R2080";652.32;28.853
"R2081";704.758;5.502
"R2082";763.642;0
"R2083";823.188;0
"R2084";918.811;0
"R2085";918.794;0
"R2086";824.046;0
"R2087";728.571;0
"R2088";702.641;0
"R2089";771.262;0
"R2090";876.9;0
"R2091";932.601;0
"R2092";927.064;0
"R2093";883.02;0
"R2094";855.124;0
"R2095";851.41;7.681
"R2096";819.364;23.354
"R2097";782.027;46.201
"R2098";776.685;74.211
"R2099";884.463;96.035
"R2100";1037.058;113.771
"R2101";1160.715;109.46
"R2102";1240.229;96.849
"R2103";1283.26;69.75
"R2104";1308.279;40.143
"R2105";1343.449;10.853
"R2106";1375.423;0
"R2107";1416.986;0
"R2108";1426.342;0
"R2109";1424.471;0
"R2110";1420.279;0
"R2111";1356.355;0
"R2112";1254.473;0
"R2113";1148.199;0
"R2114";1142.889;0
"R2115";1208.203;0
"R2116";1327.548;0
"R2117";1388.951;0
"R2118";1393.952;1.406
"R2119";1373.798;14.485
"R2120";1326.878;28.017
"R2121";1237.561;48.794
"R2122";1184.45;71.799
"R2123";1202.445;100.081
"R2124";1243.801;134.888
"R2125";1250.67;141.93
"R2126";1235.74;143.563
"R2127";1200.106;127.088
"R2128";1079.619;79.947
"R2129";943.384;51.433
"R2130";800.887;6.069
"R2131";694.694;0
"R2132";502.654;0
"R2133";363.101;0
"R2134";261.469;0
"R2135";198.532;0
"R2136";161.972;0
"R2137";111.954;0
"R2138";74.276;0
"R2139";78.41;0
"R2140";78.459;0
"R2141";114.573;0
"R2142";179.043;12.043
"R2143";334.887;59.536
"R2144";372.219;120.947
"R2145";518.165;161.146
"R2146";604.879;208.022
"R2147";570.921;243.522
"R2148";525.353;225.956
"R2149";502.213;224.139
"R2150";510.412;235.42
"R2151";503.617;233.649
"R2152";454.863;225.53
"R2153";366.885;150.088
"R2154";449.438;29.19
"R2155";578.782;0
"R2156";595.212;0
"R2157";587.606;0
"R2158";577.747;0
"R2159";556.631;0
"R2160";527.529;0
"R2161";490.473;0
"R2162";438.746;0
"R2163";376.852;0
"R2164";274.462;0
"R2165";174.722;0
"R2166";89.774;333.667
"R2167";19.621;557.432
"R2168";50.276;632.813
"R2169";70.386;665.973
"R2170";92.181;602.097
"R2171";145.382;544.146
"R2172";257.609;407.779
"R2173";438.129;291.052
"R2174";587.653;238
"R2175";673.523;223.259
"R2176";733.841;228.405
"R2177";820.049;177.547
"R2178";953.127;52.75
"R2179";962.924;0
"R2180";820.047;0
"R2181";760.298;0
"R2182";733.874;0
"R2183";681.289;0
"R2184";598.39;0
"R2185";537.205;0
"R2186";509.447;0
"R2187";481.466;0
"R2188";456.133;0
"R2189";412.795;1.616
"R2190";267.665;426.01
"R2191";140.738;687.476
"R2192";168.471;797.077
"R2193";140.444;855.87
"R2194";147.989;885.227
"R2195";191.036;895.645
"R2196";260.923;894.202
"R2197";337.279;881.887
"R2198";422.177;854.852
"R2199";416.773;802.49
"R2200";370.232;622.272
"R2201";529.011;265.507
"R2202";599.947;24.434
"R2203";537.838;0
"R2204";446.113;0
"R2205";409.745;0
"R2206";401.621;0
"R2207";385.965;0
"R2208";369.59;0
"R2209";410.078;0
"R2210";387.386;0
"R2211";392.623;0
"R2212";415.636;0
"R2213";501.912;0
"R2214";575.528;0.122
"R2215";628.56;8.398
"R2216";668.365;22.813
"R2217";737.968;38.671
"R2218";757.862;53.786
"R2219";743.034;59.45
"R2220";721.931;68.199
"R2221";742.56;79.778
"R2222";764.85;101.163
"R2223";830.119;113.807
"R2224";773.525;91.93
"R2225";707.685;34.628
"R2226";636.903;4.618
"R2227";481.499;0
"R2228";357.691;0
"R2229";252.14;0
"R2230";194.973;0
"R2231";159.98;0
"R2232";120.489;0
"R2233";85.544;0
"R2234";62.204;0
"R2235";36.74;0
"R2236";21.412;0
"R2237";25.24;0
"R2238";40.84;12.39
"R2239";40.706;54.191
"R2240";42.507;83.442
"R2241";54.625;96.011
"R2242";59.049;98.177
"R2243";57.019;90.43
"R2244";59.856;89.421
"R2245";67.132;86.358
"R2246";74.777;83.989
"R2247";85.519;73.718
"R2248";80.64;36.742
"R2249";121.47;12.36
"R2250";229.679;0.17
"R2251";320.522;0
"R2252";313.549;0
"R2253";291.688;0
"R2254";276.237;0
"R2255";298.426;0
"R2256";306.817;0
"R2257";284.366;0
"R2258";254.89;0
"R2259";224.639;0
"R2260";204.51;0
"R2261";202.53;0
"R2262";193.763;7.858
"R2263";124.462;38.345
"R2264";81.615;74.325
"R2265";79.572;107.472
"R2266";100.078;128.602
"R2267";118.807;113.273
"R2268";121.585;93.992
"R2269";126.061;82.999
"R2270";129.628;61.01
"R2271";125.548;40.754
"R2272";124.548;26.016
"R2273";185.485;12.41
"R2274";262.479;0.657
"R2275";315.668;0
"R2276";300.995;0
"R2277";303.811;0
"R2278";304.225;0
"R2279";294.574;0
"R2280";304.059;0
"R2281";283.572;0
"R2282";295.973;0
"R2283";290.175;0
"R2284";320.519;0
"R2285";239.249;0
"R2286";181.26;0.377
"R2287";161.567;11.295
"R2288";92.82;28.704
"R2289";69.232;37.798
"R2290";72.18;46.676
"R2291";82.588;58.781
"R2292";91.224;72.574
"R2293";95.981;87.121
"R2294";93.092;91.214
"R2295";95.566;94.993
"R2296";79.057;64.198
"R2297";114.399;20.269
"R2298";234.631;1.759
"R2299";331.336;0
"R2300";289.542;0
"R2301";235.476;0
"R2302";178.422;0
"R2303";124.625;0
"R2304";102.081;0
"R2305";85.384;0
"R2306";74.222;0
"R2307";78.74;0
"R2308";77.081;0
"R2309";68.759;0
"R2310";71.735;8.303
"R2311";46.409;39.026
"R2312";33.916;91.854
"R2313";54.429;168.138
"R2314";128.124;324.467
"R2315";208.901;294.994
"R2316";236.038;276.747
"R2317";320.084;374.287
"R2318";378.204;308.146
"R2319";404.52;253.379
"R2320";434.19;253.792
"R2321";564.468;220.264
